#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LOADING_TIP_20;Lead the war very carefully, otherwise the whole world could take up arms against you.;;Führt den Krieg sehr vorsichtig, sonst könnte die ganze Welt die Waffen gegen Euch erheben.;;;;;;;;;;;x
LOADING_TIP_28;Don't forget to periodically check your possible decisions. There you can find many unique features that will not always be available to you.;;Vergesst nicht, Eure möglichen Entscheidungen regelmäßig zu überprüfen. Dort findet Ihr viele einzigartige Funktionen, die Euch nicht immer zur Verfügung stehen werden.;;;;;;;;;;;x
LOADING_TIP_35;Joining a political faction is a very good way to find new allies for a very long time.;;Der Beitritt zu einer politischen Fraktion ist ein sehr guter Weg, um für lange Zeit neue Verbündete zu finden.;;;;;;;;;;;x
LOADING_TIP_45;Watch out for dark cult activity in your realm. If they get the chance to spread, you may lose your only chance to stop them.;;Achtet auf Aktivitäten dunkler Kulte in Eurem Reich. Wenn sie die Chance haben, sich auszubreiten, könnt Ihr Eure einzige Chance verlieren, sie zu stoppen.;;;;;;;;;;;x
LOADING_TIP_47;If you decide to study the dark arts, you shouldn't forget that you're walking along the edge of the abyss.;;Wenn Ihr Euch entscheidet, die dunklen Künste zu studieren, solltet Ihr nicht vergessen, dass Ihr am Rande des Abgrunds wandelt.;;;;;;;;;;;x
LOADING_TIP_53;If your class level is low, you can ask other characters with a higher level in the same class to mentor you personally by right-clicking their portraits.;;Wenn Eure Klassenstufe niedrig ist, könnt Ihr andere Charaktere mit einer höheren Stufe in der gleichen Klasse bitten, Euch persönlich zu unterrichten, indem Ihr mit der rechten Maustaste auf deren Porträts klickt.;;;;;;;;;;;x
LOADING_TIP_54;The dark gods can be very eloquent and convincing, but you are just a pawn in their big game.;;Die dunklen Götter können sehr eloquent und überzeugend sein, aber Ihr seid nur ein Bauer in ihrem großen Spiel.;;;;;;;;;;;x
lance_tier_4_impaler_desc;A well crated mockery of the legendary spear of the Bloodhoof clan.;;;;;;;;;;;;;x
lance_tier_4_impaler;Runespear;;;;;;;;;;;;;x
DIPLOFLAVOR_INSULT_0;Tales of your misdeeds are told from Winterspring to Stranglethorn.;Vos méfaits sont connus du Berceau-de-l'Hiver à Strangleronce.;Geschichten über deine Missetaten werden von Winterspring bis Stranglethorn erzählt.;;;;;;;;;;;x
DIPLOFLAVOR_INSULT_1;Your low character is the subject of Tortollan stories.;Votre bassesse a inspiré des légendes tortolannes.;Euer niederer Charakter ist Gegenstand von Tortollan-Geschichten.;;;;;;;;;;;x
EVTDESC6304;Your slightly eccentric liege has proclaimed a new law that is to be upheld throughout the realm. It reads:\n\n"Whereas the children of the realm have become desensitised to violence, and: whereas the general populace seems to have lost all regard for the sanctity of life:\n\nTherefore I, [From.GetTitledName], decree that all forms of violence directed at other reasonable beings be outlawed, including both capital and corporal punishment as well as the torture of criminals, heathens and foreigners. These vulnerable social groups are instead to be rehabilitated and eventually released back into society as productive citizens.;;Euer leicht exzentrischer Lehnsherr hat ein neues Gesetz verkündet, das im ganzen Reich eingehalten werden soll. Es lautet: \n\n „Während die Kinder des Reiches gegenüber Gewalt desensibilisiert worden sind, und: während die allgemeine Bevölkerung anscheinend alle Achtung vor der Heiligkeit des Lebens verloren hat: \n\nDaher verfüge ich,[From.GetTitledName], dass alle Formen von Gewalt, die gegen andere vernunftbegabte Wesen gerichtet sind, verboten werden, einschließlich der Todes- und Körperstrafe sowie der Folter von Verbrechern, Heiden und Ausländern. Diese verwundbaren sozialen Gruppen sollen stattdessen rehabilitiert und schließlich als produktive Bürger wieder in die Gesellschaft entlassen werden.“;;;;;;;;;;;x
EVTDESC6308;The new law has been written and couriers are even now distributing it to all of your vassals. You admire your handiwork:\n\n"Whereas the children of the realm have become desensitised to violence, and: whereas the general populace seems to have lost all regard for the sanctity of life:\n\nTherefore I, [From.GetTitledName], decree that all forms of violence directed at other reasonable beings be outlawed, including both capital and corporal punishment as well as the torture of criminals, heathens and foreigners. These vulnerable social groups are instead to be rehabilitated and eventually released back into society as productive citizens.;;Das neue Gesetz wurde erlassen und die Kuriere verteilen es bereits an alle Eure Vasallen. Ihr bewundert Euer Werk:\n\n\n „Während die Kinder des Reiches gegenüber Gewalt desensibilisiert worden sind, und: in der Erwägung, dass die allgemeine Bevölkerung anscheinend alle Achtung vor der Heiligkeit des Lebens verloren hat:\n\n\ Deshalb erlasse ich, [From.GetTitledName], dass alle Formen von Gewalt, die sich gegen andere vernunftbegabte Wesen richten, verboten werden, einschließlich der Todes- und Körperstrafe sowie der Folter von Kriminellen, Heiden und Ausländern. Diese verwundbaren sozialen Gruppen sollen stattdessen rehabilitiert und schließlich als produktive Bürger wieder in die Gesellschaft entlassen werden.“;;;;;;;;;;;x
employ_priestess_desc;Scour the land for a [Root.GetRelAdjective] Woman to join my court and advise me on religious matters.;;;;;;;;;;;;;x
employ_priest;Invite [Root.GetRelAdjective] Man to Court;Inviter un homme [Root.GetRelAdjective] à la Cour;;;;;;;;;;;;x
employ_priest_desc;Scour the land for a [Root.GetRelAdjective] Man to join my court and advise me on religious matters.;;;;;;;;;;;;;x
pagan_county_conquest_desc;Conquer border territory of aggressive neighbor... or of just neighbor if you're aggressive enough. Pirates, murlocs, naga, vrykul and evil religions can also take any coastal county.;;;;;;;;;;;;;x
title_master_of_the_horse_desc;The Master of the Horse delegates the actual day to day running of the actual stables, much of the prestige of this office comes from the responsibility for the stud.;;;;;;;;;;;;;x
OFFMAP_GRACE_TOOLTIP;This is your current §Y[Root.GetCurrency]§!\nYou can get more §Y[Root.GetCurrency]§! by §YSacrificing§! characters;Voici votre §Y[Root.GetCurrency]§!;Dies ist Eure momentane §Y[Root.GetCurrency]§!;;Esta es tu §Y[Root.GetCurrency]§!;;;;;;;;;x
OFFMAP_VIEW_BUTTON_INSTANT;$OFFMAP|Y$\nOpen interaction with §Y$OFFMAP_SHORT$§!.;$OFFMAP|Y$\nOuvrir l'écran d'interaction avec la §Y$OFFMAP_SHORT$§!.;$OFFMAP|Y$\nInteraktion mit §Y$OFFMAP_SHORT§! öffnen.;;$OFFMAP|Y$\n¡Interacción abierta con §Y$OFFMAP_SHORT$ China§!.;;;;;;;;;x
human_anatomy;Humanoid Anatomy;;;;;;;;;;;;;x
syphilitic;Has Devouring Plague;A la peste dévorante;;;;;;;;;;;;x
syphilitic_desc;This character suffers from Devouring Plague, a type of venereal disease.;Ce personnage a la peste dévorante, un type de maladie vénérienne.;;;;;;;;;;;;x
syphilitic_death;of Devouring Plague;de la peste dévorante;;;;;;;;;;;;x
String_syphilis;Devouring Plague;Peste dévorante;;;;;;;;;;;;x
EVTDSC_RIP_5061;For some time now, my [GetFromRelation] [From.GetTitledFirstName] has been avoiding me. [From.GetSheHeCap] has not visited my bedchamber for several weeks. When I have demanded to know why [From.GetSheHe] has given me nothing but feeble excuses. Today I overheard a couple of [From.GetHerHis] servants gossiping. They said [From.GetFirstName] has contracted Devouring Plague!;;;;;;;;;;;;;x
EVTDESCRIP.5027;Repulsive sores and abscesses are spreading across your body. You have contracted Devouring Plague.;;;;;;;;;;;;;x
syphilis;Devouring Plague;Peste dévorante;;;;;;;;;;;;x
EVTDESC_RIP_11022;The sores on your body have vanished and you are almost back to your regular self. You are rid of Devouring Plague.;;;;;;;;;;;;;x
tooltip_feudal_elector_vote_syphilitic;[From.GetSheHeCap] has been struck by §YDevouring Plague§!;;;;;;;;;;;;;x
has_typhoid_fever;Has Frost Fever;A la fièvre de givre;;;;;;;;;;;;x
has_typhoid_fever_desc;This character suffers from Frost Fever, a disease that lowers the body's temperature.;Ce personnage est atteint d'un terrible mal appelé fièvre de givre, un mal qui baisse la température du corps.;;;;;;;;;;;;x
has_typhoid_fever_death;of Frost Fever;de la fièvre de givre;;;;;;;;;;;;x
String_slow_fever;Frost Fever;Fièvre de givre;;;;;;;;;;;;x
EVTDESCRIP.5029;You feel as if you are burning up, yet your body shivers as if you are freezing. You have contracted Frost Fever.;;;;;;;;;;;;;x
typhoid_fever;Frost Fever;Fièvre de givre;;;;;;;;;;;;x
EVTDESC_RIP_11025;Your delirium has lifted and your temperature is back to normal. You have beaten Frost Fever.;;;;;;;;;;;;;x
tooltip_feudal_elector_vote_has_typhoid_fever;[From.GetSheHeCap] is being consumed by §YFrost Fever§!;;;;;;;;;;;;;x
TYPHOID_FEVER_INFO;Frost Fever is loose in this county.;;;;;;;;;;;;;x
has_tuberculosis;Has Blood Plague;Peste de sang;;;;;;;;;;;;x
has_tuberculosis_desc;This character suffers from Blood Plague. This disease affects the organs and causes internal bleeding.;Ce personnage est atteint d'un terrible mal appelé peste de sang. Cette maladie affecte les organes et cause des saignements internes.;;;;;;;;;;;;x
has_tuberculosis_death;of Blood Plague;de la peste de sang;;;;;;;;;;;;x
String_consumption;Blood Plague;Peste de sang;;;;;;;;;;;;x
tuberculosis;Blood Plague;Peste de sang;;;;;;;;;;;;x
TUBERCULOSIS_INFO;Blood Plague is loose in this county.;;;;;;;;;;;;;x
EVTDESCRIP.5028;You are thrown between waves of chills and sweats. Food has lost its appeal and no amount of sleep seems to remedy your fatigue. You have contracted Blood Plague.;;;;;;;;;;;;;x
EVTDESC_RIP_11024;You awake rejuvenated. After some moments of disbelief you realize that your fever has passed and your appetite has returned. You have survived Blood Plague.;;;;;;;;;;;;;x
tooltip_feudal_elector_vote_has_tuberculosis;[From.GetSheHeCap] has been struck by §YBlood Plague§!;;;;;;;;;;;;;x
has_typhus;Has Swamp Fever;A la fièvre des marais;;;;;;;;;;;;x
has_typhus_desc;This character suffers from Swamp Fever.;Ce personnage est atteint d'un terrible mal appelé fièvre des marais.;;;;;;;;;;;;x
has_typhus_death;of Swamp Fever;de la fièvre des marais;;;;;;;;;;;;x
String_camp_fever;Swamp Fever;Fièvre des marais;;;;;;;;;;;;x
typhus;Swamp Fever;Fièvre des marais;;;;;;;;;;;;x
TYPHUS_INFO;Swamp Fever is loose in this county.;;;;;;;;;;;;;x
EVTDESCRIP.5040;Your mind is clouded and a dull red rash is spreading across your body. You feel hot and your joints ache. You have contracted Swamp Fever.;;;;;;;;;;;;;x
EVTDESC_RIP_11026;A vigor has returned to you as the aches from your recent disease leaves your body. You have survived Swamp Fever.;;;;;;;;;;;;;x
tooltip_feudal_elector_vote_has_typhus;[From.GetSheHeCap] is being consumed by §YSwamp Fever§!;;;;;;;;;;;;;x
succession_voting_power_1_effect_tooltip;§YPowerful Vassals§! cannot be fired from the §YCouncil§!\nCan no longer change succession if §YElective Monarchy§! is instituted;Les §Yvassaux puissants§! ne peuvent pas être révoqués du §YConseil§!\nLa loi de succession ne peut plus être changée si la §Ymonarchie élective§! est instaurée;§YMächtige Vasallen§! können nicht vom §YRat§! ausgeschlossen werden.\nDie Nachfolge kann nicht geändert werden, wenn §YWahlmonarchie§! etabliert ist.;;§YVasallo poderoso§! no puede ser despedido del §YConsejo§!\nNo se puede volver a cambiar la sucesión si se instituye §YMonarquia Electiva§!.;;;;;;;;;x
succession_voting_power_0_effect_tooltip;§YPowerful Vassals§! can be fired from the §YCouncil§!\nCan now change succession if §YElective Monarchy§! is instituted;Les §Yvassaux puissants§! peuvent être révoqués du §YConseil§!\nLa loi de succession peut désormais être changée si la §Ymonarchie élective§! est instaurée;§YMächtige Vasallen§! können vom §YRat§! ausgeschlossen werden.\nDie Nachfolge kann geändert werden, wenn §YWahlmonarchie§! etabliert ist.;;§YVasallos poderosos§! puede ser despedido del §YConsejo§!\nAhora puede cambiar la sucesión si se instituye §YMonarquía Electiva§!.;;;;;;;;;x
HINT_SPLASH_VICTORY;You cannot hold infinite amounts of land yourself. To expand, you will need to rely on vassal rulers. Keep them happy with titles and gifts lest they decide to revolt! The game will end in 900, if your line can stay in power that long...;Vous ne pouvez pas détenir un nombre illimité de terres, il faudra donc composer avec des vassaux. Contentez-les à l'aide de titres et de cadeaux pour éviter une révolte ! La partie se terminera en 900, si votre lignée réussit à rester au pouvoir aussi longtemps...;Ihr alleine könnt nicht unendlich viel Land selbst kontrollieren und müsst deshalb auf Eure Vasallen setzen. Titel und Geschenke sorgen dafür, dass diese zufrieden sind. Das Spiel endet im Jahre 900, vorausgesetzt, Eure Familie kann sich so lange halten ...;;No puedes mantener cantidades infinitas de tierra. Para expandirte, tendrás que confiar en los gobernantes vasallos. ¡Mantenerlos contentos con títulos y regalos hará que estén menos dispuestos a rebelarse! El juego termina en 900, si tu línea puede permanecer tanto tiempo en el poder...;;;;;;;;;x
pagan_subjugation_desc;Aggressive rulers are allowed to subjugate other rulers of the same religion group once in their lifetime. (With the 'Become $KING$' ambition, there is no such time limit against those who control titles within the kingdom.) Free men are always willing to follow the mightiest ruler...;;;;;;;;;;;;;x
EVTDESC_WoL_6100;Observing the movements of the stars at night, you have begun to see some regular patterns. These observations, however, have raised many new questions. You are starting to wonder, for example, why are there two moons?;;;;;;;;;;;;;x
EVTDESC_WoL_6122;One morning, your [GetFromRelation] [From.GetTitledFirstName] comes to see you. [From.GetSheHeCap] says: 'I am worried. I have heard that you are spending late nights studying the sky and entertaining heretical notions about the Great Dark. I would ask that you stop, for your own sake.';;;;;;;;;;;;;x
EVTDESC_WoL_6130;You nightly studies of the movements of the celestial bodies are increasing your knowledge of a great many things. You feel that you are getting closer to understanding the Great Dark Beyond.;;;;;;;;;;;;;x
EVTDESC_WoL_6160;You studies of the celestial spheres are progressing well. You see movements and relationships that you had never dared guess at. It seems clear to you now that the laws that guide the movements of the stars must also be reflected on Azeroth in some way...;;;;;;;;;;;;;x
EVTOPTA_WoL_6160;And what is Azeroth?;;Und was ist Azeroth?;;;;;;;;;;;x
EVTDESC_WoL_6170;You are sure you have made a breakthrough in your studies. Yes, it cannot be otherwise. The core of Azeroth is constantly in motion as if it is alive. How little we know of this planet!;;;;;;;;;;;;;x
EVTDESC_WoL_6322;One morning, your [GetFromRelation] [From.GetTitledFirstName] comes to see you. [From.GetSheHeCap] says: 'I am worried. I have heard that you are spending late nights staring at the sky, speaking in odd riddles and entertaining heretical notions about the Great Dark. I would ask that you stop, for your own sake.';;;;;;;;;;;;;x
EVTDESC_WoL_6330;The studies you have conducted in your observatory have convinced you that there are many strange things beyond the Great Dark. There are few sources and no one to share knowledge with you, however. But you have heard of a strange troll witch in the Great Sea who is rumored to possess vast knowledge of the weird.;;;;;;;;;;;;;x
EVTOPTA_WoL_6330;I will go and see her.;;Ich werde zu ihr gehen.;;;;;;;;;;;x
EVTTITLE_WoL_6331;Shath'mag;Shat'mag;Shath'mag;;;;;;;;;;;x
EVTDESC_WoL_6331;You arrive at the abode of the strange troll witch. After some persuasion, she invites you in. You speak at length, and she tells you of the Runemaster Molgeim, who knew many things of the strange spheres beyond and of talking beings as old as the universe itself. You find out that Molgeim wrote a book called Shath'mag, in which he recorded many strange and unholy truths. The witch says that as she is impressed by your sincerity and desire for knowledge, she can sell you a copy of the book. She tells you to beware, however, as too much intense study of Shath'mag is said to drive the reader insane...;;Ihr erreicht die Wohnstätte der seltsamen Troll-Hexe. Nach einigem Zureden bittet sie Euch herein. Ihr sprecht ausführlich, und sie erzählt Euch von dem Runenmeister Molgeim, der vieles über die seltsamen Sphären des Jenseits und über sprechende Wesen, die so alt sind wie das Universum selbst, wusste. Ihr erfahrt, dass Molgeim ein Buch namens Shath'mag geschrieben hat, in dem er viele seltsame und unheilige Wahrheiten aufgezeichnet hat. Die Hexe sagt, da sie von Eurer Aufrichtigkeit und Eurem Wunsch nach Wissen beeindruckt ist, kann sie Euch ein Exemplar des Buches verkaufen. Sie rät Euch jedoch zur Vorsicht, da zu viel intensives Studium des Shath'mag den Leser in den Wahnsinn treiben soll...;;;;;;;;;;;x
EVTDESC_WoL_6336;Shortly after the death of your [GetFromRelation] [From.GetTitledFirstNameWithNick], you are brought a strange piece of news. It seems that [From.GetHerHis] library was raided, the only item stolen being a strange old book of unknown origin. Two servants who were in the library at the time were found dead, though witnesses refused to describe the state of the bodies.;;Kurz nach dem Tod Eure[From.GetsMale][From.GetrMaleOpp] [GetFromRelation] [From.GetTitledFirstNameWithNick] wird Euch eine seltsame Nachricht überbracht. Es scheint, dass [From.GetHerHis]e Bibliothek überfallen wurde, wobei der einzige gestohlene Gegenstand ein seltsames altes Buch unbekannter Herkunft ist. Zwei Bedienstete, die sich zu dieser Zeit in der Bibliothek befanden, wurden tot aufgefunden, doch Zeugen weigerten sich, den Zustand der Leichen zu beschreiben.;;;;;;;;;;;x
EVTDESC_WoL_6350;The book you bought from the strange troll witch has proven quite useful for gaining new ideas and insights in your studies of the stars and what lies beyond. It does, however, contain some quite disturbing texts and images, things that lead towards a level of understanding that might make one... mad.;;Das Buch, das Ihr von der seltsamen Troll-Hexe gekauft habt, hat sich als sehr nützlich erwiesen, um neue Ideen und Einsichten in Euren Studien über die Sterne und das, was dahinter liegt, zu gewinnen. Es enthält jedoch einige recht beunruhigende Texte und Bilder, Dinge, die zu einem Verständnisniveau führen, das einen vielleicht verrückt macht.;;;;;;;;;;;x
necronomicon;Shath'mag;Shat'mag;Shath'mag;;;;;;;;;;;x
heliocentrist_scholar;Astronomical Scholar;Érudit astronome;Astronomieforscher[From.GetinFemale];;;;;;;;;;;x
heliocentrist_scholar_desc;This character has done research of the Great Dark Beyond.;Ce personnage a fait des recherches sur les Ténèbres de l'Au-délà.;Dieser Charakter hat das große dunkle Jenseits erforscht.;;;;;;;;;;;x
INTERACTION_CANNOT_JOIN_VASSAL_WAR;We cannot join our vassals' wars (except for Crusades and for supporting their claims outside your realm);;Wir können uns nicht den Kriegen unserer Vasallen anschließen (außer den Kreuzzügen und der Unterstützung ihrer Ansprüche außerhalb Eures Reiches).;;;;;;;;;;;x
EVTDESC94156;An old weather-bitten diplomat who has served in the courts of the great rulers agreed to take you under his wing for a few days. He has taught you many valuable tricks in how to deal with vassals and other rulers.;;Ein alter wettergegerbter Diplomat, der an den Höfen der großen Herrscher gedient hat, hat zugestimmt, Euch für ein paar Tage unter seine Fittiche zu nehmen. Er hat Euch viele wertvolle Tricks beigebracht, wie man mit Vasallen und anderen Herrschern umgeht.;;;;;;;;;;;x
tribal_governments_FEATURES;§Y*§! Can reform to Feudal and Merchant Republic governments;;§Y*§! Kann eine Feudalregierung oder Handelsrepublik gründen.;;;;;;;;;;;x
nomadic_governments_FEATURES;§Y*§! Can reform to Feudal and Merchant Republic governments\n§Y*§! Can pillage settlements to gain wealth and technology\n§Y*§! Can abandon provinces to gain increased population and manpower growth;;§Y*§! Kann eine Feudalregierung oder Handelsrepublik gründen\n§Y*§! Kann Siedlungen plündern, um Reichtum und Technologie zu gewinnen! Kann Provinzen verlassen, um mehr Bevölkerung und Arbeitskräfte zu gewinnen.;;;;;;;;;;;x
succ_patrician_elective_desc;This is the succession type in the great naval Merchant Republics. The next leader is determined from among the heads of the five grand Patrician families depending on Age, Prestige, and invested Campaign Funds. Elections are held every 12 years.;;Dies ist die Nachfolgeart in den großen Marine-Handelsrepubliken. Der nächste Anführer wird aus den Köpfen der fünf großen Patrizierfamilien je nach Alter, Prestige und investiertem Kampagnenkapital bestimmt. Die Wahlen finden alle 12 Jahre statt.;;;;;;;;;;;x
RESPECT_DESC;Respect is a value based on the age and prestige of a Patrician, determining how likely he is to be elected Magistrate. It can be increased by investing money in the Campaign Fund, but children can never be elected.;;Respekt ist ein Wert, der auf dem Alter und dem Prestige eines Patriziers basiert und bestimmt, wie wahrscheinlich es ist, dass er zum Magistrat gewählt wird. Sie kann durch Investitionen in den Kampagnenfonds erhöht werden, aber Kinder können nie gewählt werden.;;;;;;;;;;;x
CAMPAIGN_FUND_DESC;Money in the Campaign Fund will increase your Respect in the senate and make your candidate more likely to be elected the next $RULER_TITLE$. You can freely adjust the amount until the current $RULER_TITLE$ dies, when the Fund will be used up in the election campaign.;;Geld im Kampagnenfonds erhöht Euren Respekt im Senat und erhöht die Wahrscheinlichkeit, dass Ihr Kandidat zum nächsten $RULER_TITLE$ gewählt wird. Ihr könnt den Betrag frei anpassen, bis der aktuelle $RULER_TITLE$ stirbt. Dann wird der Fonds im Wahlkampf aufgebraucht.;;;;;;;;;;;x
title_state_inquisitor;State Banker;;Staatsbankier;;;;;;;;;;;x
title_state_inquisitor_desc;The State Banker is responsible for managing the state bank and finance.;;Der Staatsbankier ist für die Verwaltung der Staatsbank und der Finanzen verantwortlich.;;;;;;;;;;;x
EVTOPTA_MNM_9906;[Root.Religion.GetHighGodNameCap] be praised!;;Gepriesen sei [Root.Religion.GetHighGodNameCap]!;;;;;;;;;;;x
INTERACTION_REPUBLICS_NEED_REVOKE_REASON;Has a valid revocation reason;;Hat einen gültigen Widerrufsgrund;;;;;;;;;;;x
tooltip_feudal_elector_vote_piety_negative;[From.GetSheHeCap] has low §Y[From.Religion.GetPietyName]§!;;[From.GetSheHeCap] hat niedrige §Y[From.Religion.GetPietyName]§!;;;;;;;;;;;x
tooltip_feudal_elector_vote_piety_positive;[From.GetSheHeCap] has high §Y[From.Religion.GetPietyName]§!;;[From.GetSheHeCap] hat hohe §Y[From.Religion.GetPietyName]§!;;;;;;;;;;;x
tooltip_feudal_elector_vote_wounded;[From.GetSheHeCap] is §YWounded§!;;[From.GetSheHeCap] ist §Yverwundet§!;;;;;;;;;;;x
tooltip_feudal_elector_vote_flu;[From.GetSheHeCap] is §YSick§!;;[From.GetSheHeCap] ist §Ykrank§!;;;;;;;;;;;x
tooltip_feudal_elector_vote_food_poisoning;[From.GetSheHeCap] is §YSick§!;;[From.GetSheHeCap] ist §Ykrank§!;;;;;;;;;;;x
tooltip_feudal_elector_vote_ill;[From.GetSheHeCap] is §YSick§!;;[From.GetSheHeCap] ist §Ykrank§!;;;;;;;;;;;x
tooltip_feudal_elector_vote_has_measles;[From.GetSheHeCap] is §YSick§!;;[From.GetSheHeCap] ist §Ykrank§!;;;;;;;;;;;x
tooltip_feudal_elector_vote_sickly;[From.GetSheHeCap] was born §YSickly§!;;[From.GetSheHeCap] wurde §Ykränklich§! geboren;;;;;;;;;;;x
tooltip_feudal_elector_vote_mangled;[From.GetSheHeCap] has been §YMangled§!;;[From.GetSheHeCap] ist §Yverkrüppelt§!;;;;;;;;;;;x
tooltip_feudal_elector_vote_severely_injured;[From.GetSheHeCap] has been §YSeverly Injured§!;;[From.GetSheHeCap] ist §Yschwer verwundet§!;;;;;;;;;;;x
religious_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!. This Casus Belli is valid against neighbors, and also against infidels up to two sea zones away.;;§Y$CLAIMANT$§! kann diesen Kriegsgrund benutzen, um alle Titel des Ungläubigen, §Y$TARGET$§!, innerhalb der de jure §Y$TITLE$§! zu beschlagnahmen. Dieser Kriegsgrund gilt gegen Nachbarn, aber auch gegen Ungläubige bis zu zwei Meereszonen entfernt.;;;;;;;;;;;x
EVTDESC20023;[Root.GetTitledName], your [Root.GetLordSpiritualName] [From.GetTitledName] was killed by heathens when trying to spread the [Root.GetRelAdjective] Faith in [From.Location.GetName].;;[Root.GetTitledName], Euer [Root.GetLordSpiritualName] [From.GetTitledName] wurde von Heiden getötet, als [Root.GetSheHe] versuchte, den [Root.GetRelAdjective] Glauben in [From.Location.GetName] zu verbreiten.;;;;;;;;;;;x
crown;Head;;Kopf;;;;;;;;;;;x
wrist;Hands;;Hände;;;;;;;;;;;x
EVTOPTAHF23209;I will offer them up in the name of [Root.Religion.GetHighGodName]!;;Ich werde sie im Namen von [Root.Religion.GetHighGodName] opfern!;;;;;;;;;;;x
EVTOPTC65049;[Root.Religion.GetRandomGodNameCap] will cure me!;;[Root.Religion.GetRandomGodNameCap] wird mich heilen!;;;;;;;;;;;x
