#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_akilzon;Akil'zon;Akil'zon;Akil'zon;;Akil'zon;;;;;;;;;x
c_akilzon_adj;Akil'zonian;akil'zon;akil'zoner;;;;;;;;;;;x
c_alberlin;Alberlin;Alberlin;Alberlin;;Alberlin;;;;;;;;;x
c_alberlin_adj;Alberlinian;alberlinienne;alberliner;;;;;;;;;;;x
c_alcaz;Alcaz;Alcaz;Alcaz;;Alcaz;;;;;;;;;x
c_alcaz_adj;Alcazian;alcazienne;alcazer;;;;;;;;;;;x
c_aldurthar;Aldur'thar;Aldur'thar;Aldur'thar;;Aldur'thar;;;;;;;;;x
c_aldurthar_adj;Aldur'tharian;aldur'thar;aldur'tharer;;;;;;;;;;;x
c_allaeis;Allaeis;Allaeis;Allaeis;;Allaeis;;;;;;;;;x
c_allaeis_adj;Allaeisian;allaeis;allaeiser;;;;;;;;;;;x
c_allenfield;Allenfield;Champ d'Allen;Allenfield;;Allenfield;;;;;;;;;x
c_allenfield_adj;Allenfieldian;allenienne;allenfielder;;;;;;;;;;;x
c_altar_of_zul;Altar of Zul;Autel de Zul;Altar of Zul;;Altar of Zul;;;;;;;;;x
c_altar_of_zul_adj;Zul;zulienne;zulisch;;;;;;;;;;;x
c_alterac;Alterac;Alterac;Alterac;;Alterac;;;;;;;;;x
c_alterac_adj;Alteracian;altérane;alteracer;;;;;;;;;;;x
c_alterac_valley;Alterac Valley;Vallée d'Alterac;Alterac Valley;;Alterac Valley;;;;;;;;;x
c_alterac_valley_adj;Alterac Valleian;altérane;Alterac Valleer;;;;;;;;;;;x
c_alther;Alther;Alther;Alther;;Alther;;;;;;;;;x
c_alther_adj;Altherian;altherienne;altherer;;;;;;;;;;;x
c_amani_pass;Amani Pass;Passage des Amani;Amani Pass;;Amani Pass;;;;;;;;;x
c_amani_pass_adj;Amani Passian;passage-des-amani;Amani Passer;;;;;;;;;;;x
c_amber_ledge;Amber Ledge;Escarpement de l'Ambre;Amber Ledge;;Amber Ledge;;;;;;;;;x
c_amber_ledge_adj;Amber Ledgean;escarpement-de-l'ambre;Amber Ledger;;;;;;;;;;;x
c_ambermill;Ambermill;Moulin-de-l'Ambre;Ambermill;;Ambermill;;;;;;;;;x
c_ambermill_adj;Ambermillian;moulin-de-l'ambre;ambermiller;;;;;;;;;;;x
c_amberpine;Amberpine;Ambrepin;Amberpine;;Amberpine;;;;;;;;;x
c_amberpine_adj;Amberpinean;ambrepinéenne;amberpiner;;;;;;;;;;;x
c_amberroad;Amberroad;Route-de-l'Ambre;Amberroad;;Amberroad;;;;;;;;;x
c_amberroad_adj;Amberroadian;route-de-l'ambre;amberroader;;;;;;;;;;;x
c_amberweb;Amberweb;Ambretoile;Amberweb;;Amberweb;;;;;;;;;x
c_amberweb_adj;Amberwebian;ambretoilienne;amberweber;;;;;;;;;;;x
c_ametharan;Ameth'aran;Ameth'aran;Ameth'aran;;Ameth'aran;;;;;;;;;x
c_ametharan_adj;Ameth'aranian;ameth'aran;ameth'araner;;;;;;;;;;;x
c_ammen_vale;Ammen Vale;Val d'Ammen;Ammen Vale;;Ammen Vale;;;;;;;;;x
c_ammen_vale_adj;Ammen Valean;ammenéenne;Ammen Valer;;;;;;;;;;;x
c_ammon;Ammon;Ammon;Ammon;;Ammon;;;;;;;;;x
c_ammon_adj;Ammonian;ammonienne;ammoner;;;;;;;;;;;x
c_anbarhan;An'barhan;An'barhan;An'barhan;;An'barhan;;;;;;;;;x
c_anbarhan_adj;An'barhanian;an'barhan;an'barhaner;;;;;;;;;;;x
c_andaroth;An'daroth;An'daroth;An'daroth;;An'daroth;;;;;;;;;x
c_andaroth_adj;An'darothian;an'daroth;an'darother;;;;;;;;;;;x
c_andilien_estate;Andilien Estate;Domaine d'Andilien;Andilien Estate;;Andilien Estate;;;;;;;;;x
c_andilien_estate_adj;Andilien;andilienne;andilisch;;Andilien;;;;;;;;;x
c_andorhal;Andorhal;Andorhal;Andorhal;;Andorhal;;;;;;;;;x
c_andorhal_adj;Andorhalian;andorhalienne;andorhaler;;;;;;;;;;;x
c_anglepoint;Anglepoint;Trident;Anglepoint;;Anglepoint;;;;;;;;;x
c_anglepoint_adj;Anglepointian;tridentienne;anglepointer;;;;;;;;;;;x
c_angrathar;Angrathar;Angrathar;Angrathar;;Angrathar;;;;;;;;;x
c_angrathar_adj;Angratharian;angratharienne;angratharer;;;;;;;;;;;x
c_anmarkus;An'markus;An'markus;An'markus;;An'markus;;;;;;;;;x
c_anmarkus_adj;An'markusian;an'markus;an'markuser;;;;;;;;;;;x
c_anvilmar;Anvilmar;Courbenclume;Anvilmar;;Anvilmar;;;;;;;;;x
c_anvilmar_adj;Anvilmarian;courbenclumienne;anvilmarer;;;;;;;;;;;x
c_aparaje;Aparaje;Aparaje;Aparaje;;Aparaje;;;;;;;;;x
c_aparaje_adj;Aparajean;aparaje;aparajer;;;;;;;;;;;x
c_arculla;Arculla;Arculla;Arculla;;Arculla;;;;;;;;;x
c_arculla_adj;Arcullan;arcullane;arculler;;;;;;;;;;;x
c_arkkoran;Arkkoran;Arkkoran;Arkkoran;;Arkkoran;;;;;;;;;x
c_arkkoran_adj;Arkkoranian;arkkorane;arkkoraner;;;;;;;;;;;x
c_arnluma;Arnluma;Arnluma;Arnluma;;Arnluma;;;;;;;;;x
c_arnluma_adj;Arnluman;arnlumane;arnlumer;;;;;;;;;;;x
c_arom;Arom;Arom;Arom;;Arom;;;;;;;;;x
c_arom_adj;Aromian;aromienne;aromer;;;;;;;;;;;x
c_arra;Arra;Arra;Arra;;Arra;;;;;;;;;x
c_arra_adj;Arran;arrane;arrer;;;;;;;;;;;x
c_asannaes;Asannaes;Asannaes;Asannaes;;Asannaes;;;;;;;;;x
c_asannaes_adj;Asannaesian;asannaesienne;asannaeser;;;;;;;;;;;x
c_ashakx;Ashakx;Ashakx;Ashakx;;Ashakx;;;;;;;;;x
c_ashakx_adj;Ashakxian;ashakxienne;ashakxer;;;;;;;;;;;x
c_ashbury;Ashbury;Ashbury;Ashbury;;Ashbury;;;;;;;;;x
c_ashbury_adj;Ashburian;ashburienne;ashburer;;;;;;;;;;;x
c_ashengard;Ashengard;Garde-Cendres;Ashengard;;Ashengard;;;;;;;;;x
c_ashengard_adj;Ashengardian;garde-cendres;ashengarder;;;;;;;;;;;x
c_ashenplain;Ashenplain;Plaine cendrée;Ashenplain;;Ashenplain;;;;;;;;;x
c_ashenplain_adj;Ashenplainian;plaine-cendrée;ashenplainer;;;;;;;;;;;x
c_asova;Asova;Asova;Asova;;Asova;;;;;;;;;x
c_asova_adj;Asovan;asovane;asover;;;;;;;;;;;x
c_assmel;Assmel;Assmel;Assmel;;Assmel;;;;;;;;;x
c_assmel_adj;Assmelian;assmeliane;assmeler;;;;;;;;;;;x
c_astranaar;Astranaar;Astranaar;Astranaar;;Astranaar;;;;;;;;;x
c_astranaar_adj;Astranaarian;astranaarienne;astranaarer;;;;;;;;;;;x
c_ataldazar;Atal'dazar;Atal'Dazar;Atal'dazar;;Atal'dazar;;;;;;;;;x
c_ataldazar_adj;Atal'dazarian;atal'dazar;atal'dazarer;;;;;;;;;;;x
c_atalgral;Atal'gral;Atal'Gral;Atal'gral;;Atal'gral;;;;;;;;;x
c_atalgral_adj;Atal'gralian;atal'gral;atal'graler;;;;;;;;;;;x
c_atalhakkar;Atal'hakkar;Atal'Hakkar;Atal'hakkar;;Atal'hakkar;;;;;;;;;x
c_atalhakkar_adj;Atal'hakkarian;hakkari;atal'hakkarer;;;;;;;;;;;x
c_ataya;Ataya;Ataya;Ataya;;Ataya;;;;;;;;;x
c_ataya_adj;Atayan;atayane;ataer;;;;;;;;;;;x
c_atelanor;Atel'anor;Atel'anor;Atel'anor;;Atel'anor;;;;;;;;;x
c_atelanor_adj;Atel'anorian;atel'anor;atel'anorer;;;;;;;;;;;x
c_atulaman;Atul'aman;Atul'Aman;Atul'aman;;Atul'aman;;;;;;;;;x
c_atulaman_adj;Atul'amanian;atul'aman;atul'amaner;;;;;;;;;;;x
c_auberdine;Auberdine;Auberdine;Auberdine;;Auberdine;;;;;;;;;x
c_auberdine_adj;Auberdinean;auberdinéenne;auberdiner;;;;;;;;;;;x
c_avalune;Avalune;Avalune;Avalune;;Avalune;;;;;;;;;x
c_avalune_adj;Avalunean;avalunéenne;avaluner;;;;;;;;;;;x
c_aviana;Aviana;Aviana;Aviana;;Aviana;;;;;;;;;x
c_aviana_adj;Avianan;avianane;avianer;;;;;;;;;;;x
c_axxarien;Axxarien;Axxarien;Axxarien;;Axxarien;;;;;;;;;x
c_axxarien_adj;Axxarienian;axxarienne;axxariener;;;;;;;;;;;x
c_azure;Azure;Azure;Azure;;Azure;;;;;;;;;x
c_azure_adj;Azurean;azuréenne;azurer;;;;;;;;;;;x
c_baeldun;Bael'dun;Bael'dun;Bael'dun;;Bael'dun;;;;;;;;;x
c_baeldun_adj;Bael'dunian;bael'dun;bael'duner;;;;;;;;;;;x
c_balargarde;Balargarde;Balargarde;Balargarde;;Balargarde;;;;;;;;;x
c_balargarde_adj;Balargardean;balargardéenne;balargarder;;;;;;;;;;;x
c_baleheim;Baleheim;Baleheim;Baleheim;;Baleheim;;;;;;;;;x
c_baleheim_adj;Baleheimian;baleheim;baleheimer;;;;;;;;;;;x
c_baliamah;Balia'mah;Balia'mah;Balia'mah;;Balia'mah;;;;;;;;;x
c_baliamah_adj;Balia'mahian;balia'mah;balia'maher;;;;;;;;;;;x
c_ballal;Bal'lal;Bal'lal;Bal'lal;;Bal'lal;;;;;;;;;x
c_ballal_adj;Bal'lalian;bal'lal;bal'laler;;;;;;;;;;;x
c_balnir;Balnir;Balnir;Balnir;;Balnir;;;;;;;;;x
c_balnir_adj;Balnirian;balnirienne;balnirer;;;;;;;;;;;x
c_balor;Balor;Balor;Balor;;Balor;;;;;;;;;x
c_balor_adj;Balorian;balorienne;balorer;;;;;;;;;;;x
c_bambala;Bambala;Bambala;Bambala;;Bambala;;;;;;;;;x
c_bambala_adj;Bambalan;bambalane;bambaler;;;;;;;;;;;x
c_banana_forest;Banana Forest;Forêt de bananes;Banana Forest;;Banana Forest;;;;;;;;;x
c_banana_forest_adj;Banana Forestian;forestière;Banana Forester;;;;;;;;;;;x
c_barbthorn;Barbthorn;Dardépine;Barbthorn;;Barbthorn;;;;;;;;;x
c_barbthorn_adj;Barbthornian;dardépine;barbthorner;;;;;;;;;;;x
c_barun;Barun;Barun;Barun;;Barun;;;;;;;;;x
c_barun_adj;Barunian;barunienne;baruner;;;;;;;;;;;x
c_bashalaran;Bashal'aran;Bashal'Aran;Bashal'aran;;Bashal'aran;;;;;;;;;x
c_bashalaran_adj;Bashal'aranian;bashal'aran;bashal'araner;;;;;;;;;;;x
c_basilisk_islands;Basilisk Islands;Îles du Basilic;Basilisk Islands;;Basilisk Islands;;;;;;;;;x
c_basilisk_islands_adj;Basilisk Islandsian;insulaire;Basilisk Islandser;;;;;;;;;;;x
c_bastion;Bastion;Bastion;Bastion;;Bastion;;;;;;;;;x
c_bastion_adj;Bastionian;bastionienne;bastioner;;;;;;;;;;;x
c_bathran;Bathran;Bathran;Bathran;;Bathran;;;;;;;;;x
c_bathran_adj;Bathranian;bathranienne;bathraner;;;;;;;;;;;x
c_battleboar;Battleboar;Sanglier-de-Guerre;Battleboar;;Battleboar;;;;;;;;;x
c_battleboar_adj;Battleboarian;sanglier-de-guerre;battleboarer;;;;;;;;;;;x
c_battlescar;Battlescar;Cicatrice-de-Bataille;;Battlescar;;Battlescar;;;;;;;;;x
c_battlescar_adj;Battlescarian;cicatrice-de-bataille;;battlescarer;;;;;;;;;;;x
c_battokalor;Battok'alor;Battok'alor;Battok'alor;;Battok'alor;;;;;;;;;x
c_battokalor_adj;Battok'alorian;battok'alor;battok'alorer;;;;;;;;;;;x
c_baymouth;Baymouth;Bouche-Baie;Baymouth;;Baymouth;;;;;;;;;x
c_baymouth_adj;Baymouthian;bouche-baie;baymouther;;;;;;;;;;;x
c_bealgun;Bealgun;Bealgun;Bealgun;;Bealgun;;;;;;;;;x
c_bealgun_adj;Bealgunian;bealgunienne;bealguner;;;;;;;;;;;x
c_beezil;Beezil;Beezil;Beezil;;Beezil;;;;;;;;;x
c_beezil_adj;Beezilian;beezilienne;beeziler;;;;;;;;;;;x
c_berufell;Berufell;Berufell;Berufell;;Berufell;;;;;;;;;x
c_berufell_adj;Berufellian;berufellienne;berufeller;;;;;;;;;;;x
c_beryl;Beryl;Beryl;Beryl;;Beryl;;;;;;;;;x
c_beryl_adj;Berylian;berylienne;beryler;;;;;;;;;;;x
c_bhudann;Bhudann;Bhudann;Bhudann;;Bhudann;;;;;;;;;x
c_bhudann_adj;Bhudannian;bhudannienne;bhudanner;;;;;;;;;;;x
c_bhurdak;Bhurdak;Bhurdak;Bhurdak;;Bhurdak;;;;;;;;;x
c_bhurdak_adj;Bhurdakian;bhurdakienne;bhurdaker;;;;;;;;;;;x
c_bilgetrade;Bilgetrade;Baille-Marché;Bilgetrade;;Bilgetrade;;;;;;;;;x
c_bilgetrade_adj;Bilgetradean;baille-marché;bilgetrader;;;;;;;;;;;x
c_bilgewater;Bilgewater;Baille-Fonds;Bilgewater;;Bilgewater;;;;;;;;;x
c_bilgewater_adj;Bilgewaterian;baille-fonds;bilgewaterer;;;;;;;;;;;x
c_binanu;Binanu;Binanu;Binanu;;Binanu;;;;;;;;;x
c_binanu_adj;Binanian;binanu;binaner;;;;;;;;;;;x
c_bjorrmr;Bjorrmr;Bjorrmr;Bjorrmr;;Bjorrmr;;;;;;;;;x
c_bjorrmr_adj;Bjorrmrian;bjorrmr;bjorrmrer;;;;;;;;;;;x
c_black_coast;Black Coast;Côte Noire;Black Coast;;Black Coast;;;;;;;;;x
c_black_coast_adj;Black Coastian;côte-noire;Black Coaster;;;;;;;;;;;x
c_blackblood;Blackblood;Noirsang;Blackblood;;Blackblood;;;;;;;;;x
c_blackblood_adj;Blackbloodian;noirsang;blackblooder;;;;;;;;;;;x
c_blackchar;Blackchar;Noircharbon;Blackchar;;Blackchar;;;;;;;;;x
c_blackchar_adj;Blackcharian;noircharbonne;blackcharer;;;;;;;;;;;x
c_blackfathom;Blackfathom;Brassenoire;Blackfathom;;Blackfathom;;;;;;;;;x
c_blackfathom_adj;Blackfathomian;brassenoire;blackfathomer;;;;;;;;;;;x
c_blackhoof;Blackhoof;Sabot-Noir;Blackhoof;;Blackhoof;;;;;;;;;x
c_blackhoof_adj;Blackhoofian;sabot-noir;blackhoofer;;;;;;;;;;;x
c_blackmaw;Blackmaw;Noiregueule;Blackmaw;;Blackmaw;;;;;;;;;x
c_blackmaw_adj;Blackmawian;noiregueule;blackmawer;;;;;;;;;;;x
c_blackriver;Blackriver;Rivière Noire;Blackriver;;Blackriver;;;;;;;;;x
c_blackriver_adj;Blackriverian;rivière-noire;blackriverer;;;;;;;;;;;x
c_blackrock_depths;Blackrock Depths;Profondeurs de Rochenoire;Blackrock Depths;;Blackrock Depths;;;;;;;;;x
c_blackrock_depths_adj;Blackrock Depthsian;rochenoire;Blackrock Depthser;;;;;;;;;;;x
c_blackrock_pass;Blackrock Pass;Défilé des Rochenoires;Blackrock Pass;;Blackrock Pass;;;;;;;;;x
c_blackrock_pass_adj;Blackrock Passian;défilé-rochenoire;Blackrock Passer;;;;;;;;;;;x
c_blackrock_spire;Blackrock Spire;Pic Rochenoire;Blackrock Spire;;Blackrock Spire;;;;;;;;;x
c_blackrock_spire_adj;Blackrock Spirean;rochenoire;Blackrock Spirer;;;;;;;;;;;x
c_blackthorn;Blackthorn;Épine-Noire;Blackthorn;;Blackthorn;;;;;;;;;x
c_blackthorn_adj;Blackthornian;épine-noire;blackthorner;;;;;;;;;;;x
c_blackwald;Blackwald;Forêt Noire;Blackwald;;Blackwald;;;;;;;;;x
c_blackwald_adj;Blackwaldian;forêt-noire;blackwalder;;;;;;;;;;;x
c_blackwood;Blackwood;Noirbois;Blackwood;;Blackwood;;;;;;;;;x
c_blackwood_adj;Blackwoodian;noirbois;blackwooder;;;;;;;;;;;x
c_blackwood_2;Blackwood;Noirbois;Blackwood;;Blackwood;;;;;;;;;x
c_blackwood_2_adj;Blackwoodian;noirbois;blackwooder;;;;;;;;;;;x
c_bladefist;Bladefist;Lamepoing;Bladefist;;Bladefist;;;;;;;;;x
c_bladefist_adj;Bladefistian;lamepoing;bladefister;;;;;;;;;;;x
c_bladescar;Bladescar;Balafre-des-Lames;Bladescar;;Bladescar;;;;;;;;;x
c_bladescar_adj;Bladescarian;balafre-des-lames;bladescarer;;;;;;;;;;;x
c_bladewood;Bladewood;Noirelame;Bladewood;;Bladewood;;;;;;;;;x
c_bladewood_adj;Bladewoodian;noirelame;bladewooder;;;;;;;;;;;x
c_bleeding_vale;Bleeding Vale;Val Sanglant;Bleeding Vale;;Bleeding Vale;;;;;;;;;x
c_bleeding_vale_adj;Bleeding Valean;val-sanglant;Bleeding Valer;;;;;;;;;;;x
c_bloodcurse;Bloodcurse;Sang-Maudit;Bloodcurse;;Bloodcurse;;;;;;;;;x
c_bloodcurse_adj;Bloodcursean;sang-maudit;bloodcurser;;;;;;;;;;;x
c_bloodfen;Bloodfen;Rougefange;Bloodfen;;Bloodfen;;;;;;;;;x
c_bloodfen_adj;Bloodfenian;rougefange;bloodfener;;;;;;;;;;;x
c_bloodhoof;Bloodhoof;Sabot-de-Sang;Bloodhoof;;Bloodhoof;;;;;;;;;x
c_bloodhoof_adj;Bloodhoofian;sabot-de-sang;bloodhoofer;;;;;;;;;;;x
c_bloodmoon_isle;Bloodmoon Isle;Île de Brume-Sang;Bloodmoon Isle;;Bloodmoon Isle;;;;;;;;;x
c_bloodmoon_isle_adj;Bloodmoon Islean;brume-sang;Bloodmoon Isler;;;;;;;;;;;x
c_bloodpost;Bloodpost;Poste-de-Sang;Bloodpost;;Bloodpost;;;;;;;;;x
c_bloodpost_adj;Bloodpostian;poste-de-sang;bloodposter;;;;;;;;;;;x
c_bloodspore;Bloodspore;Spore-sang;Bloodspore;;Bloodspore;;;;;;;;;x
c_bloodspore_adj;Bloodsporean;spore-sang;bloodsporer;;;;;;;;;;;x
c_bloodtalon;Bloodtalon;Tranche-gueule;Bloodtalon;;Bloodtalon;;;;;;;;;x
c_bloodtalon_adj;Bloodtalonian;tranche-gueule;bloodtaloner;;;;;;;;;;;x
c_bloodtooth;Bloodtooth;Dent-rouge;Bloodtooth;;Bloodtooth;;;;;;;;;x
c_bloodtooth_adj;Bloodtoothian;dent-rouge;bloodtoother;;;;;;;;;;;x
c_bluedome;Bluedome;Dôme-Bleu;Bluedome;;Bluedome;;;;;;;;;x
c_bluedome_adj;Bluedomean;dôme-bleu;bluedomer;;;;;;;;;;;x
c_bluefen;Bluefen;Marais-Bleu;Bluefen;;Bluefen;;;;;;;;;x
c_bluefen_adj;Bluefenian;marais-bleu;bluefener;;;;;;;;;;;x
c_bogpaddle;Bogpaddle;Brasse-Tourbe;Bogpaddle;;Bogpaddle;;;;;;;;;x
c_bogpaddle_adj;Bogpaddlean;brasse-tourbe;bogpaddler;;;;;;;;;;;x
c_bogplain;Bogplain;Plaine marécageuse;Bogplain;;Bogplain;;;;;;;;;x
c_bogplain_adj;Bogplainian;Plaine marécageuse;bogplainer;;;;;;;;;;;x
c_bonanza;Bonanza;Bonanza;Bonanza;;Bonanza;;;;;;;;;x
c_bonanza_adj;Bonanzan;bonanzane;bonanzer;;;;;;;;;;;x
c_bone_pit;Bone Pit;Fosse aux Ossements;Bone Pit;;Bone Pit;;;;;;;;;x
c_bone_pit_adj;Bone Pitian;fosse-aux-ossements;Bone Piter;;;;;;;;;;;x
c_bonefields;Bonefields;Champs d'Ossements;Bonefields;;Bonefields;;;;;;;;;x
c_bonefields_adj;Bonefieldsian;champs-d'ossements;bonefieldser;;;;;;;;;;;x
c_bonetrail;Bonetrail;Goulet des Ossements;Bonetrail;;Bonetrail;;;;;;;;;x
c_bonetrail_adj;Bonetrailian;goulet-des-ossements;bonetrailer;;;;;;;;;;;x
c_boralus;Boralus;Boralus;Boralus;;Boralus;;;;;;;;;x
c_boralus_adj;Boralusian;boralusienne;boraluser;;;;;;;;;;;x
c_bors_breath;Bor's Breath;Souffle de Bor;;;Aliento de Bor;;;;;;;;;x
c_bors_breath_adj;Bor's Breath;souffle-de-bor;;;Aliento de Bor;;;;;;;;;x
c_borual;Borual;Borual;Borual;;Borual;;;;;;;;;x
c_borual_adj;Borualian;borualienne;borualer;;;;;;;;;;;x
c_bough_shadow;Bough Shadow;Ombrage;Bough Shadow;;Bough Shadow;;;;;;;;;x
c_bough_shadow_adj;Bough Shadowian;ombrage;Bough Shadower;;;;;;;;;;;x
c_boulder_hills;Boulder Hills;Collines du Rocher;Boulder Hills;;Boulder Hills;;;;;;;;;x
c_boulder_hills_adj;Boulder Hillsian;collines-du-rocher;Boulder Hillser;;;;;;;;;;;x
c_bouldercrag;Bouldercrag;Rochecombe;Bouldercrag;;Bouldercrag;;;;;;;;;x
c_bouldercrag_adj;Bouldercragian;rochecombe;bouldercrager;;;;;;;;;;;x
c_boulderslide;Boulderslide;Cassepierre;Boulderslide;;Boulderslide;;;;;;;;;x
c_boulderslide_adj;Boulderslidean;cassepierre;boulderslider;;;;;;;;;;;x
c_brackenwall;Brackenwall;Mur-de-Fougères;Brackenwall;;Brackenwall;;;;;;;;;x
c_brackenwall_adj;Brackenwallian;mur-de-fougères;brackenwaller;;;;;;;;;;;x
c_brambleblade;Brambleblade;Roncelame;Brambleblade;;Brambleblade;;;;;;;;;x
c_brambleblade_adj;Bramblebladean;roncelame;brambleblader;;;;;;;;;;;x
c_bramblescar;Bramblescar;Ronceplaie;Bramblescar;;Bramblescar;;;;;;;;;x
c_bramblescar_adj;Bramblescarian;ronceplaie;bramblescarer;;;;;;;;;;;x
c_brennadam;Brennadam;Brennadam;Brennadam;;Brennadam;;;;;;;;;x
c_brennadam_adj;Brennadamian;brennadame;brennadamer;;;;;;;;;;;x
c_briaback;Briarback;Roncedos;;;Lomozarza;;;;;;;;;x
c_briaback_adj;Briarback;roncedos;;;Lomozarza;;;;;;;;;x
c_bridgeport;Bridgeport;Port-du-Pont;Bridgeport;;Bridgeport;;;;;;;;;x
c_bridgeport_adj;Bridgeportian;port-du-pont;bridgeporter;;;;;;;;;;;x
c_brightdale;Brightdale;Vallon-Lumineux;Brightdale;;Brightdale;;;;;;;;;x
c_brightdale_adj;Brightdalean;vallon-lumineux;brightdaler;;;;;;;;;;;x
c_brightwood_grove;Brightwood Grove;Bosquet de Clairbois;Brightwood Grove;;Brightwood Grove;;;;;;;;;x
c_brightwood_grove_adj;Brightwood Grovean;clairboisienne;Brightwood Grover;;;;;;;;;;;x
c_brill;Brill;Brill;Brill;;Brill;;;;;;;;;x
c_brill_adj;Brillian;brillienne;briller;;;;;;;;;;;x
c_bristlelimb;Bristlelimb;Bras-hirsute;Bristlelimb;;Bristlelimb;;;;;;;;;x
c_bristlelimb_adj;Bristlelimbian;bras-hirsute;bristlelimber;;;;;;;;;;;x
c_broken_bluffs;Broken Bluffs;Pitons brisés;Broken Bluffs;;Broken Bluffs;;;;;;;;;x
c_broken_bluffs_adj;Broken Bluffsian;pitons-brisé;Broken Bluffser;;;;;;;;;;;x
c_broken_temple;Broken Temple;Temple Brisé;Broken Temple;;Broken Temple;;;;;;;;;x
c_broken_temple_adj;Broken Templean;temple-brisé;Broken Templer;;;;;;;;;;;x
c_bronze;Bronze;Bronze;Bronze;;Bronze;;;;;;;;;x
c_bronze_adj;Bronzean;bronzéenne;bronzer;;;;;;;;;;;x
c_brudarn;Brudarn;Brudarn;Brudarn;;Brudarn;;;;;;;;;x
c_brudarn_adj;Brudarnian;brudarnienne;brudarner;;;;;;;;;;;x
c_brugodun;Brugodun;Brugodun;Brugodun;;Brugodun;;;;;;;;;x
c_brugodun_adj;Brugodunian;brugodunienne;brugoduner;;;;;;;;;;;x
c_brunnhildar;Brunnhildar;Brunnhildar;Brunnhildar;;Brunnhildar;;;;;;;;;x
c_brunnhildar_adj;Brunnhildarian;brunnhildarienne;brunnhildarer;;;;;;;;;;;x
c_budur;Budur;Budur;Budur;;Budur;;;;;;;;;x
c_budur_adj;Budurian;badurienne;budurer;;;;;;;;;;;x
c_bulwark;Bulwark;Barricade;Bulwark;;Bulwark;;;;;;;;;x
c_bulwark_adj;Bulwarkian;barricade;bulwarker;;;;;;;;;;;x
c_bwonalor;Bwon'alor;Bwon'alor;Bwon'alor;;Bwon'alor;;;;;;;;;x
c_bwonalor_adj;Bwon'alorian;bwon'alor;bwon'alorer;;;;;;;;;;;x
c_cabinwood;Cabinwood;Huttebois;Cabinwood;;Cabinwood;;;;;;;;;x
c_cabinwood_adj;Cabinwoodian;hutteboisienne;cabinwooder;;;;;;;;;;;x
c_cadrellaen;Cadrellaen;Cadrellaen;Cadrellaen;;Cadrellaen;;;;;;;;;x
