#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
wc_keep6_fel_desc;A vast demonic sprawl of keeps, walls, and defensive buildings used to house a much larger demonic host, a palace worthy of any pitlord or other high commanding demon. Vast morbid trophies line it's emerald illuminated walls, and portals churn out countless hapless demons to serve the dark titan's will.;;Eine gewaltige Ansammlung dämonischer Bergfriede, Mauern und Verteidigungsgebäude, in denen eine enorme dämonische Heerschar untergebracht wird, ein Palast, der jedem Grubenfürsten oder anderen hohen kommandierenden Dämonen würdig wäre. Riesige morbide Trophäen säumen die smaragdgrün beleuchteten Wände, und aus Portalen strömen unzählige Dämonen, um dem Willen des schwarzen Titanen zu gehorchen.;;;;;;;;;;;x
wc_barracks1_fel;Burning Encampment;;Brennendes Zeltlager;;;;;;;;;;;x
wc_barracks2_fel;Legion War Garrison;;Kriegsgarnison der Legion;;;;;;;;;;;x
wc_barracks3_fel;Burning Barracks;;Brennende Kasernen;;;;;;;;;;;x
wc_barracks4_fel;Legion Portal Barracks;;Portalskasernen der Legion;;;;;;;;;;;x
wc_barracks1_fel_desc;A infernal camp in which a demonic host has set up a sizable retreat, green lit camp fires and unkept demonic lairs sprout the blighted land to keep the demonic host well kept and battle ready.;;Ein höllisches Lager, in dem dämonische Heerscharen einen beträchtlichen Rückzugsort eingerichtet haben, grün leuchtende Lagerfeuer und ungepflegte dämonische Höhlen sprießen aus dem verdorbenen Land, um die dämonischen Heerscharen bei Laune und kampfbereit zu halten.;;;;;;;;;;;x
wc_barracks2_fel_desc;A decently sized demonic barracks made from the ruins and rubble of destroyed structures and covered in a depressing toxic blight, a safe training ground for Legion demons and a mustering ground for it's fel hosts.;;Eine ansehnliche dämonische Garnison in den Ruinen und Trümmern zerstörter Gebäude, bedeckt mit einem deprimierenden giftigen Pesthauch, ein sicherer Trainingsplatz für Dämonen der Legion und ein Sammelplatz für ihre Fel-Heerscharen.;;;;;;;;;;;x
wc_barracks3_fel_desc;A demonic barracks fit for the Legion's more elite hosts of warriors, various demonic entities which serve the Dark Titan call this place home, training ceaselessly and caring for the non-sentient demonic creatures at the beck and call of the Legion's masters.;;Eine dämonische Kaserne, die für die Elitetruppen der Legion geeignet ist. Verschiedene dämonische Wesen, die dem dunklen Titan dienen, nennen diesen Ort ihr Zuhause, trainieren unaufhörlich und kümmern sich um die nicht empfindungsfähigen dämonischen Kreaturen und erwarten den Ruf der Herren der Legion.;;;;;;;;;;;x
wc_barracks4_fel_desc;A huge burning castle used for the purpose of storing the demonic hosts of the Burning Legion, a number of demon lairs, dark armories, and countless workshops litter the dim lit halls of this wretched arsenal.;;Eine riesige brennende Burg, die als Stützpunkt der dämonischen Heerscharen der brennenden Legion verwendet wird. Sie beinhaltet eine Reihe von dämonischen Unterkünften, dunkle Waffenkammern und unzählige Werkstätten erleuchten die schummrigen Hallen dieses verdammten Arsenals.;;;;;;;;;;;x
wc_golems1_fel;Infernal Grounds;;Kampfplatz der Höllenbestien;;;;;;;;;;;x
wc_golems2_fel;Infernal Patrol;;Wachposten der Höllenbestien;;;;;;;;;;;x
wc_golems3_fel;Doom Guard Fiefdom;;Lehen der Unheilshüter;;;;;;;;;;;x
wc_golems4_fel;Doom Guard Fortress;;Festung der Unheilshüter;;;;;;;;;;;x
wc_golems1_fel_desc;A landing ground for infernals far away from the legion battlefields. Infernals are large demonic constructs which emit fel fire from their bodies, being assault troops to overwhelm and destroy the defenses of entire worlds.;;Ein Anlaufpunkt für Höllenbestien fernab der Schlachtfelder der Legion. Höllenbestien sind riesige dämonische Konstrukte, die Höllenfeuer aus ihren Körpern ausstoßen und als Angriffstruppen die Verteidigung ganzer Welten überwältigen und zerstören.;;;;;;;;;;;x
wc_golems2_fel_desc;A patrolling ground for Inferni, looking for and exterminating life. Infernals are demonic constructs made from fel fire, used as shock troops to overwhelm the defenses of entire worlds.;;Ein Wachposten für Höllenbestien, die danach trachten, jegliches Leben zu finden und auszurotten.;;;;;;;;;;;x
wc_golems3_fel_desc;A personal demonic estate of the Ered'ruin, a reward for their valiant and destructive service. Doom Guards are a common elite soldier amongst the burning Legion, utterly loyal and brutally powerful in both strength and magic.;;Ein Anwesen der dämonischen Ered'ruin, eine Belohnung für ihre beherzten und vernichtenden Dienste. Die Unheilshüter sind gewöhnliche Elitesoldaten in der brennenden Legion, absolut loyal und unfassbar machtvoll in Kraft und Magie.;;;;;;;;;;;x
wc_golems4_fel_desc;A Legion fortress run by the Ered'ruin, a place in which acts as a barracks for the Doom Guard, but also a safe station to store their weapons, armor, and servants. Doom Guard are a elite shock troop of the Ered'ruin who are utterly loyal and skilled in both strength and magic.;;Diese Legionsfestung wird von den Ered'ruin geführt. Dieser Ort dient gleichzeitig als Kaserne für die Unheilshüter wie auch zur sicheren Lagerung ihrer Waffen, Rüstungen und Knechte. ;;;;;;;;;;;x
wc_feltrophy1_fel;Trophy of a Doomed World;;Trophäe einer verdammten Welt;;;;;;;;;;;x
wc_feltrophy2_fel;Defiled Holy Place;;Entweihter heiliger Ort;;;;;;;;;;;x
wc_feltrophy3_fel;Burning Grounds;;Richtplatz;;;;;;;;;;;x
wc_feltrophy4_fel;Demonic Enclave;;Dämonische Enklave;;;;;;;;;;;x
wc_feltrophy1_fel_desc;A deeply morbid trophy of a legion overrun world, countless bodies which surround a now corrupted statue or shrine, a place of forboding silence and vile forshadowing of Azeroth's future.;;Eine zutiefst morbide Trophäe einer von der Legion überrannten Welt, unzählige Leichen, die eine jetzt korrumpierte Statue oder einen Schrein umgeben. Ein Ort des unerträglichen Schweigens und der abscheulichen Vorahnung der Zukunft Azeroths.;;;;;;;;;;;x
wc_feltrophy2_fel_desc;A former religious temple or shrine which has now become a storage for corpses and a workshop for demonic creativity, much of what was once dedicated to gods and spirits is now a unholy sanctum of death and decay.;;Ein ehemaliger religiöser Tempel oder Schrein, der heute ein Ort für Leichen und eine Werkstatt für dämonische Kreativität ist. Vieles von dem, was einst Göttern und Geistern gewidmet war, ist heute ein unheiliges Heiligtum von Tod und Verfall.;;;;;;;;;;;x
wc_feltrophy3_fel_desc;An execution ground for demon kind, a vile place in which the demons burn their victims alive, lighting vast pyres of their prisoners and victims, delighting in the torture. A ever present reminder of demonic cruelty.;;Ein Hinrichtungsplatz für Dämonen. Ein abscheulicher Ort, an dem die Dämonen ihre Opfer lebendig verbrennen, riesige Scheiterhaufen ihrer Gefangenen und Opfer entzünden und sich an den Qualen ergötzen. Eine allgegenwärtige Erinnerung an dämonische Grausamkeit.;;;;;;;;;;;x
wc_feltrophy4_fel_desc;A once simple village having become a demonic infestation, where minor demons, their laborers, and their warped slaves tirelessly colonize, a horrific sign of things to come.;;Ein ehemals einfaches Dorf, das dem dämonischen Befall erlegen ist, in dem sich kleine Dämonen, ihre Arbeiter und ihre verdrehten Sklaven unermüdlich ansiedeln, ein schreckliches Zeichen für die Dinge, die da kommen.;;;;;;;;;;;x
wc_feladdon1_fel;Imp Pit;;Wichtelgrube;;;;;;;;;;;x
wc_feladdon2_fel;Felhound Kennels;;Höllenhundzwinger;;;;;;;;;;;x
wc_feladdon3_fel;Succubi Lair;;Sukkubus-Nest;;;;;;;;;;;x
wc_feladdon4_fel;Felhunter Bestiary;;Höllenhundbestiarium;;;;;;;;;;;x
wc_feladdon1_fel_desc;A deep and forboding pit on which several Imp Mothers had laid claim to, becoming a sizable Imp Borrow. Imps hone their skills for destruction within the villanous enviornment.;;Eine tiefe und verbotene Grube, auf die mehrere Wichtel-Mütter Anspruch erhoben hatten, die daraufhin zu einem beträchtlichen Wichtel-Bau wurde. Wichtel verfeinern ihre Fähigkeiten zur Zerstörung innerhalb der bösartigen Umgebung.;;;;;;;;;;;x
wc_feladdon2_fel_desc;A corral of demonic cages and demon smiths dedicated to producing armor and collars for felhounds, being trained and tamed in a way to serve their masters better and more skillfully.;;Ein Geflecht aus dämonischen Käfigen und Dämonenschmieden, das sich der Herstellung von Rüstungen und Halsbändern für Höllenhunde widmet, die derart ausgebildet und gezähmt werden, dass sie ihren Meistern besser und geschickter dienen.;;;;;;;;;;;x
wc_feladdon3_fel_desc;The decadent lair of Succubi, often torturing a prisoner or reveling in the sorrow of some poor creature. The well furnished lair also serves as a home away from home, allowing the demonic mistresses rest and relaxation before returning to their battlefronts.;;Die dekadente Zuflucht der Sukkubi, die oft Gefangene foltern oder in der Trauer einer armen Kreatur schwelgen. Das gut eingerichtete Versteck dient auch als Heim fernab der Heimat, so dass die dämonischen Gebieterinnen sich ausruhen und entspannen können, bevor sie an ihre Front zurückkehren.;;;;;;;;;;;x
wc_feladdon4_fel_desc;A sizable structure in which vast kennels rise to the top of the dark arena, where demonic houndmasters and their ilk train new breeds of elite felhunters, training them relentlessly to be ever more effective.;;Eine beachtliche Struktur, in der riesige Zwinger an die Spitze der dunklen Arena aufsteigen, wo die dämonischen Hundeführer unerbittlich neue Rassen von Elitehöllenhunden ausbilden, um immer effektiver zu werden.;;;;;;;;;;;x
wc_demonsmith1_fel;Fallen Smithy;;Gefallener Schmied;;;;;;;;;;;x
wc_demonsmith2_fel;Demonic Forge;;Dämonische Schmiede;;;;;;;;;;;x
wc_demonsmith3_fel;Dreadlord Workshop;;Werkstadt der Schreckenslords;;;;;;;;;;;x
wc_demonsmith4_fel;Mo'arg Foundry;;Mo'arg-Schmiede;;;;;;;;;;;x
wc_demonsmith1_fel_desc;A repurposed smithy in which a sizable array of demoni tools and magic is used in the reconstruction of demonic equipment, weapons, and armor.;;Gefallener Schmied;;;;;;;;;;;x
wc_demonsmith2_fel_desc;A demon's forge, used in the construction of advanced tools, armor, and weapons for the demonic legions.;;Dämonische Schmiede;;;;;;;;;;;x
wc_demonsmith3_fel_desc;A dreadlord's workshop, used by a dreadlord smith to craft cursed weaponry and powerful enchanted gear used by the demonic armies of the Burning Legion.;;Werkstadt der Schreckenslords;;;;;;;;;;;x
wc_demonsmith4_fel_desc;A large manufactory used to solely drain resources to produce vast quantities of ammunition, equipment, weapons, and armor for the Burning Legion and it's evil minions, fueled by hosts of Mo'arg engineers.;;Mo'arg-Schmiede;;;;;;;;;;;x
wc_demondef1_fel;Demonic Defenses;;Dämonische Verteidigungen;;;;;;;;;;;x
wc_demondef2_fel;Demonic Fortifications;;Dämonische Befestigungen;;;;;;;;;;;x
wc_demondef3_fel;Burning Defenses;;Brennende Verteidigungen;;;;;;;;;;;x
wc_demondef4_fel;Burning Fortifications;;Brennende Befestigungen;;;;;;;;;;;x
wc_demondef1_fel_desc;Fel fire moats and jagged palisades keep the main bulk of the legion army protected, and intruders out.;;Dämonische Verteidigungen;;;;;;;;;;;x
wc_demondef2_fel_desc;A number of defensive siege works which fire fel infused cannons alongside higher demonic walls improve the likelyhood of keeping the demonic keep defended.;;Dämonische Befestigungen;;;;;;;;;;;x
wc_demondef3_fel_desc;The hellish defenses of the keep is defended by a hoard of demonic underlings and sizable monsterous beings, guarded further by high burning walls and vast demonic towers.;;Brennende Verteidigungen;;;;;;;;;;;x
wc_demondef4_fel_desc;Huge moats of burning demon fire surround the demon bastion, guarded by vast demonic hoards. Only the insane or desperate would dare assault this keep.;;Brennende Befestigungen;;;;;;;;;;;x
wc_castleportal1_fel;Fel Corruption;;Fel-Verseuchung;;;;;;;;;;;x
wc_castleportal2_fel;Fel Gateway;;Fel-Torhaus;;;;;;;;;;;x
wc_castleportal3_fel;Fel Summoning;;Fel-Beschwörungskreis;;;;;;;;;;;x
wc_castleportal4_fel;Fel Portal;;Fel-Portal;;;;;;;;;;;x
wc_castleportal1_fel_desc;Fields upon fields of demonic symbols create the necessary ritual to slowly but surely spawn Legion portals to bring forth hapless demons, corrupting the landscape in a hellish taint.;;Fel-Verseuchung;;;;;;;;;;;x
wc_castleportal2_fel_desc;A demonic gateway in which a fair stable portal allows demonic to march through at a reasonable rate.;;Fel-Torhaus;;;;;;;;;;;x
wc_castleportal3_fel_desc;A formal chamber in which several demonic summoners maintain portals to legion worlds, allowing a steady stream of demonic lackies to pour into the world.;;Fel-Beschwörungskreis;;;;;;;;;;;x
wc_castleportal4_fel_desc;A giant portal which connects to a demon world, allowing more numerous and more vile demon creature to spawn from.;;Fel-Portal;;;;;;;;;;;x
wc_castleship1_fel;Demonic Pier;;Dämonischer Kai;;;;;;;;;;;x
wc_castleship2_fel;Demonic Shipyard;;Dämonische Werft;;;;;;;;;;;x
wc_castleship3_fel;Demonic Harbor;;Dämonischer Hafen;;;;;;;;;;;x
wc_castleship4_fel;Demonic Marina;;Dämonischer Yachthafen;;;;;;;;;;;x
wc_castleship1_fel_desc;A corrupted ruin of a shipyard, now used by demons to help maintain a sizable naval presence.;;Dämonischer Kai;;;;;;;;;;;x
wc_castleship2_fel_desc;A Legion shipyard where demonic ships and transports are built and stationed.;;Dämonische Werft;;;;;;;;;;;x
wc_castleship3_fel_desc;A sizable legion naval base in which a number of demonic vessels are stored, maintained, and manned by demon sailors to help transport their burning armies.;;Dämonischer Hafen;;;;;;;;;;;x
wc_castleship4_fel_desc;A huge bastion of demonic activity dedicated to manning demonic ships destined to spread along the legion's vast and evil hosts.;;Dämonischer Yachthafen;;;;;;;;;;;x
wc_citysize1_fel;Demonic Colony;;Dämonische Kolonie;;;;;;;;;;;x
wc_citysize2_fel;Demon Settlement;;Dämonische Siedlung;;;;;;;;;;;x
wc_citysize3_fel;Demon Alienage;;Dämonisches Dorf;;;;;;;;;;;x
wc_citysize4_fel;Dominion of the Nether;;Herrschaftsgebiet des Nethers;;;;;;;;;;;x
wc_citysize1_fel_desc;A demonic settlement with several scattered structures used from the few rare forms of colonization of demon kind, the foundations for larger demonic bastions.;;Dämonische Kolonie;;;;;;;;;;;x
wc_citysize2_fel_desc;A larger walled town where demons and their ilk are founding a unholy society, creating the bedrock in which a formal infestation can commence. Demonic terraforming projects and construction is done to help settle non-combative demons here.;;Dämonische Siedlung;;;;;;;;;;;x
wc_citysize3_fel_desc;A demonic city in which a sizable array of administrative demons, their minions, and slaves help fulfill the logistical and economic roles of running a great crusader state that is the Burning Legion.;;Dämonisches Dorf;;;;;;;;;;;x
wc_citysize4_fel_desc;A demonic enclave which is thoroughly infested with demon kind, where sizable populations work tirelessly for the glory of the dark titan. A demonic sprawl used to produce the ever increasing resource and support the vast palaces of demonic overlords.;;Herrschaftsgebiet des Nethers;;;;;;;;;;;x
wc_demonecon1_fel;Legionary Mine;;Legionsminen;;;;;;;;;;;x
wc_demonecon2_fel;Demon Slave Camp;;Dämonisches Sklavenlager;;;;;;;;;;;x
wc_demonecon3_fel;Legionary Mint;;Legionsmünzer;;;;;;;;;;;x
wc_demonecon4_fel;Penal Citadel;;Strafkolonie;;;;;;;;;;;x
wc_demonecon1_fel_desc;A strip mine where countless demon workers and the occassional strong warped slaves tear away resources from the land, guarded over by cruel demon task masters.;;Legionsminen;;;;;;;;;;;x
wc_demonecon2_fel_desc;A camp in which many of the strongest and most healthy of the native races of the world are used a expendable slave labor to toil, the more unfortunate promoted as entertainment for their demonic overlords.;;Dämonisches Sklavenlager;;;;;;;;;;;x
wc_demonecon3_fel_desc;A mint in which produces the 'wealth' of the burning legion, which is used across all demon worlds, made from cursed metals.;;Legionsmünzer;;;;;;;;;;;x
wc_demonecon4_fel_desc;A huge penal complex of countless cages and torture chambers, a keep used to imprison countless foreign races and demonic slaves to be used as force labor in the vast building projects of the Burning Legion.;;Strafkolonie;;;;;;;;;;;x
wc_felallies1_fel;Fel Infestation;;Fel-Befall;;;;;;;;;;;x
wc_felallies2_fel;Fel Corrupted Enclave;;Fel-verseuchte Enklave;;;;;;;;;;;x
wc_felallies3_fel;Fel Warrior Lodge;;Kriegerloge des Fel;;;;;;;;;;;x
wc_felallies4_fel;Fel Barracks;;Fel-Kasernen;;;;;;;;;;;x
wc_felallies1_fel_desc;A infestation of fel energies which seeped into a food or drinking source, turning once local resistence into mindless corrupt slaves to the Legion's will.;;Fel-Befall;;;;;;;;;;;x
wc_felallies2_fel_desc;A embassy of fallen thralls who partook of demonic energies, becoming a society of crazed demon worshippers who willfully align themselves with the legion's dark powers.;;Fel-verseuchte Enklave;;;;;;;;;;;x
wc_felallies3_fel_desc;A lodge of warrior slaves of the Burning Legion, corrupted by fel energy and enslaved by demonic pacts which bring them into the legion's powerful grasp.;;Kriegerloge des Fel;;;;;;;;;;;x
wc_felallies4_fel_desc;A barracks for the Legion's warrior thralls, allowed access to more powerful fel energy and demonic armaments to improve not only their standing as warriors, but also to bind them further to the Legion's unbreakable will.;;Fel-Kasernen;;;;;;;;;;;x
wc_felguard1_fel;Go'arg Camp;;Go'arg-Lager;;;;;;;;;;;x
wc_felguard2_fel;Go'arg Cantonment;;Go'arg-Unterkunft;;;;;;;;;;;x
wc_felguard3_fel;Go'arg Siege;;Go'arg-Umlagerung;;;;;;;;;;;x
wc_felguard4_fel;Go'arg Fortress;;Go'arg-Festung;;;;;;;;;;;x
wc_felguard1_fel_desc;A patrolman's camp for Felguard, a post in which several elite batallions gather along with their minions to conduct raids and skirmishes for the Legion;;Go'arg-Lager;;;;;;;;;;;x
wc_felguard2_fel_desc;A occupation barracks in which a repurposed humanoid barracks is now used by a legion of Felguard and their pets.;;Go'arg-Unterkunft;;;;;;;;;;;x
wc_felguard3_fel_desc;A sizable grouping of barracks, camps, and armories dedicated to arming, training, and containing legions of Felguard and their minions.;;Go'arg-Umlagerung;;;;;;;;;;;x
wc_felguard4_fel_desc;A large scale fortress for Go'arg soldiers in which their crafty lesser minions help maintain their elite armies, and contain vast barracks and portals to help bloat the Felguard's numbers.;;Go'arg-Festung;;;;;;;;;;;x
wc_legionquart1_fel;Fel Gifted Armory;;Fel-gesegnete Waffenkammer;;;;;;;;;;;x
wc_legionquart2_fel;Demon's Arsenal;;Dämonisches Arsenal;;;;;;;;;;;x
wc_legionquart3_fel;Terrorguard Command Post;;Kommandoposten der Schreckenswachen;;;;;;;;;;;x
wc_legionquart4_fel;Pitlord's Estate;;Anwesen der Grubenlords;;;;;;;;;;;x
wc_legionquart1_fel_desc;A repurposed armory which was enchanted with demon magic, with a demon smith helping maintain the demonic armories of improved weapons.;;Fel-gesegnete Waffenkammer;;;;;;;;;;;x
wc_legionquart2_fel_desc;A larger storage of cursed demon weapons and armor which is given to more elite members of the Felguard and their pets.;;Dämonisches Arsenal;;;;;;;;;;;x
wc_legionquart3_fel_desc;The commandpost of elite Ered'ruin commanders who help organize and lead the vast Felguard legions to wipe away all life from the world.;;Kommandoposten der Schreckenswachen;;;;;;;;;;;x
wc_legionquart4_fel_desc;The black estate of a powerful and foul Pitlord, surrounded by their commanders, legions, and the morbid remains of their fallen foes.;;Anwesen der Grubenlords;;;;;;;;;;;x
wc_coven1_fel;Warlock Coven;;Zirkel der Hexenmeister;;;;;;;;;;;x
wc_coven2_fel;Warlock Cult;;Kult der Hexenmeister;;;;;;;;;;;x
wc_coven3_fel;Warlock Guild;;Gilde der Hexenmeister;;;;;;;;;;;x
wc_coven4_fel;Warlock Order;;Orden der Hexenmeister;;;;;;;;;;;x
wc_coven1_fel_desc;A cult of loyal Legion warlocks, helping in the conjuring of demons and maintaining of important portals.;;Zirkel der Hexenmeister;;;;;;;;;;;x
wc_coven2_fel_desc;A more widespread occult of Legion worshippers who help summon demons into the world, supported by their dark masters.;;Kult der Hexenmeister;;;;;;;;;;;x
wc_coven3_fel_desc;A loyal cabal of warlocks loyal to the Legion which offer great power and magic to their members, providing necessary magical assistence in maintaining demonic portals and training new warlocks amongst gifted natives.;;Gilde der Hexenmeister;;;;;;;;;;;x
wc_coven4_fel_desc;A thrallish temple of warlock zealots who have dedicated themselves to the Legion, providing magical assistence and maintaining many legion portals within their wretched enclave.;;Orden der Hexenmeister;;;;;;;;;;;x
wc_cityship1_fel;Fel Pier;;Dämonischer Kai;;;;;;;;;;;x
wc_cityship2_fel;Fel Shipyard;;Dämonische Werft;;;;;;;;;;;x
wc_cityship3_fel;Fel Dockyard;;Dämonische Werftanlage;;;;;;;;;;;x
wc_cityship4_fel;Fel Harbor;;Dämonischer Hafen;;;;;;;;;;;x
wc_cityship1_fel_desc;A corrupted ruin of a shipyard, now used by demons to help maintain a sizable naval presence.;;Dämonischer Kai;;;;;;;;;;;x
wc_cityship2_fel_desc;A Legion shipyard where demonic ships and transports are built and stationed.;;Dämonische Werft;;;;;;;;;;;x
wc_cityship3_fel_desc;A sizable legion naval base in which a number of demonic vessels are stored, maintained, and manned by demon sailors to help transport their burning armies.;;Dämonische Werftanlage;;;;;;;;;;;x
wc_cityship4_fel_desc;A huge bastion of demonic activity dedicated to manning demonic ships destined to spread along the legion's vast and evil hosts.;;Dämonischer Hafen;;;;;;;;;;;x
wc_temple1_fel;Demonic Grounds;;Dämonischer Boden;;;;;;;;;;;x
wc_temple2_fel;Demonic Mausoleum;;Dämonisches Mausoleum;;;;;;;;;;;x
wc_temple3_fel;Demonic Tower;;Dämonischer Turm;;;;;;;;;;;x
wc_temple4_fel;Demonic Temple;;Dämonischer Tempel;;;;;;;;;;;x
wc_temple1_fel_desc;A demonic infestation of portal and spectral visions which allows demonkind capabilities to come into the world, a unholy place there is no doubt.;;Dämonischer Boden;;;;;;;;;;;x
wc_temple2_fel_desc;A demon's tomb in which powerful fel energy spills forth from, flocking many wayward entities and their ilk to it's quarters.;;Dämonisches Mausoleum;;;;;;;;;;;x
wc_temple3_fel_desc;A hellish tower which spawns forth many demons and gathers to it legions of hapless horrors for which fel energy gives life to. Demonic energies pulse from this unnatural sanctum.;;Dämonischer Turm;;;;;;;;;;;x
wc_temple4_fel_desc;A darkly lit temple dedicated to decaying bodies of demons and a place of worship for the Legion's more pious members, dedicating itself to keeping demons focused on the ultimate goal of the Legion's dark mission.;;Dämonischer Tempel;;;;;;;;;;;x
wc_inqu1_fel;Inquisitor's Office;;Büro des Inquisitors;;;;;;;;;;;x
wc_inqu2_fel;Demon Torture Chamber;;Dämonische Folterkammer;;;;;;;;;;;x
wc_inqu3_fel;Interrogation Quarter;;Verhörquartiere;;;;;;;;;;;x
wc_inqu4_fel;Demon Prison;;Dämonisches Gefängnis;;;;;;;;;;;x
wc_inqu1_fel_desc;The personal office of a Legion Inquisitor, in which a dedicated spymaster and corruptor of the Legion performs their day to day tasks.;;Büro des Inquisitors;;;;;;;;;;;x
wc_inqu2_fel_desc;A demon's personal torture chamber, where atrocities of all kinds are inflicted on disloyal, incompetent, or worthless demon ilk to teach important lessons.;;Dämonische Folterkammer;;;;;;;;;;;x
wc_inqu3_fel_desc;A room of various torture devices and countless discarded trophies of Legion Inquisitors, in which they pry information from their victims with increasing cruelty.;;Verhörquartiere;;;;;;;;;;;x
wc_inqu4_fel_desc;A number of prison cells which is patrolled by Legion Jailers, keeping the souls of countless damned in infernal bindings, tearing from them their wills and souls alike.;;Dämonisches Gefängnis;;;;;;;;;;;x
wc_felmage1_fel;Inquisitor Enclave;;Enklave der Inquisitoren;;;;;;;;;;;x
wc_felmage2_fel;Inquisitor Garrison;;Garnison der Inquisitoren;;;;;;;;;;;x
wc_felmage3_fel;Man'ari Enclave;;Man'ari-Enklave;;;;;;;;;;;x
wc_felmage4_fel;Man'ari Garrison;;Man'ari-Garnison;;;;;;;;;;;x
wc_felmage1_fel_desc;A enclave of Legion Jailers and their retinues, normally going about their business corrupting and spying upon the Legion's enemies.;;Enklave der Inquisitoren;;;;;;;;;;;x
wc_felmage2_fel_desc;A barracks of Inquisitors and their thrallish minions, performing their dark arts within the safe confines of their powerful prison complexes.;;Garnison der Inquisitoren;;;;;;;;;;;x
wc_felmage3_fel_desc;A elite garrison of Man'ari soldiers and sorcerers which are provided with weapons and armor for their zealous tasks, and proper training grounds to hone their skills.;;Man'ari-Enklave;;;;;;;;;;;x
wc_felmage4_fel_desc;A fortress home of Man'ari soldiers and warlocks, which are well provided with armories and mage quarters to help them serve the legion better.;;Man'ari-Garnison;;;;;;;;;;;x
wc_felrelic1_fel;Chamber of Dark Powers;;Kammer der dunklen Macht;;;;;;;;;;;x
wc_felrelic2_fel;Shrine of the Deceiver;;Schrein des Betrügers;;;;;;;;;;;x
wc_felrelic3_fel;Vault of the Defiler;;Gewölbe des Schänders;;;;;;;;;;;x
wc_felrelic4_fel;Altar of the Dark Titan;;Altar des dunklen Titanen;;;;;;;;;;;x
wc_felrelic1_fel_desc;A chamber of unstable fel energies in which demons and warlocks bathe in to enhance their already considerable dark powers.;;Kammer der dunklen Macht;;;;;;;;;;;x
wc_felrelic2_fel_desc;A shrine dedicated to Kil'Jaden the Deciever, where naive demons and minions go to try to commune and make pacts with their deceptive overlord.;;Schrein des Betrügers;;;;;;;;;;;x
wc_felrelic3_fel_desc;A personal reliquary of Archimonde the Defiler, where many of his favored relics and trophies are stored from his conquests, but also serve a purpose of helping to enhance powerful warlocks further.;;Gewölbe des Schänders;;;;;;;;;;;x
wc_felrelic4_fel_desc;A morbid altar of the Dark Titan, who is said to grant his boon to those who faithfully serve his cause. Many warlocks attempt to garner his favor, few succeed.;;Altar des dunklen Titanen;;;;;;;;;;;x
wc_templeport1_fel;Fel Incursion;;Einfall des Fel;;;;;;;;;;;x
wc_templeport2_fel;Unstable Portway;;Instabiles Portal;;;;;;;;;;;x
wc_templeport3_fel;Demonic Portal;;Dämonisches Portal;;;;;;;;;;;x
wc_templeport4_fel;Legion Portway;;Portal der Legion;;;;;;;;;;;x
