ability_sinister_strike_desc;Deals Physical Damage to the enemy.;;Verursacht dem Feind körperlichen Schaden.;;;;;;;;;;;x
ability_shadow_bolt;Shadow Bolt;;Schattenblitz;;;;;;;;;;;x
ability_shadow_bolt_desc;Deals Magic Damage to the enemy.;;Verursacht dem Feind magischen Schaden.;;;;;;;;;;;x
ability_lightning_bolt;Lightning Bolt;;Blitzschlag;;;;;;;;;;;x
ability_lightning_bolt_desc;Deals Magic Damage to the enemy.;;Verursacht dem Feind magischen Schaden.;;;;;;;;;;;x
ability_solar_wrath;Solar Wrath;;Sonnenzorn;;;;;;;;;;;x
ability_solar_wrath_desc;Deals Magic Damage to the enemy.;;Verursacht dem Feind magischen Schaden.;;;;;;;;;;;x
ability_shred;Shred;;Zerfetzen;;;;;;;;;;;x
ability_shred_desc;Deals Physical Damage to the enemy.;;Verursacht dem Feind körperlichen Schaden.;;;;;;;;;;;x
ability_mangle;Mangle;;Zerfleischen Sie;;;;;;;;;;;x
ability_mangle_desc;Deals Physical Damage to the enemy.;;Verursacht dem Feind körperlichen Schaden.;;;;;;;;;;;x
ability_wrath_of_the_loa;Wrath of the Loa;;Zorn des Loa;;;;;;;;;;;x
ability_wrath_of_the_loa_desc;Deals Magic Damage to the enemy.;;Verursacht dem Feind magischen Schaden.;;;;;;;;;;;x
ability_death_strike;Death Strike;;Todesstoß;;;;;;;;;;;x
ability_death_strike_desc;Deals Physical Damage to the enemy.;;Verursacht dem Feind körperlichen Schaden.;;;;;;;;;;;x
ability_death_coil;Death Coil;;Todesspirale;;;;;;;;;;;x
ability_mana_shield;Mana Shield;;Manaschild;;;;;;;;;;;x
ability_mana_shield_desc;Gives a 50% chance that the next Damage will be fully absorbed.\n3 turns cooldown.;;Gewährt eine 50%ige Chance, dass der nächste Schaden vollständig absorbiert wird. \n3 Runden Abklingzeit.;;;;;;;;;;;x
ability_beast_agility;Beast Agility;;Tierische Beweglichkeit;;;;;;;;;;;x
ability_beast_agility_desc;Increases Defence by 50% for 2 turns.\n4 turns cooldown.;;Erhöht die Verteidigung um 50% für 2 Runden. \n4 Runden Abklingzeit.;;;;;;;;;;;x
ability_defensive_stance;Defensive Stance;;Defensive Haltung;;;;;;;;;;;x
ability_defensive_stance_desc;Increases Defence by 50% for 2 turns.\n4 turns cooldown.;;Erhöht die Verteidigung um 50% für 2 Runden. \n4 Runden Abklingzeit.;;;;;;;;;;;x
ability_divine_shield;Divine Shield;;Göttlicher Schild;;;;;;;;;;;x
ability_divine_shield_desc;Gives a 50% chance that the next Damage will be fully absorbed.\n3 turns cooldown.;;Gewährt eine Chance von 50%, dass der nächste Schaden vollständig absorbiert wird. \n3 Runden Abklingzeit.;;;;;;;;;;;x
ability_power_word_shield;Power Word: Shield;;Machtwort: Schild;;;;;;;;;;;x
ability_power_word_shield_desc;Gives a 50% chance that the next Damage will be fully absorbed.\n3 turns cooldown.;;Gewährt eine 50%ige Chance, dass der nächste Schaden vollständig absorbiert wird. \n3 Runden Abklingzeit.;;;;;;;;;;;x
ability_evasion;Evasion;;Ausweichen;;;;;;;;;;;x
ability_evasion_desc;Increases Defence by 50% for 2 turns.\n4 turns cooldown.;;Erhöht die Verteidigung um 50% für 2 Runden. \n4 Runden Abklingzeit.;;;;;;;;;;;x
ability_immolate;Immolate;;Feuerbrand;;;;;;;;;;;x
ability_immolate_desc;Increases Defence by 25% for 2 turns. If your enemy attacks you, it deals Magic Damage equal to 75% of your Magic Defense to itself.\n5 turns cooldown.;;Erhöht die Verteidigung um 25% für 2 Runden. Wenn Euer Feind Euch angreift, erleidet er magischen Schaden in Höhe von 75% Eurer Magischen Verteidigung. \n5 Runden Abklingzeit.;;;;;;;;;;;x
ability_wind_blessing;Wind Blessing;;Windsegen;;;;;;;;;;;x
ability_wind_blessing_desc;Increases Defence by 50% for 2 turns.\n4 turns cooldown.;;Erhöht die Verteidigung um 50% für 2 Runden. \n4 Runden Abklingzeit.;;;;;;;;;;;x
ability_barkskin;Barkskin;;Rindenhaut;;;;;;;;;;;x
ability_barkskin_desc;Increases Defence by 50% for 2 turns.\n4 turns cooldown.;;Erhöht die Verteidigung um 50% für 2 Runden. \n4 Runden Abklingzeit.;;;;;;;;;;;x
ability_absorption;Absorption;;Absorption;;;;;;;;;;;x
ability_absorption_desc;Gives a 50% chance that the next Damage will be fully absorbed.\n3 turns cooldown.;;Gewährt eine 50%ige Chance, dass der nächste Schaden vollständig absorbiert wird. \n3 Runden Abklingzeit.;;;;;;;;;;;x
ability_bone_shield;Bone Shield;;Knochenschild;;;;;;;;;;;x
ability_bone_shield_desc;Gives a 50% chance that the next Damage will be fully absorbed.\n3 turns cooldown.;;Gewährt eine 50%ige Chance, dass der nächste Schaden vollständig absorbiert wird. \n3 Runden Abklingzeit.;;;;;;;;;;;x
ability_frost_armor;Frost Armor;;Frostpanzer;;;;;;;;;;;x
ability_frost_armor_desc;Gives a 50% chance that the next Damage will be fully absorbed.\n3 turns cooldown.;;Gewährt eine 50%ige Chance, dass der nächste Schaden vollständig absorbiert wird. \n3 Runden Abklingzeit.;;;;;;;;;;;x
ability_shroud_of_shadows;Shroud of Shadows;;Schattenschleier;;;;;;;;;;;x
ability_shroud_of_shadows_desc;Increases Defence by 50% for 2 turns.\n4 turns cooldown.;;Erhöht die Verteidigung um 50% für 2 Runden. \n4 Runden Abklingzeit.;;;;;;;;;;;x
brilliant_ruler;Brilliant Ruler;;Brilliante[From.GetrMale] Herrscher[From.GetinFemale];;;;;;;;;;;x
brilliant_ruler_desc;This person is destined to rule from birth and is gifted with extraordinary talents that will help to reach this destiny.;;Diese Person ist von Geburt an dazu bestimmt, zu herrschen und ist dabei mit außergewöhnlichen Gaben beschenkt, die ihr helfen werden, dieses Schicksal zu erreichen.;;;;;;;;;;;x
distinguished_aristocrat;Distinguished Aristocrat;;Ausgezeichneter Aristokrat;;;;;;;;;;;x
distinguished_aristocrat_desc;This wealthy landowner has distinguished his or herself in many courts, making a name for him or herself as a fount of wit and logic.;;Dieser wohlhabende Grundbesitzer hat sich an vielen Höfen ausgezeichnet und sich als Quell von Verstand und Logik einen Namen gemacht.;;;;;;;;;;;x
capable_nobleman;Capable Nobleman;;Fähiger Edelmann;;;;;;;;;;;x
capable_nobleman_desc;While this person may or may not have a complete education, they are of average ability when it comes to court duties.;;Während diese Person eine vollständige Ausbildung haben kann oder auch nicht, ist sie bei der Ausübung ihrer Aufgaben von durchschnittlicher Befähigung.;;;;;;;;;;;x
petty_despot;Petty Despot;;Kleiner Despot;;;;;;;;;;;x
petty_despot_desc;Of little importance, evil, or just plain uneducated in the way of ruling, this person is known to be of poor ability in the way of politics.;;Von geringer Bedeutung, böse oder einfach nur ungebildet in Fragen der Herrschaft ist diese Person bekannt dafür, dass sie eine geringe Begabung in Sachen Politik hat.;;;;;;;;;;;x
mastermind_mechanic;Mastermind Mechanic;;Meistermechaniker/;;;;;;;;;;;x
mastermind_mechanic_desc;;;;;;;;;;;;;;x
skilled_mechanic;Skilled Mechanic;;Qualifizierter Mechaniker;;;;;;;;;;;x
skilled_mechanic_desc;This person has nearly fully honed their ingenuity with mechanical systems.;;Diese Person hat ihren Einfallsreichtum mit mechanischen Systemen fast perfektioniert.;;;;;;;;;;;x
flamboyant_engineer;Flamboyant Engineer;;Aufmerksamer Ingenieur;;;;;;;;;;;x
flamboyant_engineer_desc;By spending a little more time creating new inventions and innovating with already existing ones, this person has taken some time to hone their mechanical genius.;;Indem sie etwas mehr Zeit damit verbringt, neue Erfindungen zu entwickeln und bestehende verbessert, hat diese Person ein wenig Zeit darauf verwendet, ihr mechanisches Genie zu perfektionieren.;;;;;;;;;;;x
amateurish_technician;Amateurish Technician;;Amateurhafter Techniker;;;;;;;;;;;x
amateurish_technician_desc;This person is relatively new to the art of engineering. Either inventing or innovating, they seem to keep to themselves when engaged with their projects.;;Diese Person ist relativ neu in der Ingenieurskunst. Entweder mit dem Erfinden oder Verbessern beschäftigt, scheint sie sich im Umgang mit ihren Projekten völlig zurückzuziehen.;;;;;;;;;;;x
uncolonized_trait;Uncolonized;Non colonisé;;;;;;;;;;;;x
uncolonized_government;Uncolonized;Non colonisé;Unkolonisiert;;;;;;;;;;;x
uncolonized_government_desc;There are no rules out here in the wilderness;Sur ces terres, il n'y a aucune forme de gouvernement ou d’état. Elles sont ouvertes à la colonisation.;In dieser Provinz ist keinerlei Form von Regierung etabliert, sie kann kolonisiert werden.;In dieser Provinz ist keinerlei Form von Regierung etabliert, sie kann kolonisiert werden.;;;;;;;;;;x
