#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
death_god_DESC;The Lich King is often called the "Death God" by the vrykul who serve him. The tuskarr believe that the Lich King is Karkut, as the undead are under the Lich King's dominion in Northrend. A vast army of the undead created by the Lich King serves him without any second thoughts.;Le roi-liche est appelé le "Dieu de la Mort" par les Vrykuls qui le servent. Les Tuskarrs croient que le roi-liche est Karkut, une divinité censée dominer les morts-vivants, tout comme le roi-liche en Norfendre. Une vaste armée de morts-vivants créée par le roi-liche le sert sans aucun doute.;Der Lichkönig wird von den Vrykul, die ihm dienen, oft als "Gott des Todes" bezeichnet. Die Tuskarr glauben, dass der Lichkönig Karkut ist, da die Untoten in Northrend unter der Herrschaft des Lichkönigs stehen. Eine riesige Armee von Untoten, die vom Lichkönig geschaffen wurde, dient ihm ohne zu zögern.;;;;;;;;;;;x
NECRONOMICON;Necronomicon;Necronomicon;Nekronomicon;;;;;;;;;;;x
THE_LICH_KING;the Lich King;Le roi-liche;Der Lichkönig;;;;;;;;;;;x
NECROMANCER;Necromancer;Nécromancien;Nekromant;;;;;;;;;;;x
GOD_YSHAARJ;Y'Shaarj;Y'shaarj;Y'Shaarj;;;;;;;;;;;x
GOD_CTHUN;C'Thun;C'Thun;C'Thun;;;;;;;;;;;x
GOD_YOGGSARON;Yogg-Saron;Yogg-Saron;Yogg-Saron;;;;;;;;;;;x
GOD_NZOTH;N'Zoth;N'Zoth;N'Zoth;;;;;;;;;;;x
druidism_group;Natural;;;;;;;;;;;;;x
secular_group;Secular;séculaire;Säkular;;;;;;;;;;;x
rationalism;Rationalistic;rationaliste;Rationalismus;;;;;;;;;;;x
rationalism_DESC;Rationalism is much of philosophy for gnomes that focused on forward-thinking, inventive concepts, and little thought has ever been given to history or non-scientific records. Gnomes place their loyalty in themselves, in their friends, and in their inventions.;;;;;;;;;;;;;x
THE_ENCYCLOPEDIA;the Encyclopedia;l'Encyclopédie;Die Enzyklopädie;;;;;;;;;;;x
MASTER;Master;Maître;Meister;;;;;;;;;;;x
cult_of_wealth;Wealthy;Fortunée;Reichtum;;;;;;;;;;;x
cult_of_wealth_DESC;The Cult of Wealth is a mercantilist ideology based around the goal of making a profit. Mercantilists find themselves to be pragmatic, placing their faith in gold and their own abilities to hoard it. They dismiss insubstantial concepts such as shamanism and religion, preferring power and influence in measurable quantities that they can touch, see, and spend as their aspirations demand.;;;;;;;;;;;;;x
THE_SHINE_OF_A_COIN;the Shine of a Coin;l’Éclat de la Pièce;der Glanz einer Münze;;;;;;;;;;;x
THE_POORNESS;the Poorness;la Pauvreté;die Armut;;;;;;;;;;;x
COMRADE_KM;K.M.;le K.M;K. M.;;;;;;;;;;;x
COMRADE_FE;F.E.;le F.E;;;;;;;;;;;;x
KEEPER;Keeper;Gardien;Hüter;;;;;;;;;;;x
shamanism;Shamanic;Chamanique;Schamanismus;;;;;;;;;;;x
shamanism_DESC;Shamanism is a deeply spiritual form of elemental magic that involves a connection with both the natural and the spirit world. Shamans do not normally enslave elementals but honour them, asking the elements to heed their call. Shamans are not inherently imbued with magic - they harness the powers of the elements through ceremonial totems.;;;;;;;;;;;;;x
SHAMAN;Shaman;Chaman;Schamane;;;;;;;;;;;x
LOA_SPIRITS;the Loa;les Loa;die Loa;;;;;;;;;;;x
SPIRITS;the Spirits;les Esprits;die Geister;;;;;;;;;;;x
SPIRITS_OF_ANCESTORS;the Spirits of the Ancestors;Les Esprits des Ancêtres;Die Geister der Ahnen;;;;;;;;;;;x
light_group;Light;La Lumière;Licht;;;;;;;;;;;x
holy_light;Holy Light;Sacrée;Heiliges Licht;;;;;;;;;;;x
holy_light_DESC;The main organization of the holy light has been the Church of the Holy Light. Most humans, dwarves and even some high elves follow the path of the Church. It is a faith that advocates purity, goodness, kindness, and compassion in the face of adversity.;;;;;;;;;;;;;x
cult_of_sunwell;Belore;Belore;Belore;;;;;;;;;;;x
cult_of_sunwell_DESC;The Sunwell is a fountain of mystical power located on the Isle of Quel'Danas. Originally created by Dath'remar using a vial from the Well of Eternity, the Sunwell has become the very heart of the high elven nation, while the Sunwell isn't worshipped, it is venerated and sometimes regarded as a representation of the Sun or Belore as the high elves call it.;;;;;;;;;;;;;x
cult_of_sunwell_reborn;Sunwell;thalassienne;Sonnenbrunnen;;;;;;;;;;;x
cult_of_sunwell_reborn_DESC;The Sunwell is a fountain of mystical power located on the Isle of Quel'Danas. It is now a cradle of both arcane energies and light and many of the high elves see the Sunwell's rebirth as a new beginning for their people into a more promising future.;;;;;;;;;;;;;x
naaru;Naaru;Naaru;Naaru;;;;;;;;;;;x
naaru_DESC;The light manifests itself as a golden, shining light energy. The naaru, enigmatic beings composed of shards of fractured light taught the use of the light to the draenei and other enlightened races, but others have come into the study and practice of light-based magic on their own accord.;;;;;;;;;;;;;x
THE_NAARU;the Naaru;Naaru;Naaru;;;;;;;;;;;x
arcane_religion;Arcane;arcanique;Arkan;;;;;;;;;;;x
arcane_religion_DESC;Religions or ideologies that study arcane magic. Order is most commonly perceived in reality as arcane magic. Arcane energy is innately volatile, and wielding it requires intense precision and concentration. Wielders of arcane magic have learned how to exploit that arcane instability being able to control the elements and other forces such as time.;;;;;;;;;;;;;x
arakkoa_religion_group;Arakkoa;Arakkoa;Arakkoa;;;;;;;;;;;x
rukhmar_worship;Rukhmar;Rukhmar;Rukhmar;;;;;;;;;;;x
sethekk_worship;Sethe;Sethe;Sethe;;;;;;;;;;;x
anzu_worship;Anzu;Anzu;Anzu;;;;;;;;;;;x
rukhmar_worship_DESC;Rukhmar is an avian sun goddess from Draenor who helped Anzu to slay Sethe. After the raven lord faded into darkness, she created the arakkoa to represent her grace and his cunning. Rukhmar fears and hates the arakkoa outcasts, for they have been cursed by Sethe. Her loyal high arakkoa followers, the adherents of Rukhmar, wage war on the cursed arakkoa in her name. The kaliri are Rukhmar's children as well, and Rukhran is rumoured to be her progeny. As the mother of the arakkoa, Rukhmar was their main and traditional deity. Her veneration was eventually abandoned in favour of numerous other deities, such as Anzu, Ka'alu and Sethe, and later an unnamed Old God.;;Rukhmar ist eine avianische Sonnengöttin aus Draenor, die Anzu half, Sethe zu töten. Nachdem der Rabenfürst in die Dunkelheit entschwand, schuf sie die Arakkoa, um ihre Anmut und seine Gerissenheit zu repräsentieren. Rukhmar fürchtet und hasst die Ausgestoßenen Arakkoa, denn sie sind von Sethe verflucht worden. Ihre loyalen hohen Arakkoa-Anhänger, die Gefolgsleute von Rukhmar, führen in ihrem Namen Krieg gegen die verfluchten Arakkoa. Die Kaliri sind ebenfalls Rukhmars Kinder, und es wird gemunkelt, dass Rukhran ihr Nachkomme sei. Als Mutter der Arakkoa, war Rukhmar ihre wichtigste und traditionelle Gottheit. Ihre Verehrung wurde letztendlich zugunsten zahlreicher anderer Gottheiten, wie Anzu, Ka'alu und Sethe, und später eines namenlosen alten Gottes, aufgegeben.;;;;;;;;;;;x
sethekk_worship_DESC;Sethe is a deceased primal god worshiped by, and the namesake of, the Sethekk on Draenor. He is ancient enemies with Anzu and Rukhmar, the other major deities of the arakkoa. Sethe was cold-blooded and scornful. When he flew, the winds bit his flesh. He would sun himself on the mountainsides, but he could never taste warmth. His scales were frosted glass, and his children were the wind serpents. He is the source and namesake of the Curse of Sethe, an affliction that causes any arakkoa who touches the blighted waters of Sethekk Hollow to become broken and flightless.;;Sethe ist ein verstorbener urtümlicher Gott, der von den Sethekk auf Draenor angebetet wurde und dessen Namensvetter er ist. Er ist ein alter Feind von Anzu und Rukhmar, den anderen Hauptgottheiten der Arakkoa. Sethek war kaltblütig und höhnisch. Wenn er flog, bissen ihm die Winde ins Fleisch. Er sonnte sich an den Berghängen, aber er konnte nie Wärme empfinden. Seine Schuppen waren aus gefrorenem Glas, und seine Kinder waren die Windschlangen. Er ist die Quelle und Namensvetter des Fluchs von Sethe, einer Krankheit, die jeden Arakkoa, der die verseuchten Gewässer der Sethekk-Höhle berührt, bricht und flugunfähig macht.;;;;;;;;;;;x
anzu_worship_DESC;Anzu is a dread raven god deeply tied to the arakkoa and the history of the Spires of Arak. While physically Anzu was meager compared to his counterpart, Rukhmar, he possessed a great intellect. As opposed to Rukhmar loving the sun and sky, Anzu preferred the cool of the shade and the peace of the twilight hours where he could be alone in quiet contemplation. He would converse with the "gods of the abyss", and he would find them dull, witless creatures.;;Anzu ist ein gefürchteter Rabengott, der tief mit den Arakkoa und der Geschichte der Spitzen von Arak verbunden ist. Obwohl Anzu im Vergleich zu seinem Gegenstück, Rukhmar, körperlich schwach war, besaß er einen großen Intellekt. Im Gegensatz zu Rukhmar, die die Sonne und den Himmel liebte, zog Anzu die Kühle des Schattens und die Ruhe der Dämmerstunden vor, wo er in ruhiger Meditation allein sein konnte. Er unterhielt sich mit den „Göttern des Abgrunds“, und er hielt sie für stumpfe, geistlose Kreaturen.;;;;;;;;;;;x
scarlet_light;Scarlet Light;Écarlate;Scharlachrotes Licht;;;;;;;;;;;x
scarlet_light_DESC;A heretical offshoot of the Church of Light. They are intolerant of all non-human races, regardless of alliance or affiliation. They believe that any and all unholy creatures must be destroyed by a cleansing flame.;;Ein ketzerischer Sprössling der Kirche des Lichts. Sie sind intolerant gegenüber allen nichtmenschlichen Rassen, unabhängig von Allianz oder Zugehörigkeit. Sie glauben, dass alle unheiligen Geschöpfe durch eine reinigende Flamme ausgerottet werden müssen.;;;;;;;;;;;x
primitive_group;Primitive;Primitif;Primitiv;;;;;;;;;;;x
THE_STORIES;the Stories;les Histoires;die Geschichten;;;;;;;;;;;x
GOD_RUKHMAR;Rukhmar;Rukhmar;Rukhmar;;;;;;;;;;;x
GOD_TEROKK;Terokk;Terokk;Terokk;;;;;;;;;;;x
MURLOC_INVASION_AGAINST_THE_FISHERMEN;The Great Murloc Campaign Against the Fishermen;La grande Campagne murloque contre les Pêcheurs;;;;;;;;;;;;x
THE_RUNESTONE;the Runestone;la Rune-Pierre;der Runenstein;;;;;;;;;;;x
THE_RUNE;the Rune;la Rune;die Rune;;;;;;;;;;;x
THE_WATER_DEITIES;the Water Deities;les Déités de l'Eau;die Wassergottheiten;;;;;;;;;;;x
THE_GREAT_CAMPAIGN_FOR_CANDLES;The Great Campaign for Candles;La grande Campagne pour les Bougies;;;;;;;;;;;;x
GEOMANT;Geomant;Geomant;Geomant;;;;;;;;;;;x
THE_CANDLE;the Candle;la Bougie;die Kerze;;;;;;;;;;;x
GOD_ANZU;Anzu;Anzu;Anzu;;;;;;;;;;;x
CRUSADE_AGAINST_WEAKLINGS;Crusade Against Weaklings;Croisade Contre les Faibles;;;;;;;;;;;;x
IMPIETY;Impiety;Impiété;Gottlosigkeit;;;;;;;;;;;x
STAT_PIETY_IMPIETY;Impiety;Impiété;Gottlosigkeit;;;;;;;;;;;x
STAT_PIETY_MENU_IMPIETY;Impiety;Impiété;Gottlosigkeit;;;;;;;;;;;x
MONTHLY_PIETY_IMPIETY;Monthly Impiety Increase;Impiété par mois;Monatliche Zunahme der Gottlosigkeit;;;;;;;;;;;x
STAT_PIETY_DESC_IMPIETY;Impiety is respected by the clergy and monastics of your religion. Like Prestige it is added to your score on the death of a ruler.;L'impiété est respectée par le clergé et les monastiques de votre religion. Comme le prestige, elle ajoutée à votre score à la mort du souverain.;Gottlosigkeit wird von den Geistlichen und Mönchen Eurer Religion respektiert. Wie Prestige wird sie beim Tod eines Herrschers zu Eurer Punktzahl hinzugefügt.;;;;;;;;;;;x
GOD_MANNOROTH;Mannoroth;Mannoroth;Mannoroth;;;;;;;;;;;x
THE_ORDER;the Order;l'Ordre;die Ordnung;;;;;;;;;;;x
DARK_GRIMOIRE;the Dark Grimoire;le Grimoire Noir;das dunkle Grimoir;;;;;;;;;;;x
WARLOCK;Warlock;Démoniste;Hexenmeister;;;;;;;;;;;x
GOD_SARGERAS;Sargeras;Sargeras;Sargeras;;;;;;;;;;;x
GOD_KILJAEDEN;Kil'jaeden;Kil'jaeden;Kil'jaeden;;;;;;;;;;;x
GOD_ARCHIMONDE;Archimonde;Archimonde;Archimonde;;;;;;;;;;;x
THE_CODE_OF_ILLIDARI;the Illidari Code;le Code Illidari;der Illidari-Kodex;;;;;;;;;;;x
DEMON_HUNTER;Demon Hunter;Chasseur de démons;Dämonenjäger;;;;;;;;;;;x
GOD_RAGNAROS;the Firelord;le Seigneur du Feu;der Feuerlord;;;;;;;;;;;x
GOD_NEPTULON;the Tidehunter;le Chasse-marée;der Gezeitenjäger;;;;;;;;;;;x
GOD_THERAZANE;the Stonemother;la Pierre-Mère;die Steinmutter;;;;;;;;;;;x
GOD_ALAKIR;the Windlord;le Seigneur des Vents;der Windlord;;;;;;;;;;;x
elemental_lords_group;Elementalist;Elementalist;Elementalist;;;;;;;;;;;x
orcish_shamanism;Ancestral;ancestrale;Ahnenverehrung;;;;;;;;;;;x
orcish_shamanism_DESC;Ancestral worship is one of the faiths in Azeroth and one of the main tenets of shamanism practices in the world. Most races respect the dead, but those who worship their ancestors, like orcs and tauren, believe that the fallen possess powers, which the living can use. Tauren speak to them and can request their help through dreaming and such. Orcs leave more concrete reminders of their ancestors. They carve memorials to the fallen dead and place stones around permanent burial grounds. There are many rituals one can perform, alone or in a group.;;Die Ahnenverehrung ist eine der Glaubensrichtungen in Azeroth und einer der Hauptgrundsätze der schamanistischen Praktiken in der Welt. Die meisten Rassen respektieren die Toten, aber diejenigen, die ihre Vorfahren verehren, wie Orks und Tauren, glauben, dass die Gefallenen Kräfte besitzen, welche die Lebenden nutzen können. Tauren sprechen zu ihnen und können sie durch Träume und dergleichen um Hilfe bitten. Orks hinterlassen handfestere Erinnerungen an ihre Vorfahren. Sie meißeln Denkmäler für die gefallenen Toten und errichten Steine um dauerhafte Grabstätten herum. Es gibt viele Rituale, die allein oder in der Gruppe durchgeführt werden können.;;;;;;;;;;;x
EVIL_SPIRITS;the Evil Spirits;les Esprits Mal;die bösen Geister;;;;;;;;;;;x
primitive_shamanism;Fetishistic;Fétichiste;Fetischistisch;;;;;;;;;;;x
primitive_shamanism_DESC;Faith in lesser known elementals and spirits of the world. Primitive Shamanistic beliefs encompass faiths closely guarded by their peoples. Rituals, wards, and other simplistic practices are employed in worship to their patrons. Worshiper’s desire some sort of balance with the natural world which binds these primitive beliefs together categorically. This category of faith only differs from other shamanistic faiths by the amount of known information. As further information is uncovered by explorers and compiled, the amount of primitive shamanistic beliefs in Azeroth decreases.;;Der Glaube an kaum bekannte Elementarwesen und Geister der Welt. Der primitive schamanistische Glaube umfasst Glaubensrichtungen, die von ihren Völkern streng gehütet werden. Rituale, Schutzzauber und andere simple Praktiken werden bei der Verehrung ihrer Schutzpatrone angewandt. Der Wunsch der Gläubigen nach einer Art Gleichgewicht mit der natürlichen Welt verbindet diese primitiven Überzeugungen gleichermaßen. Diese Kategorie des Glaubens unterscheidet sich von anderen schamanistischen Glaubensrichtungen nur durch die Menge an bekannten Informationen. In dem Maße, wie weitere Informationen von Forschern aufgedeckt und zusammengestellt werden, nimmt die Menge der primitiven schamanistischen Glaubensrichtungen in Azeroth ab.;;;;;;;;;;;x
loa_group;Loa;Loa;Loa;;;;;;;;;;;x
GOD_EARTH_MOTHER;the Earth Mother;la Terre-Mère;die Erdenmutter;;;;;;;;;;;x
GOD_SKY_FATHER;the Sky Father;le Père-Ciel;der Himmelsvater;;;;;;;;;;;x
earth_mother_worship;Earth Mother;Terre-Mère;Erdenmutter;;;;;;;;;;;x
earth_mother_worship_DESC;The Earth Mother is the embodiment of nature and life. This being is primarily worshipped by tauren and acknowledged by some orc shamans as the creator of the land. The Earth Mother is regarded in tauren culture the same way Elune is in kaldorei culture. Both are meant to be the stabilizing factor in the shifting lives of their respective people.;;;;;;;;;;;;;x
old_gods_worship;Shath'gral;Shath'gral;Shath'gralisch;;;;;;;;;;;x
