#CODE;ENGLISH;RUSSIAN;;;;;;;;;;;;x;;;;;;;;;;;;;;
creature_blood_elf_desc;The blood elves are a race formed from the high elves of Quel'thalas. In honour of their dead brethren, the survivors call themselves blood elves or Sin'dorei, which in thalassian means "children of blood". Both high elves and blood elves, regardless of class, status or origin, are fond of magic and have some addiction to it. But, unlike their original Quel'dorei brethren, all Sin'dorei siphon away the magical power off other beings. On average, blood elves are slightly taller than humans and considerably thinner in bone structure. Most of them have chiseled, regular features. The Quel'dorei heritage is expressed in light skin and golden hue of hair, although among the Sin'dorei, there are elves with unnaturally pale or unexpectedly swarthy complexions.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
creature_high_elf;High Elf;;;;;;;;;;;;;x;;;;;;;;;;;;;;
creature_high_elf_desc;The high elves, or Quel'dorei, are the absolute opposite of their cousins - the night elves (or Kaldorei). The Quel'Dorei are the descendants of those who served Azshara at the time of the first Well of Eternity, they took the light of the sun and left the darkness of the night. High elves are typically taller and more slender than humans. They are distinguished from the night elves by shorter ears and much smaller growth, among other physical differences. Quel'Dorei have fair skin, thin, and perfectly fair facial features - many of them are regarded as beautiful. However, despite their external beauty, high elves are quite narcissistic. The high elves used magic for generations, absorbing it with their mothers' milk. Even among those lacking a natural talent for magic, high elves cannot live or even think clearly if they do not receive their necessary mana requirement on a regular basis.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
creature_gnome;Gnome;;;;;;;;;;;;;x;;;;;;;;;;;;;;
creature_gnome_desc;Gnomes are a tiny race of technicians, mechanics, and inventors, known for their ingenious minds and eccentric character. Gnomes are very small - child-size - hardly more than a meter in height, and weigh only about twenty kilograms. Despite their small growth, they are quick and clever. For their small body, they have a disproportionately large head, almost the size of the rest of the body. Within these oversized skulls, all gnomes have the mind of a genius: the desire for invention, especially complex mechanical devices, is inlaid by nature, although some of these inventions are very dangerous.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
creature_dwarf;Dwarf;;;;;;;;;;;;;x;;;;;;;;;;;;;;
creature_dwarf_desc;Dwarfs are small and stocky creatures that most often live in the mountains of Khaz Modan, the central part of the continent of the Eastern Kingdoms. Due to their physical attributes, they have excellent strength and endurance. A usual dwarf is stable, observant, and always ready for work or battle. He can be violent and angry or stubborn and persistent, depending on the situation. Although dwarves prefer to plan their actions in advance to overcome trouble, many of them will lose their temper when their feelings come into play. Many generations of dwarves are famous for their unsurpassed skill in working on metal and stone. They are masters of blacksmithing, and their jewelry, armor, and weapons are made perfectly.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
creature_kobold;Kobold;;;;;;;;;;;;;x;;;;;;;;;;;;;;
creature_kobold_desk;Kobolds are a cowardly race of miners and candle manufacturers who resemble large and lean anthropoid rats, spending most of their life underground. The kobolds have a rather obsessive mindset of mining ores and digging tunnels - they grab any abandoned mine and pick up any tools remaining there, at least whenever they have a chance to do so with impunity. Of all the ores that can be mined in the earth, they are especially fond of gold. It seems that their race lives in darkness for the most part - but that's not the case. The kobolds in the mines rely on the light of their candles, which they wear directly on their heads and zealously guard against the hands of others.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
member_of_the_order_of_the_silver_hand;Member of the Silver Hand;;;;;;;;;;;;;x;;;;;;;;;;;;;;
member_of_the_order_of_the_silver_hand_desc;This character is a member of the paladin order of the Silver Hand.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_1;Worthless Mage I;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_1_desc;Mages are experienced practitioners of Arcane magic. If they are capable of bringing the universe's chaotic Arcane energies under control, Mages can unlock a wide berth of destructive and supportive capabilities.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_2;Novice Mage II;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_2_desc;Mages are experienced practitioners of Arcane magic. If they are capable of bringing the universe's chaotic Arcane energies under control, Mages can unlock a wide berth of destructive and supportive capabilities.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_3;Apprentice Mage III;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_3_desc;Mages are experienced practitioners of Arcane magic. If they are capable of bringing the universe's chaotic Arcane energies under control, Mages can unlock a wide berth of destructive and supportive capabilities.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_4;Experienced Mage IV;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_4_desc;Mages are experienced practitioners of Arcane magic. If they are capable of bringing the universe's chaotic Arcane energies under control, Mages can unlock a wide berth of destructive and supportive capabilities.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_5;Skilled Mage V;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_5_desc;Mages are experienced practitioners of Arcane magic. If they are capable of bringing the universe's chaotic Arcane energies under control, Mages can unlock a wide berth of destructive and supportive capabilities.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_6;Expert Mage VI;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_6_desc;Mages are experienced practitioners of Arcane magic. If they are capable of bringing the universe's chaotic Arcane energies under control, Mages can unlock a wide berth of destructive and supportive capabilities.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_7;Great Mage VII;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_7_desc;Mages are experienced practitioners of Arcane magic. If they are capable of bringing the universe's chaotic Arcane energies under control, Mages can unlock a wide berth of destructive and supportive capabilities.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_8;Master Mage VIII;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_8_desc;Mages are experienced practitioners of Arcane magic. If they are capable of bringing the universe's chaotic Arcane energies under control, Mages can unlock a wide berth of destructive and supportive capabilities.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_9;Grand Master Mage IX;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_9_desc;Mages are experienced practitioners of Arcane magic. If they are capable of bringing the universe's chaotic Arcane energies under control, Mages can unlock a wide berth of destructive and supportive capabilities.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_10;Legendary Mage X;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_mage_10_desc;Mages are experienced practitioners of Arcane magic. If they are capable of bringing the universe's chaotic Arcane energies under control, Mages can unlock a wide berth of destructive and supportive capabilities.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_1;Worthless Hunter I;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_1_desc;Hunters are skilled and experienced marksmen. In a fight, Hunters meet their foe with the same ferocity any woodsman would find in a wild animal.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_2;Novice Hunter II;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_2_desc;Hunters are skilled and experienced marksmen. In a fight, Hunters meet their foe with the same ferocity any woodsman would find in a wild animal.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_3;Apprentice Hunter III;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_3_desc;Hunters are skilled and experienced marksmen. In a fight, Hunters meet their foe with the same ferocity any woodsman would find in a wild animal.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_4;Experienced Hunter IV;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_4_desc;Hunters are skilled and experienced marksmen. In a fight, Hunters meet their foe with the same ferocity any woodsman would find in a wild animal.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_5;Skilled Hunter V;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_5_desc;Hunters are skilled and experienced marksmen. In a fight, Hunters meet their foe with the same ferocity any woodsman would find in a wild animal.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_6;Expert Hunter VI;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_6_desc;Hunters are skilled and experienced marksmen. In a fight, Hunters meet their foe with the same ferocity any woodsman would find in a wild animal.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_7;Great Hunter VII;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_7_desc;Hunters are skilled and experienced marksmen. In a fight, Hunters meet their foe with the same ferocity any woodsman would find in a wild animal.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_8;Master Hunter VIII;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_8_desc;Hunters are skilled and experienced marksmen. In a fight, Hunters meet their foe with the same ferocity any woodsman would find in a wild animal.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_9;Grand Master Hunter IX;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_9_desc;Hunters are skilled and experienced marksmen. In a fight, Hunters meet their foe with the same ferocity any woodsman would find in a wild animal.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_10;Legendary Hunter X;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_hunter_10_desc;Hunters are skilled and experienced marksmen. In a fight, Hunters meet their foe with the same ferocity any woodsman would find in a wild animal.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_1;Worthless Warrior I;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_1_desc;Warriors are heavily armored, rage-fueled melee combatants. Their fury is unmatched in battle, felling those unlucky enough to meet them blade to blade.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_2;Novice Warrior II;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_2_desc;Warriors are heavily armored, rage-fueled melee combatants. Their fury is unmatched in battle, felling those unlucky enough to meet them blade to blade.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_3;Apprentice Warrior III;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_3_desc;Warriors are heavily armored, rage-fueled melee combatants. Their fury is unmatched in battle, felling those unlucky enough to meet them blade to blade.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_4;Experienced Warrior IV;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_4_desc;Warriors are heavily armored, rage-fueled melee combatants. Their fury is unmatched in battle, felling those unlucky enough to meet them blade to blade.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_5;Skilled Warrior V;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_5_desc;Warriors are heavily armored, rage-fueled melee combatants. Their fury is unmatched in battle, felling those unlucky enough to meet them blade to blade.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_6;Expert Warrior VI;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_6_desc;Warriors are heavily armored, rage-fueled melee combatants. Their fury is unmatched in battle, felling those unlucky enough to meet them blade to blade.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_7;Great Warrior VII;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_7_desc;Warriors are heavily armored, rage-fueled melee combatants. Their fury is unmatched in battle, felling those unlucky enough to meet them blade to blade.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_8;Master Warrior VIII;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_8_desc;Warriors are heavily armored, rage-fueled melee combatants. Their fury is unmatched in battle, felling those unlucky enough to meet them blade to blade.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_9;Grand Master Warrior IX;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_9_desc;Warriors are heavily armored, rage-fueled melee combatants. Their fury is unmatched in battle, felling those unlucky enough to meet them blade to blade.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_10;Legendary Warrior X;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_warrior_10_desc;Warriors are heavily armored, rage-fueled melee combatants. Their fury is unmatched in battle, felling those unlucky enough to meet them blade to blade.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_1;Worthless Paladin I;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_1_desc;Paladins are blessed with the task of protecting the innocent and empowering the weak. These heavily-armored holy warriors can be found to be nigh-invincible and can even call upon the powers of a Priest.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_2;Novice Paladin II;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_2_desc;Paladins are blessed with the task of protecting the innocent and empowering the weak. These heavily-armored holy warriors can be found to be nigh-invincible and can even call upon the powers of a Priest.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_3;Apprentice Paladin III;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_3_desc;Paladins are blessed with the task of protecting the innocent and empowering the weak. These heavily-armored holy warriors can be found to be nigh-invincible and can even call upon the powers of a Priest.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_4;Experienced Paladin IV;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_4_desc;Paladins are blessed with the task of protecting the innocent and empowering the weak. These heavily-armored holy warriors can be found to be nigh-invincible and can even call upon the powers of a Priest.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_5;Skilled Paladin V;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_5_desc;Paladins are blessed with the task of protecting the innocent and empowering the weak. These heavily-armored holy warriors can be found to be nigh-invincible and can even call upon the powers of a Priest.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_6;Expert Paladin VI;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_6_desc;Paladins are blessed with the task of protecting the innocent and empowering the weak. These heavily-armored holy warriors can be found to be nigh-invincible and can even call upon the powers of a Priest.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_7;Great Paladin VII;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_7_desc;Paladins are blessed with the task of protecting the innocent and empowering the weak. These heavily-armored holy warriors can be found to be nigh-invincible and can even call upon the powers of a Priest.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_8;Master Paladin VIII;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_8_desc;Paladins are blessed with the task of protecting the innocent and empowering the weak. These heavily-armored holy warriors can be found to be nigh-invincible and can even call upon the powers of a Priest.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_9;Grand Master Paladin IX;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_9_desc;Paladins are blessed with the task of protecting the innocent and empowering the weak. These heavily-armored holy warriors can be found to be nigh-invincible and can even call upon the powers of a Priest.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_10;Legendary Paladin X;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_paladin_10_desc;Paladins are blessed with the task of protecting the innocent and empowering the weak. These heavily-armored holy warriors can be found to be nigh-invincible and can even call upon the powers of a Priest.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_1;Worthless Priest I;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_1_desc;Priests devote themselves to a life of meditation, spirituality, and the dedicated veneration of their gods. Adept in divine magics, Priests are capable of mending terrible wounds.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_2;Novice Priest II;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_2_desc;Priests devote themselves to a life of meditation, spirituality, and the dedicated veneration of their gods. Adept in divine magics, Priests are capable of mending terrible wounds.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_3;Apprentice Priest III;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_3_desc;Priests devote themselves to a life of meditation, spirituality, and the dedicated veneration of their gods. Adept in divine magics, Priests are capable of mending terrible wounds.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_4;Experienced Priest IV;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_4_desc;Priests devote themselves to a life of meditation, spirituality, and the dedicated veneration of their gods. Adept in divine magics, Priests are capable of mending terrible wounds.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_5;Skilled Priest V;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_5_desc;Priests devote themselves to a life of meditation, spirituality, and the dedicated veneration of their gods. Adept in divine magics, Priests are capable of mending terrible wounds.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_6;Expert Priest VI;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_6_desc;Priests devote themselves to a life of meditation, spirituality, and the dedicated veneration of their gods. Adept in divine magics, Priests are capable of mending terrible wounds.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_7;Great Priest VII;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_7_desc;Priests devote themselves to a life of meditation, spirituality, and the dedicated veneration of their gods. Adept in divine magics, Priests are capable of mending terrible wounds.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_8;Master Priest VIII;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_8_desc;Priests devote themselves to a life of meditation, spirituality, and the dedicated veneration of their gods. Adept in divine magics, Priests are capable of mending terrible wounds.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_9;Grand Master Priest IX;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_9_desc;Priests devote themselves to a life of meditation, spirituality, and the dedicated veneration of their gods. Adept in divine magics, Priests are capable of mending terrible wounds.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_10;Legendary Priest X;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_priest_10_desc;Priests devote themselves to a life of meditation, spirituality, and the dedicated veneration of their gods. Adept in divine magics, Priests are capable of mending terrible wounds.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_1;Worthless Rogue I;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_1_desc;Rogues are proficient in assassination, subterfuge, and disguise. Their sense of honor balances on the edge of a coin, and they are rarely found fighting on even terms.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_2;Novice Rogue II;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_2_desc;Rogues are proficient in assassination, subterfuge, and disguise. Their sense of honor balances on the edge of a coin, and they are rarely found fighting on even terms.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_3;Apprentice Rogue III;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_3_desc;Rogues are proficient in assassination, subterfuge, and disguise. Their sense of honor balances on the edge of a coin, and they are rarely found fighting on even terms.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_4;Experienced Rogue IV;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_4_desc;Rogues are proficient in assassination, subterfuge, and disguise. Their sense of honor balances on the edge of a coin, and they are rarely found fighting on even terms.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_5;Skilled Rogue V;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_5_desc;Rogues are proficient in assassination, subterfuge, and disguise. Their sense of honor balances on the edge of a coin, and they are rarely found fighting on even terms.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_6;Expert Rogue VI;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_6_desc;Rogues are proficient in assassination, subterfuge, and disguise. Their sense of honor balances on the edge of a coin, and they are rarely found fighting on even terms.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_7;Great Rogue VII;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_7_desc;Rogues are proficient in assassination, subterfuge, and disguise. Their sense of honor balances on the edge of a coin, and they are rarely found fighting on even terms.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_8;Master Rogue VIII;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_8_desc;Rogues are proficient in assassination, subterfuge, and disguise. Their sense of honor balances on the edge of a coin, and they are rarely found fighting on even terms.;;;;;;;;;;;;;x;;;;;;;;;;;;;;
class_rogue_9;Grand Master Rogue IX;;;;;;;;;;;;;x;;;;;;;;;;;;;;
