ca_stable_1;Stable;;St‰lle;;;;;;;;;;;x
ca_stable_2;Stable;;St‰lle;;;;;;;;;;;x
ca_stable_3;Stable;;St‰lle;;;;;;;;;;;x
ca_stable_4;Stable;;St‰lle;;;;;;;;;;;x
ca_stable_5;Stable;;St‰lle;;;;;;;;;;;x
ca_stable_6;Stable;;St‰lle;;;;;;;;;;;x
ca_blacksmith_1;Blacksmith;;Schmied;;;;;;;;;;;x
ca_blacksmith_2;Blacksmith;;Schmied;;;;;;;;;;;x
ca_blacksmith_3;Blacksmith;;Schmied;;;;;;;;;;;x
ca_blacksmith_4;Blacksmith;;Schmied;;;;;;;;;;;x
blacksmith_1_desc;Soldiers and Workers alike get equipped by the goods produced in this building;;;;;;;;;;;;;x
ct_farm_1;Farm;;Farm;;;;;;;;;;;x
ct_farm_2;Farm;;Farm;;;;;;;;;;;x
ct_farm_3;Farm;;Farm;;;;;;;;;;;x
ct_farm_4;Farm;;Farm;;;;;;;;;;;x
ct_farm_5;Farm;;Farm;;;;;;;;;;;x
ct_farm_6;Farm;;Farm;;;;;;;;;;;x
ct_mine_1;Mine;;Mine;;;;;;;;;;;x
ct_mine_2;Mine;;Mine;;;;;;;;;;;x
ct_mine_3;Mine;;Mine;;;;;;;;;;;x
ct_mine_4;Mine;;Mine;;;;;;;;;;;x
ct_mine_5;Mine;;Mine;;;;;;;;;;;x
ct_mine_6;Mine;;Mine;;;;;;;;;;;x
ct_lumber_mill_1;Lumbermill;;S‰gewerk;;;;;;;;;;;x
ct_lumber_mill_2;Lumbermill;;S‰gewerk;;;;;;;;;;;x
ct_lumber_mill_3;Lumbermill;;S‰gewerk;;;;;;;;;;;x
ct_lumber_mill_4;Lumbermill;;S‰gewerk;;;;;;;;;;;x
ct_lumber_mill_5;Lumbermill;;S‰gewerk;;;;;;;;;;;x
ct_lumber_mill_6;Lumbermill;;S‰gewerk;;;;;;;;;;;x
ct_tavern_1;Tavern;;Taverne;;;;;;;;;;;x
ct_tavern_2;Tavern;;Taverne;;;;;;;;;;;x
ct_tavern_3;Tavern;;Taverne;;;;;;;;;;;x
ct_tavern_4;Tavern;;Taverne;;;;;;;;;;;x
ct_tavern_5;Tavern;;Taverne;;;;;;;;;;;x
ct_tavern_6;Tavern;;Taverne;;;;;;;;;;;x
ct_marketplace_1;Marketplace;;Marktplatz;;;;;;;;;;;x
ct_marketplace_2;Marketplace;;Marktplatz;;;;;;;;;;;x
ct_marketplace_3;Marketplace;;Marktplatz;;;;;;;;;;;x
ct_marketplace_4;Marketplace;;Marktplatz;;;;;;;;;;;x
ct_marketplace_5;Marketplace;;Marktplatz;;;;;;;;;;;x
ct_marketplace_6;Marketplace;;Marktplatz;;;;;;;;;;;x
ct_blacksmith_1;Blacksmith;;Schmied;;;;;;;;;;;x
ct_blacksmith_2;Blacksmith;;Schmied;;;;;;;;;;;x
ct_blacksmith_3;Blacksmith;;Schmied;;;;;;;;;;;x
ct_blacksmith_4;Blacksmith;;Schmied;;;;;;;;;;;x
ct_town_hall_1;Townhall I;;Rathaus;;;;;;;;;;;x
ct_town_hall_2;Townhall II;;Rathaus II;;;;;;;;;;;x
ct_town_hall_3;Keep I;;Bergfried I;;;;;;;;;;;x
ct_town_hall_4;Keep II;;Bergfried II;;;;;;;;;;;x
ct_town_hall_5;Castle I;;Schloss I;;;;;;;;;;;x
ct_town_hall_6;Castle II;;Schloss II;;;;;;;;;;;x
ct_town_hall_1_desc;The heart of every settlement in Azeroth;;;;;;;;;;;;;x
tp_garden_1;Garden;;Garten;;;;;;;;;;;x
tp_garden_2;Garden;;Garten;;;;;;;;;;;x
tp_garden_3;Garden;;Garten;;;;;;;;;;;x
tp_garden_4;Garden;;Garten;;;;;;;;;;;x
tp_garden_5;Garden;;Garten;;;;;;;;;;;x
tp_garden_6;Garden;;Garten;;;;;;;;;;;x
tp_marketplace_1;Marketplace;;Marktplatz;;;;;;;;;;;x
tp_marketplace_2;Marketplace;;Marktplatz;;;;;;;;;;;x
tp_marketplace_3;Marketplace;;Marktplatz;;;;;;;;;;;x
tp_marketplace_4;Marketplace;;Marktplatz;;;;;;;;;;;x
tp_marketplace_5;Marketplace;;Marktplatz;;;;;;;;;;;x
tp_marketplace_6;Marketplace;;Marktplatz;;;;;;;;;;;x
tp_blacksmith_1;Blacksmith;;Schmied;;;;;;;;;;;x
tp_blacksmith_2;Blacksmith;;Schmied;;;;;;;;;;;x
tp_blacksmith_3;Blacksmith;;Schmied;;;;;;;;;;;x
tp_blacksmith_4;Blacksmith;;Schmied;;;;;;;;;;;x
ca_necropolis_1;Scourge Necropolis;;Nekropole;;;;;;;;;;;x
ca_necropolis_2;Scourge Necropolis;;Nekropole;;;;;;;;;;;x
ca_necropolis_3;Scourge Necropolis;;Nekropole;;;;;;;;;;;x
ca_necropolis_desc;A massive flying citadel based on Nerubian architecture and empowered with dark magic. These flying fortresses house elite Scourge troops and serve as invasion points for the Scourge throughout Azeroth. Deep inside the corridors elite death knights train, twisted experiments are conducted, and horrors are constructed. The most famous necropolis, Naxxramas, makes even the most brave mortal feel a sense of dread.;;;;;;;;;;;;;x
ca_ziggurat_1;Ziggurat;;Ziggurat;;;;;;;;;;;x
ca_ziggurat_2;Ziggurat;;Ziggurat;;;;;;;;;;;x
ca_ziggurat_3;Ziggurat;;Ziggurat;;;;;;;;;;;x
ca_ziggurat_desc;Ziggurat's serve as centers for the Death God worshippers. These centers attract cultist worshippers who are known for their sorcery and plaguespreading.;;;;;;;;;;;;;x
ca_plaguespreader_1;Plaguespreader;;Seuchenverbreiter;;;;;;;;;;;x
ca_plaguespreader_2;Plaguespreader;;Seuchenverbreiter;;;;;;;;;;;x
ca_plaguespreader_3;Plaguespreader;;Seuchenverbreiter;;;;;;;;;;;x
ca_plaguespreader_desc;Plaguespreaders are floating relics which unleash a plagued mist to desecrate the very earth beaneath them.;;;;;;;;;;;;;x
ca_horrorpits_1;Horrorpits;;Schreckensgruben;;;;;;;;;;;x
ca_horrorpits_desc;Horrorpits house the living slaves of the Scourge. Those who are fortunate enough to be captured by the Scourge are force to live the rest of their short lives in ore mining pits. Sooner or later however, they will become undead.;;;;;;;;;;;;;x
ca_fleshworks_1;Fleshworks ;;Fleischwerke;;;;;;;;;;;x
ca_fleshworks_desc;The Fleshworks house mad scientists who create the foulest creatures known to man. Abominations, flesh giants, bone constructs, these are only a few of the commonly known creations.;;;;;;;;;;;;;x
ca_plagueworks_1;Plagueworks;;Seuchenwerke;;;;;;;;;;;x
ca_plagueworks_desc;Unspeakable experiments upon living creatures are conducted here. It is here where the Scourge continue to perfect their unholy plague.;;;;;;;;;;;;;x
ca_unholyarmory_1;Unholy Armory;;Unheilige Waffenkammer;;;;;;;;;;;x
ca_unholyarmory_desc;It is here where Scourge troops are equipped for war. From the lowest skeleton warrior to the most skilled death knight, Scourge smiths work endlessly to create  armor and weapons for the undead legions.;;;;;;;;;;;;;x
ca_icecrowncitadel;Icecrown Citadel;;Eiskronenzitadelle;;;;;;;;;;;x
ca_icecrowncitadel_desc;Necromancers, death knights and abominations are just a few of the unspeakable horrors that walk in this mighty Citadel made of saronit that is built around the frozen throne.;;;;;;;;;;;;;x
ca_frozenthrone;The Frozen Throne;;Der Frostthron;;;;;;;;;;;x
ca_frozenthrone_desc;Deep in the frozen wastes of northrend lies the frozen throne, a huge frozen spire protected by magical runes.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
tp_sunwell;The Sunwell;;Sonnenbrunnen;;;;;;;;;;;x
tp_sunwell_desc;Created from water of the Well of Eternity this place of pure arcane energies quickly became the main source of power for the high elves.;;;;;;;;;;;;;x
tp_sunwellrestored;Restored Sunwell;;;;;;;;;;;;;x
tp_sunwellrestored_desc;Good description needed here;;;;;;;;;;;;;x
ft_garrison_1;Small Garrison;;Kleine Garnision;;;;;;;;;;;x
ft_garrison_2;Medium Garrison;;Mittlere Garnision;;;;;;;;;;;x
ft_garrison_3;Big Garrison;;Grosse Garnision;;;;;;;;;;;x
ft_stone_walls;Wood Walls;;Holz Mauern;;;;;;;;;;;x
ft_wooden_walls;Stone Walls;;Stein Mauern;;;;;;;;;;;x
ft_garrison_1_desc;A small provincial garrison;;;;;;;;;;;;;x
ft_garrison_2_desc;A medium provincial garrison;;;;;;;;;;;;;x
ft_garrison_3_desc;a big provincial garrison;;;;;;;;;;;;;x
ft_wooden_walls_desc;Walls made of wood surround this fortress, giving it a little bit of security.;;;;;;;;;;;;;x
ft_stone_walls_desc;The garrison is now surrounded by a thick stone layer, allowing it to survive sieges.;;;;;;;;;;;;;x
ca_arcanesanctum_1;Arcane Sanctum;;Arkanes Sanktum;;;;;;;;;;;x
ca_arcanesanctum_2;Arcane Sanctum;;Arkanes Sanktum;;;;;;;;;;;x
ca_arcanesanctum_3;Arcane Sanctum;;Arkanes Sanktum;;;;;;;;;;;x
ca_arcanesanctum_4;Arcane Sanctum;;Arkanes Sanktum;;;;;;;;;;;x
ca_arcanesanctum_5;Arcane Sanctum;;Arkanes Sanktum;;;;;;;;;;;x
ca_arcanesanctum_6;Arcane Sanctum;;Arkanes Sanktum;;;;;;;;;;;x
ca_arcanesanctum_desc;A place of science, magic and sorcery. This is also where the main spellcaster forces of the High elves get trained at.;;;;;;;;;;;;;x
ca_arcanetower_1;Arcane Tower;;Arkaner Turm;;;;;;;;;;;x
ca_arcanetower_2;Greater Arcane Tower;;Groﬂer Arkaner Turm;;;;;;;;;;;x
ca_arcanetower_desc;A high elven tower that fires magic at enemies aproaching it.;;;;;;;;;;;;;x
tp_loaaltar_1;Small Loa Altar;;Kleiner Loa-Altar;;;;;;;;;;;x
tp_loaaltar_2;Loa Altar;;Loa-Altar;;;;;;;;;;;x
tp_loaaltar_3;Big Loa Altar;;Groﬂer Loa-Altar;;;;;;;;;;;x
tp_loaaltar_4;Huge Loa Altar;;Gigantischer Loa-Altar;;;;;;;;;;;x
tp_loaaltar_desc;The main place of worship to the Loa;;;;;;;;;;;;;x
tp_voodohut;Voodohut;;Voodoh¸tte;;;;;;;;;;;x
tp_voodohut_desc;A voodohut housing a skilled shadow shaman;;;;;;;;;;;;;x
ca_loashrine_1;Small Loa Shrine;;Bescheidener Loa-Schrein;;;;;;;;;;;x
ca_loashrine_2;Loa Shrine;;Loa-Schrein;;;;;;;;;;;x
ca_loashrine_3;Big Loa Shrine;;Groﬂer Loa-Schrein;;;;;;;;;;;x
ca_loashrine_desc;A more militarized version of the Loa Altar, surrounded by elite troll warriors;;;;;;;;;;;;;x
ca_serpentshrine;Altar of Ula-tek;;Altar von Ula-tek;;;;;;;;;;;x
ca_serpentshrine_desc;The holy altar of Ula-tek, Goddess of Serpents;;;;;;;;;;;;;x
ca_raptorstables_1;Small Raptor Stables;;Kleiner Raptoren-St‰lle;;;;;;;;;;;x
ca_raptorstables_2;Raptor Stables;;Raptoren-St‰lle;;;;;;;;;;;x
ca_raptorstables_3;Great Raptor Stables;;Groﬂe Raptoren-St‰lle;;;;;;;;;;;x
ca_raptorstables_desc;The feared trollraptors are bred in these stables.;;;;;;;;;;;;;x
ca_sacrificealtar;Sacrificial Altar;;Opferaltar;;;;;;;;;;;x
ca_sacrificealtar_desc;A holy place to sacrifice prisoners and 'volunteers' alike to get the blessings of the Loa;;;;;;;;;;;;;x
ca_warcamp_1;Troll Warcamp I;;Troll Kriegslager I;;;;;;;;;;;x
ca_warcamp_2;Troll Warcamp II;;Troll Kriegslager II;;;;;;;;;;;x
ca_warcamp_3;Troll Warcamp III;;Troll Kriegslager III;;;;;;;;;;;x
ca_warcamp_desc;A place for troll warriors to gather for future conquests;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
tb_fishing_shack_1;Fishing Shack;;Fischerh¸tte;;;;;;;;;;;x
tb_fishing_shack_2;Fishing Store;;Fischerladen;;;;;;;;;;;x
tb_fishing_shack_3;Fishing Hub;;Fischerhafen;;;;;;;;;;;x
tb_fishing_shack_4;Fishing Mainhub;;Groﬂer Fischerhafen;;;;;;;;;;;x
fishing_shack_1_desc;A building where fishers gather to go fish;;;;;;;;;;;;;x
tb_farm_1;Farm;;Farm;;;;;;;;;;;x
tb_farm_2;Farm;;Farm;;;;;;;;;;;x
tb_farm_3;Farm;;Farm;;;;;;;;;;;x
tb_farm_4;Farm;;Farm;;;;;;;;;;;x
;;;;;;;;;;;;;;x
tb_mine_1;Mine;;Mine;;;;;;;;;;;x
tb_mine_2;Mine;;Mine;;;;;;;;;;;x
tb_mine_3;Mine;;Mine;;;;;;;;;;;x
tb_mine_4;Mine;;Mine;;;;;;;;;;;x
tb_marketplace_1;Marketplace;;Marktplatz;;;;;;;;;;;x
tb_marketplace_2;Marketplace;;Marktplatz;;;;;;;;;;;x
tb_marketplace_3;Marketplace;;Marktplatz;;;;;;;;;;;x
tb_marketplace_4;Marketplace;;Marktplatz;;;;;;;;;;;x
tb_lumber_mill_1;Lumbermill;;S‰gewerk;;;;;;;;;;;x
tb_lumber_mill_2;Lumbermill;;S‰gewerk;;;;;;;;;;;x
tb_lumber_mill_3;Lumbermill;;S‰gewerk;;;;;;;;;;;x
tb_lumber_mill_4;Lumbermill;;S‰gewerk;;;;;;;;;;;x
tb_war_camp_1;Warcamp;;Kriegslager;;;;;;;;;;;x
tb_war_camp_2;Warcamp;;Kriegslager;;;;;;;;;;;x
tb_war_camp_3;Warcamp;;Kriegslager;;;;;;;;;;;x
tb_war_camp_4;Warcamp;;Kriegslager;;;;;;;;;;;x
tb_war_camp_desc;A place for the local warriors to gather for future raiding, drinking and killing.;;;;;;;;;;;;;x
tb_practice_range_1;Practice Range;;‹bungsplatz;;;;;;;;;;;x
tb_practice_range_2;Practice Range;;‹bungsplatz;;;;;;;;;;;x
tb_practice_range_3;Practice Range;;‹bungsplatz;;;;;;;;;;;x
tb_practice_range_4;Practice Range;;‹bungsplatz;;;;;;;;;;;x
tb_practice_range_desc;Archers of the local area come to hone their skills in this range.;;;;;;;;;;;;;x
tb_shipyard_1;Shipyard;;Werft;;;;;;;;;;;x
tb_shipyard_2;Shipyard;;Werft;;;;;;;;;;;x
tb_shipyard_3;Shipyard;;Werft;;;;;;;;;;;x
tb_shipyard_4;Shipyard;;Werft;;;;;;;;;;;x
shipyard_desc;Boats for trade commerce but also war are made in this shipyard.;;;;;;;;;;;;;x
ct_village_1;Hamlet;;;;;;;;;;;;;x
ct_village_2;Village;;;;;;;;;;;;;x
ct_village_3;Town;;;;;;;;;;;;;x
ct_village_4;City;;;;;;;;;;;;;x
ct_village_5;Metropolis;;;;;;;;;;;;;x
tb_gnollhuts_1 ;Gnoll Huts;;;;;;;;;;;;;x
tb_gnollhuts_2;Gnoll Huts;;;;;;;;;;;;;x
tb_gnollhuts_3;Gnoll Huts;;;;;;;;;;;;;x
tb_gnollhuts_1 _desc;Livingspace for the evergrowing pack.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
tp_sunwellcorrupted;The Corrupted Sunwell;;;;;;;;;;;;;x
tp_sunwellcorrupted_desc;Corrupted by dark forces this once holy and arcane place turned into a place of evil and death.;;;;;;;;;;;;;x
ca_worgbreeder_1;Worg Breeder;;;;;;;;;;;;;x
ca_worgbreeder_2;Worg Breeder;;;;;;;;;;;;;x
ca_worgbreeder_3;Worg Breeder;;;;;;;;;;;;;x
ca_worgbreeder_4;Worg Breeder;;;;;;;;;;;;;x
ca_worgbreeder_desc;This is where the worgen for the inferious Orc Raiders are being kept.;;;;;;;;;;;;;x
ca_beastiary_1;Beastiary;;;;;;;;;;;;;x
ca_beastiary_2;Beastiary;;;;;;;;;;;;;x
ca_beastiary_3;Beastiary;;;;;;;;;;;;;x
ca_beastiary_desc;Like a worg breeder, just everything is atleast three times bigger;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
ca_nesting_site_1;Small Dragon Nest;;;;;;;;;;;;;x
ca_nesting_site_2;Dragon Nest;;;;;;;;;;;;;x
ca_nesting_site_3;Big Dragon Nest;;;;;;;;;;;;;x
ca_nesting_site_4;Greater Dragon Nest;;;;;;;;;;;;;x
nesting_site_1_desc;The caverns of this nest are filled with eggs, hatchlings and guards.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
ca_Airwarft_1;Airship Wharft;;;;;;;;;;;;;x
ca_Airwarft_2;Airship Wharft;;;;;;;;;;;;;x
ca_Airwarft_3;Airship Wharft;;;;;;;;;;;;;x
ca_Airwarft_4;Airship Wharft;;;;;;;;;;;;;x
ca_Airwarft_5;Airship Wharft;;;;;;;;;;;;;x
ca_airwarft_desc;Airships for warfare and commerce are being built in this wharft;;;;;;;;;;;;;x
ct_shreddermill_1;Shredder Mill;;;;;;;;;;;;;x
ct_shreddermill_2;Shredder Mill;;;;;;;;;;;;;x
ct_shreddermill_3;Shredder Mill;;;;;;;;;;;;;x
ct_shreddermill_4;Shredder Mill;;;;;;;;;;;;;x
ct_shreddermill_5;Shredder Mill;;;;;;;;;;;;;x
ct_shreddermill_desc;Wood for the evergrowing goblin industrie gets shredder here and when there is need these shredders can also be used as strong soldiers.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
tb_murlochut_1;Murloc Huts;;;;;;;;;;;;;x
tb_murlochut_2;Murloc Huts;;;;;;;;;;;;;x
tb_murlochut_3;Murloc Huts;;;;;;;;;;;;;x
tb_murlochut_4;Murloc Huts;;;;;;;;;;;;;x
tb_murlochut_1_desc;Mrrmuglll ntrrrgllaa maglaaarrr!;;;;;;;;;;;;;x
tb_coralbladesharpener_1;Coralblade Sharpener;;;;;;;;;;;;;x
tb_coralbladesharpener_2;Coralblade Sharpener;;;;;;;;;;;;;x
tb_coralbladesharpener_3;Coralblade Sharpener;;;;;;;;;;;;;x
tb_coralbladesharpener_4;Coralblade Sharpener;;;;;;;;;;;;;x
tb_coralsharpener_1_desc;urglrlle mutrrgil urglule urglo!;;;;;;;;;;;;;x
tb_gnollcamp_1;Gnoll Camp;;;;;;;;;;;;;x
tb_gnollcamp_2;Gnoll Camp;;;;;;;;;;;;;x
tb_gnollcamp_3;Gnoll Camp;;;;;;;;;;;;;x
tb_gnollcamp_4;Gnoll Camp;;;;;;;;;;;;;x
tb_gnollcamp_desc;Gnolls are gathering in this area to prepare for raids and plundering.;;;;;;;;;;;;;x
tp_event;Event Only;;;;;;;;;;;;;x
ca_event;Event Only;;;;;;;;;;;;;x
tp_event_desc;Event Only;;;;;;;;;;;;;x
ca_event_desc;Event Only;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
ca_guardtower_1;Scout Tower;;;;;;;;;;;;;x
ca_guardtower_2;Guard Tower;;;;;;;;;;;;;x
ca_guardtower_1_desc;Towers made of stone created to protect the area from attackers.;;;;;;;;;;;;;x
ca_guardtower_2_desc;Reinforced towers made of stone created to protect the area from attackers.;;;;;;;;;;;;;x
tp_voodohut_1;Voodohut;;;;;;;;;;;;;x
tp_voodohut_2;Voodohut;;;;;;;;;;;;;x
tp_voodohut_3;Voodohut;;;;;;;;;;;;;x
tp_voodohut_4;Voodohut;;;;;;;;;;;;;x
tp_voodohut_5;Voodohut;;;;;;;;;;;;;x
tp_voodohut_6;Voodohut;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
ca_firing_range_1;Dwarven Firing Range;;;;;;;;;;;;;x
ca_firing_range_2;Dwarven Firing Range;;;;;;;;;;;;;x
ca_firing_range_3;Dwarven Firing Range;;;;;;;;;;;;;x
ca_firing_range_4;Dwarven Firing Range;;;;;;;;;;;;;x
firing_range_1_desc;Dwarven soldiers learn how to use a gunpowder rifles in this building.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
ca_manufactory_1;Workshop;;;;;;;;;;;;;x
ca_manufactory_2;Workshop;;;;;;;;;;;;;x
ca_manufactory_3;Workshop;;;;;;;;;;;;;x
ca_manufactory_4;Workshop;;;;;;;;;;;;;x
manufactory_1_desc;Weapons of war like the siege engine are being manufactured in these workshops.;;;;;;;;;;;;;x
ct_engineering_1;Engineer Quarters;;;;;;;;;;;;;x
ct_engineering_2;Engineer Quarters;;;;;;;;;;;;;x
ct_engineering_3;Engineer Quarters;;;;;;;;;;;;;x
ct_engineering_3_a;Goblin Engineer Quarters;;;;;;;;;;;;;x
ct_engineering_3_b;Gnome Engineer Quarters;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
tr_airtrade_1;Flight Master;;;;;;;;;;;;;x
tr_airtrade_2;Flight Master;;;;;;;;;;;;;x
tr_airtrade_3;Flight Master;;;;;;;;;;;;;x
tr_airtrade_desc;The flight master allows quick transport from and to this location.;;;;;;;;;;;;;x
tr_guards_1;Guard Post;;;;;;;;;;;;;x
tr_guards_2;Guard Post;;;;;;;;;;;;;x
tr_guards_3;Guard Post;;;;;;;;;;;;;x
tr_guards_desc;A guard post protecting the trade post;;;;;;;;;;;;;x
tr_shiptrade_1;Trade Dock;;;;;;;;;;;;;x
tr_shiptrade_2;Trade Dock;;;;;;;;;;;;;x
tr_shiptrade_3;Trade Dock;;;;;;;;;;;;;x
tr_shiptrade_desc;A trade dock allowing commerce in the area.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
tp_holypond_1;Holy Water;;;;;;;;;;;;;x
tp_holypond_2;Holy Water;;;;;;;;;;;;;x
tp_holypond_3;Holy Water;;;;;;;;;;;;;x
tp_holypond_4;Holy Water;;;;;;;;;;;;;x
tp_holypond_1_desc;A holy place to the worshippers of the water deities;;;;;;;;;;;;;x
tp_necromancyschool_1;Necromancy School;;;;;;;;;;;;;x
tp_necromancyschool_2;Necromancy School;;;;;;;;;;;;;x
tp_necromancyschool_3;Necromancy School;;;;;;;;;;;;;x
tp_necromancyschool_4;Necromancy School;;;;;;;;;;;;;x
tp_necromancyschool_5;Scholomance;;;;;;;;;;;;;x
tp_necromancyschool_desc;A necromancy school where members of the cult of the damned enhance their dark magic skills and create armies of the dead;;;;;;;;;;;;;x
tp_necromancyschool_5_desc;Scholomance desc;;;;;;;;;;;;;x
tp_laboratory_1;Laboratory;;;;;;;;;;;;;x
tp_laboratory_2;Laboratory;;;;;;;;;;;;;x
tp_laboratory_3;Laboratory;;;;;;;;;;;;;x
tp_laboratory_4;Laboratory;;;;;;;;;;;;;x
tp_laboratory_5;Forsaken Laboratory;;;;;;;;;;;;;x
tp_laboratory_desc;The smartest minds of the realm will gather in these buildings to discover new things;;;;;;;;;;;;;x
tp_laboratory_5_desc;Forsaken Laboratory Desc;;;;;;;;;;;;;x
tp_magicfield;Magic Shield;;;;;;;;;;;;;x
tp_magicfield_desc;A shield out of pure arcane powers protects this holding;;;;;;;;;;;;;x
ca_necromancyschool_1;Necromancy School;;;;;;;;;;;;;x
ca_necromancyschool_2;Necromancy School;;;;;;;;;;;;;x
ca_necromancyschool_3;Necromancy School;;;;;;;;;;;;;x
ca_necromancyschool_4;Necromancy School;;;;;;;;;;;;;x
ca_necromancyschool_5;Scholomance;;;;;;;;;;;;;x
ca_necromancyschool_desc;A necromancy school where members of the cult of the damned enhance their dark magic skills and create armies of the dead;;;;;;;;;;;;;x
ca_necromancyschool_5_desc;Scholomance desc;;;;;;;;;;;;;x
ca_arcanevault_1;Arcane Vault;;;;;;;;;;;;;x
ca_arcanevault_2;Arcane Vault;;;;;;;;;;;;;x
ca_arcanevault_3;Arcane Vault;;;;;;;;;;;;;x
ca_arcanevault_4;Arcane Vault;;;;;;;;;;;;;x
ca_arcanevault_5;Arcane Vault;;;;;;;;;;;;;x
ca_arcanevault_6;Arcane Vault;;;;;;;;;;;;;x
ca_arcanevault_desc;Highly secure storage units utilized by both the Kirin Tor and the High Elves;;;;;;;;;;;;;x
ct_village_1;Hamlet;;Ortschaft;;;;;;;;;;;x
ct_village_2;Village;;Dorf;;;;;;;;;;;x
ct_village_3;Town;;Stadt;;;;;;;;;;;x
ct_village_4;City;;Gro?stadt;;;;;;;;;;;x
ct_village_5;Metropolis;;Metropole;;;;;;;;;;;x
ct_village_1_desc;A small village with a few people walking the streets and going on their daily busines.;;;;;;;;;;;;;x
ct_village_1_desc;People can be seen walking on the streets of this village rather frequently and shops are being used from time to time.;;;;;;;;;;;;;x
ct_village_1_desc;Merchants coming from far and away are now using the roads of this town to bring their wares and the streets are busy;;;;;;;;;;;;;x
ct_village_1_desc;Shops can be found in most places now and the streets are alive both at day and at night.;;;;;;;;;;;;;x
ct_village_1_desc;The roads of this metropolis are swarming with people, shops can be seen in every corner and there is oppertunity wherever you go.;;;;;;;;;;;;;x
ca_beastiary_4;Beastiary;;;;;;;;;;;;;x
ca_tower_of_griffins_1;Griffin Tower;;;;;;;;;;;;;x
ca_tower_of_griffins_2;Griffin Tower;;;;;;;;;;;;;x
ca_tower_of_griffins_3;Griffin Tower;;;;;;;;;;;;;x
ca_tower_of_griffins_4;Griffin Tower;;;;;;;;;;;;;x
ca_tower_of_griffins_5;Griffin Tower;;;;;;;;;;;;;x
tower_of_griffins_1_desc;The noble griffins are housed in these towers;;;;;;;;;;;;;x
ca_storehouse_1;Storehouse;;;;;;;;;;;;;x
ca_storehouse_2;Storehouse;;;;;;;;;;;;;x
ca_storehouse_3;Storehouse;;;;;;;;;;;;;x
ca_storehouse_4;Storehouse;;;;;;;;;;;;;x
ca_storehouse_5;Storehouse;;;;;;;;;;;;;x
ca_storehouse_6;Storehouse;;;;;;;;;;;;;x
ca_storehouse_1_desc;Used to store goods in it;;;;;;;;;;;;;x
