#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Maintained by DukeJeans;;;;;;;;;;;;;;x
wc_human_poor3_desc;Herbalists and alchemists alike have found good business within the city by utilizing the city park as a source of well-grown natural herbs and ingredients.;;Kräuterkundige und Alchemisten haben in der Stadt gute Geschäfte entdeckt, indem sie den Stadtpark als Quelle für wohlgezüchtete natürliche Kräuter und Zutaten nutzen.;;;;;;;;;;;x
wc_human_poor4_desc;A large section of the city has been portioned off to make room for a large park district, home to herbalists, alchemists, and other natural arts.;;Ein großer Teil der Stadt wurde abgetrennt, um Platz für ein großes Parkviertel zu schaffen, in dem Kräuterkundige, Alchemisten und andere Naturkünstler leben.;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Orc Group;;;;;;;;;;;;;;x
wc_orc_barracks1;Grunt Mustering Ground;;;;;;;;;;;;;x
wc_orc_barracks2;Grunt Barracks;;;;;;;;;;;;;x
wc_orc_barracks3;Grunt Armory;;;;;;;;;;;;;x
wc_orc_barracks4;Grunt War Clan;;;;;;;;;;;;;x
wc_orc_bestiary1;Worg Den;;Worg-Höhle;;;;;;;;;;;x
wc_orc_bestiary2;Bestial Corral;;Tiergehege;;;;;;;;;;;x
wc_orc_bestiary3;Bestiary;;Bestiarium;;;;;;;;;;;x
wc_orc_bestiary4;Great Bestiary;;Großes Bestiarium;;;;;;;;;;;x
wc_orc_poor1;Peon Hovels;;Peonzelte;;;;;;;;;;;x
wc_orc_poor1;Peon Borrows;;Peonlager;;;;;;;;;;;x
wc_orc_poor1;Peon War Mill;;Peonbaue;;;;;;;;;;;x
wc_orc_poor1;Peon District;;Peonviertel;;;;;;;;;;;x
wc_orc_richres1;Fighting Pit;;;;;;;;;;;;;x
wc_orc_richres2;Orc Arena;;;;;;;;;;;;;x
wc_orc_richres3;Gladiatorial Circle;;;;;;;;;;;;;x
wc_orc_richres4;Crimson Ring;;;;;;;;;;;;;x
wc_orc_manasource1;Elemental Shrine;;;;;;;;;;;;;x
wc_orc_manasource2;Elemental Cavern;;;;;;;;;;;;;x
wc_orc_manasource3;Cleft of Shadow;;;;;;;;;;;;;x
wc_orc_manasource4;Altar of Storms;;;;;;;;;;;;;x
wc_orc_barracks1_desc;Grunts are orcish warriors, who due to their immense strength and blood lust were unmatched in open combat to conventional armies. This mustering field helps organize a gathering of these warriors.;;;;;;;;;;;;;x
wc_orc_barracks2_desc;Grunts are orcish warriors, who due to their immense strength and blood lust were unmatched in open combat to conventional armies. Combined clans are housed within this barracks, sharing their martial skill.;;;;;;;;;;;;;x
wc_orc_barracks3_desc;Grunts are orcish warriors, who due to their immense strength and blood lust were unmatched in open combat to conventional armies. This main clan gathering of weapons and armor greatly improves the skill and blood lust of these clan warriors.;;;;;;;;;;;;;x
wc_orc_barracks4_desc;Grunts are orcish warriors, who due to their immense strength and blood lust were unmatched in open combat to conventional armies. A small district dedicated to a warrior orc clan, serviced by peons and well stocked with weapons, forges, and feasting halls.;;;;;;;;;;;;;x
wc_orc_bestiary1_desc;Worgs play an important part in Orc culture, used as mounts and as pets. These partially, but barely, natural dens allow orcs access to these powerful beasts. ;;Worge spielen eine wichtige Rolle in der Ork-Kultur, die sie als Reittiere und Haustiere verwenden. Diese teilweise, aber nur selten natürlichen Höhlen ermöglichen Orks den Zugang zu diesen mächtigen Tieren. ;;;;;;;;;;;x
wc_orc_bestiary2_desc;A corral with many beast cages which many beast masters of the orc clans tame beasts for economic, but mostly war, purposes.;;Ein Gehege mit vielen Tierkäfigen, die viele Bestienmeister der Ork-Clans für wirtschaftliche, aber meist kriegerische Zwecke zähmen.;;;;;;;;;;;x
wc_orc_bestiary3_desc;A large complex of beast cages and pits which numerous large creatures are tamed by the orc clans for war and conflict.;;Ein großer Komplex von Tierkäfigen und Gruben, in denen zahlreiche große Kreaturen von den Ork-Clans für Krieg und Konflikt gezähmt werden.;;;;;;;;;;;x
wc_orc_bestiary4_desc;A vast complex of beast cages, with countless chained beasts which are tamed by teams of peons and beast masters for war and conflict.;;Ein gewaltiger Komplex von Tierkäfigen, mit unzähligen angeketteten Tieren, die von Teams von Peons und Bestienmeistern für Krieg und Konflikt gezähmt werden.;;;;;;;;;;;x
wc_orc_poor1_desc;Hovels made for and by the peon caste of orcs, runts of orc clans who do the hard labor for their hordes, treated as little more then slaves.;;Mehrere Peons des Lagers haben begonnen, sich niederzulassen und Zelte um die Mauern der Siedlung herum aufzustellen.;;;;;;;;;;;x
wc_orc_poor1_desc;Protective borrows for orc peons in which they made hide and throw out javelins at incoming attackers who try to disrupt their work;;Die wenigen Zelte sind zu ausgewachsenen Lagern geworden, während die Bevölkerung der Siedlung zu explodieren beginnt.;;;;;;;;;;;x
wc_orc_poor1_desc;A large mill and smithy, in which a large group of peon deforest the local landscape of it's resources to help build up the local orc settlements;;Da sie nicht in der Lage sind, sich stabil aufzubauen, haben unsere Peons stattdessen damit begonnen, sich in der Erde niederzulassen, da sie sich nicht auf unsere Mauern zur Verteidigung verlassen können.;;;;;;;;;;;x
wc_orc_poor1_desc;A massive district dedicated to penning in the Peon caste of orcs, these slavish cretins build the vast war industry of the orcs, safe within their walled off districts.;;Die sich schlängelnden Straßen der Slums beherbergen unsere Peons innerhalb und außerhalb unserer Siedlung und schaffen eine schier endlose Anzahl von Arbeitskräften, die wir an jeden beliebigen Ort leiten können.;;;;;;;;;;;x
wc_orc_richres1_desc;A fighting pit where orc warriors prove their mettle by fighting for honor, glory, and gold;;;;;;;;;;;;;x
wc_orc_richres2_desc;An arena where a number of orc champions, and the occasional slave gladiator, fights to the death in front of a bloodthirsty orc crowd.;;;;;;;;;;;;;x
wc_orc_richres3_desc;A sizable orc stadium, which houses a sizable group of gladiators who fight and die for the bloodthirsty amusement of orc crowds, occasionally having to fight off the crowd itself.;;;;;;;;;;;;;x
wc_orc_richres4_desc;A barbarous gladiatorial colosseum where many orc warriors and their gladiators counterparts take part in hundreds of bloodthirsty games.;;;;;;;;;;;;;x
wc_orc_manasource1;A barbarous shrine dedicated to a elemental lord or being worshiped by the orcs as a god or divine spirit;;;;;;;;;;;;;x
wc_orc_manasource2;A spacious holy cavern where orc shamans commune with their lords, and where orc magi study their magic in relative peace;;;;;;;;;;;;;x
wc_orc_manasource3;A strongly magical cavern where a community of orcish dark wizards and their students conduct foul magic in both secrecy and peace, away from other orc communities;;;;;;;;;;;;;x
wc_orc_manasource4;A strong near demonic shrine infused with powerful magic, used as a foci to empower magic and to even bring back the dead.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Dwarven;;;;;;;;;;;;;;x
wc_dwarf_muster1;Rifleman Depot;;;;;;;;;;;;;x
wc_dwarf_muster2;Rifleman Armory;;;;;;;;;;;;;x
wc_dwarf_muster3;Rifleman Range;;;;;;;;;;;;;x
wc_dwarf_muster4;Rifleman Barracks;;;;;;;;;;;;;x
wc_dwarf_mountaintown1;Cavern Hold;;;;;;;;;;;;;x
wc_dwarf_mountaintown2;Cave System;;;;;;;;;;;;;x
wc_dwarf_mountaintown3;Mountain Fortress;;;;;;;;;;;;;x
wc_dwarf_mountaintown4;Mountain Metropolis;;;;;;;;;;;;;x
wc_dwarf_dwarfmine1;Dwarven Mine;;;;;;;;;;;;;x
wc_dwarf_dwarfmine2;Dwarven Strip Mines;;;;;;;;;;;;;x
wc_dwarf_dwarfmine3;Dwarven Minter;;;;;;;;;;;;;x
wc_dwarf_dwarfmine4;Dwarven Mining Guild;;;;;;;;;;;;;x
wc_dwarf_school1;Museum;;;;;;;;;;;;;x
wc_dwarf_school2;Archaeologist Guild;;;;;;;;;;;;;x
wc_dwarf_school3;Historical Emporium;;;;;;;;;;;;;x
wc_dwarf_school4;Academy of Archaeology;;;;;;;;;;;;;x
wc_dwarf_mlibrary1;Excavation;;;;;;;;;;;;;x
wc_dwarf_mlibrary2;Titanic Study;;;;;;;;;;;;;x
wc_dwarf_mlibrary3;Titanic Library;;;;;;;;;;;;;x
wc_dwarf_mlibrary4;Dwarven Vault;;;;;;;;;;;;;x
wc_dwarf_manasource1;Elemental Shrine;;;;;;;;;;;;;x
wc_dwarf_manasource2;Quarter of the Elements;;;;;;;;;;;;;x
wc_dwarf_manasource3;Temple of the Elements;;;;;;;;;;;;;x
wc_dwarf_manasource4;Citadel of the Elements;;;;;;;;;;;;;x
wc_dwarf_muster1_desc;Several dwarven riflemen are outfitted from the weapons stored in this depot. It isn't much, but it's enough to keep the riflemen stocked for days at a time.;;;;;;;;;;;;;x
wc_dwarf_muster2_desc;This armory is outfitted with several ranks of weaponry and equipment for dwarven soldiers to take advantage of. Not even the largest Trogg could break in.;;;;;;;;;;;;;x
wc_dwarf_muster3_desc;Next to keeping the dwarven riflemen stocked and equipped, this range gives them room and tools to practice with in order to be better prepared for any hostile incursion;;;;;;;;;;;;;x
wc_dwarf_muster4_desc;These multi-level barracks house hundreds of dwarven riflemen ready to defend their kin to the last. The stockpiles of weapons and resources kept here gives this barracks the ability to hold out for several weeks.;;;;;;;;;;;;;x
wc_dwarf_mountaintown1_desc;Several caverns have been excavated by the dwarves here to give room for urban expansion, military garrisons, and general economic activities.;;;;;;;;;;;;;x
wc_dwarf_mountaintown2_desc;The cavern holds here have expanded to encompass multiple levels, entrances, and exits throughout the mountainous terrain in this area. The dwarves here entrench themselves further every day.;;;;;;;;;;;;;x
wc_dwarf_mountaintown3_desc;The expansive caverns that the dwarves have excavated here are practically a fortress in their own right, with the Earth Mother's mountains acting as their bastion.;;;;;;;;;;;;;x
wc_dwarf_mountaintown4_desc;Dwarves have excavated and erected a metropolis-sized hub of economic and military activity right under the earth. Any passerby would be unaware of the bustling activity churning away under the surface of the mountain ranges in this area.;;;;;;;;;;;;;x
wc_dwarf_dwarfmine1_desc;Dwarven miners have started to dig away at the earth and stone in this region, and their efforts are starting to give way to precious and practical metals.;;;;;;;;;;;;;x
wc_dwarf_dwarfmine2_desc;Mining efforts have increased tenfold as the earth gives way to dwarven ambition. Tons of stone, metal and gemstones exits these mines on a daily basis.;;;;;;;;;;;;;x
wc_dwarf_dwarfmine3_desc;Minters have set up shop in this region, thriving off the rich pulls dwarves make daily from Azeroth's crust.;;;;;;;;;;;;;x
wc_dwarf_dwarfmine4_desc;Famous dwarven mining guilds have made their presence known, finding opportunity and profit in the subterranean operations that threaten to break the crust. Multitudes of precious metals and gemstones flow from dwarven mining shafts deep within the earth.;;;;;;;;;;;;;x
wc_dwarf_school1_desc;Dwarves have constructed a museum dedicated to the display and pursuit of knowledge. Commoners frequent it and dwarf-kind benefits as a whole.;;;;;;;;;;;;;x
wc_dwarf_school2_desc;Archaeologists have formed a local guild completely dedicated to pursuing historical knowledge that can be used to further develop dwarven civilization.;;;;;;;;;;;;;x
wc_dwarf_school3_desc;An emporium of historical relics and treasures can be found in this dwarven city. They are marked from ages long past in Azeroth's history, bringing astonishment to every pair of dwarven eyes that crosses them.;;;;;;;;;;;;;x
wc_dwarf_school4_desc;An entire academy dedicated to historical knowledge and teachings has been constructed by the local dwarven guilds.;;;;;;;;;;;;;x
wc_dwarf_mlibrary1_desc;An dwarven excavation has begun here, though it is not one that's in search of precious metals and jewels. There's an inkling of titan ruins beneath the surface.;;;;;;;;;;;;;x
wc_dwarf_mlibrary2_desc;Small chambers have been excavating giving way to what appears to be constructed by the titans, the forefathers of the dwarves themselves.;;;;;;;;;;;;;x
wc_dwarf_mlibrary3_desc;An entire titan disc library has been successfully excavated by the dwarves here. The age-old technical documents found within are already being applied to dwarven designs.;;;;;;;;;;;;;x
wc_dwarf_mlibrary4_desc;The titans constructed an entire vault of knowledge beneath the earth, and the dwarves of this region were just lucky and resourceful enough to excavate it and live to tell the tale. The knowledge unearthed is invaluable.;;;;;;;;;;;;;x
wc_dwarf_manasource1_desc;Dwarves have erected a shrine to the elements in order to better venerate their dwarven ancestors and commune with the earthen elements surging through their subterranean settlements.;;;;;;;;;;;;;x
wc_dwarf_manasource2_desc;A portion of the temple grounds here have been dedicated to ancestor veneration and the spirits of the mountains and earth.;;;;;;;;;;;;;x
wc_dwarf_manasource3_desc;An entire structure has been built to give lodging to those dedicated to the elements, further empowering our elemental spell casters.;;;;;;;;;;;;;x
wc_dwarf_manasource4_desc;A grand complex to the elements dominates this section of the settlement. Whistling, rumbling, and other natural omens permeate the area and all those who are around to hear and see its spectacles.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Tuskarr Group;;;;;;;;;;;;;;x
wc_tuskarr_stables1;Turtle Tamers;;;;;;;;;;;;;x
wc_tuskarr_stables2;Turtle Corral;;;;;;;;;;;;;x
wc_tuskarr_stables3;Extensive Turtle Pens;;;;;;;;;;;;;x
wc_tuskarr_stables4;War Turtle Complex;;;;;;;;;;;;;x
wc_tuskarr_armory1;Local Leatherworkers;;;;;;;;;;;;;x
wc_tuskarr_armory2;Local Blacksmiths;;;;;;;;;;;;;x
wc_tuskarr_armory3;Tuskarr Armoury;;;;;;;;;;;;;x
wc_tuskarr_armory4;Kalu'ak Arms Manufactory;;;;;;;;;;;;;x
wc_tuskarr_macademy1;Kalu'ak Campfire;;;;;;;;;;;;;x
wc_tuskarr_macademy2;Spirit Lodge;;;;;;;;;;;;;x
wc_tuskarr_macademy3;Tuskarr Statues;;;;;;;;;;;;;x
wc_tuskarr_macademy4;Cyclopean Tuskarr Statues;;;;;;;;;;;;;x
wc_tuskarr_mlibrary1;Small Kalu'ak Bonfire;;;;;;;;;;;;;x
wc_tuskarr_mlibrary2;Kalu'ak Shrine;;;;;;;;;;;;;x
wc_tuskarr_mlibrary3;Kalu'ak Meeting Hall;;;;;;;;;;;;;x
wc_tuskarr_mlibrary4;Large Kalu'ak Meeting Hall;;;;;;;;;;;;;x
wc_tuskarr_poor1;Penguin Trappers;;;;;;;;;;;;;x
wc_tuskarr_poor2;Penguin Reserve;;;;;;;;;;;;;x
wc_tuskarr_poor3;Penguin Enclosure;;;;;;;;;;;;;x
wc_tuskarr_poor4;Penguin Corrals;;;;;;;;;;;;;x
wc_tuskarr_tavern1;Tuskarr Fish Markets;;;;;;;;;;;;;x
wc_tuskarr_tavern2;Tuskarr Watering Hole;;;;;;;;;;;;;x
wc_tuskarr_tavern3;Tuskarr Brewery;;;;;;;;;;;;;x
wc_tuskarr_tavern4;Tuskarr Feasting Hall;;;;;;;;;;;;;x
wc_tuskarr_warcamp1;Tuskarr Mustering Grounds;;;;;;;;;;;;;x
wc_tuskarr_warcamp2;Wartusk Camp;;;;;;;;;;;;;x
wc_tuskarr_warcamp3;Kalu'ak Wargrounds;;;;;;;;;;;;;x
wc_tuskarr_warcamp4;Kalu'ak Assembly;;;;;;;;;;;;;x
wc_tuskarr_tribalship1;Turtle Breeding Grounds;;;;;;;;;;;;;x
wc_tuskarr_tribalship2;Turtle Docks;;;;;;;;;;;;;x
wc_tuskarr_tribalship3;Turtle Wardocks;;;;;;;;;;;;;x
wc_tuskarr_tribalship4;Turtle Rider Drydocks;;;;;;;;;;;;;x
wc_tuskarr_stables1_desc;Tuskarr hunters are trained in the art of trapping and befriending the local turtle population.;;;;;;;;;;;;;x
wc_tuskarr_stables2_desc;A greater effort is made into trapping some of the larger sea turtles and equipping the turtles with armor where they aren't covered by their shells.;;;;;;;;;;;;;x
wc_tuskarr_stables3_desc;Extensive efforts are made with breeding a larger turtle population, which will serve the proud Kalu'ak well.;;;;;;;;;;;;;x
wc_tuskarr_stables4_desc;A huge War Turtle breeding and equipping complex, maintaining several levels of turtles in various sizes, from Kalu'ak turtle ships to armored war turtles.;;;;;;;;;;;;;x
wc_tuskarr_armory1_desc;Some Tuskarr are trained in the art producing equipment from whale leather.;;;;;;;;;;;;;x
wc_tuskarr_armory2_desc;The local tuskarrs are trained in the making of bone char, which provides them with this new option to stoke the fires of industry.;;;;;;;;;;;;;x
wc_tuskarr_armory3_desc;The industry around the Tuskarrs bone char is expanding, to meet the needs of an ever expanding Tuskarr industry.;;;;;;;;;;;;;x
wc_tuskarr_armory4_desc;A vast complex around the Kalu'ak Bone char furnaces are producing armaments for the brave Tuskarr armies.;;;;;;;;;;;;;x
wc_tuskarr_macademy1_desc;Tuskarr spell-casters are often attended by small parties of javelin throwers, driving enemies towards the spell-casters.;;;;;;;;;;;;;x
wc_tuskarr_macademy2_desc;A small gathering of several smaller Kalu'ak statues attended by the local spell-casters.;;;;;;;;;;;;;x
wc_tuskarr_macademy3_desc;A larger amount of Tuskarr stone statues are lined along local roadways.;;;;;;;;;;;;;x
wc_tuskarr_macademy4_desc;A colossal Tuskarr statue towers over the nearby castle.;;;;;;;;;;;;;x
wc_tuskarr_mlibrary1_desc;To the Tuskarr family is everything, with a small shrine that the Kalu'ak can gather new knowledge might be uncovered.;;;;;;;;;;;;;x
wc_tuskarr_mlibrary2_desc;The strong bond of kin, naturally leads the conversation that the casters of Kalu'ak to protect their tribe.;;;;;;;;;;;;;x
wc_tuskarr_mlibrary3_desc;A construction of a meeting hall around the shrine will further enhance further studies.;;;;;;;;;;;;;x
wc_tuskarr_mlibrary4_desc;An extensive meeting hall with where the Kalu'ak can discuss.;;;;;;;;;;;;;x
wc_tuskarr_poor1_desc;Instead of forming larger raiding parties the Tuskarr prefers to send out trappers towards the local penguin population.;;;;;;;;;;;;;x
wc_tuskarr_poor2_desc;Designated areas are left alone for the local penguins except when they are needed for food.;;;;;;;;;;;;;x
wc_tuskarr_poor3_desc;Large areas of water and land are fenced in, allowing the penguins to still catch fish but prevents them from escaping.;;;;;;;;;;;;;x
wc_tuskarr_poor4_desc;Extensive fences around the local penguins allows the Tuskarr to extract eggs and food at leisure.;;;;;;;;;;;;;x
wc_tuskarr_tavern1_desc;Tuskarr treat visitors bringing fish as great as long lost relatives, this hospitality must be the cornerstone of Tuskarr towns.;;;;;;;;;;;;;x
wc_tuskarr_tavern2_desc;Tuskarr Watering Hole;;;;;;;;;;;;;x
wc_tuskarr_tavern3_desc;Tuskarr Brewery;;;;;;;;;;;;;x
wc_tuskarr_tavern4_desc;Tuskarr Feasting Hall;;;;;;;;;;;;;x
wc_tuskarr_warcamp1_desc;Tuskarr Mustering Grounds;;;;;;;;;;;;;x
wc_tuskarr_warcamp2_desc;War-tusk Camp;;;;;;;;;;;;;x
wc_tuskarr_warcamp3_desc;Kalu'ak War-grounds;;;;;;;;;;;;;x
wc_tuskarr_warcamp4_desc;Kalu'ak Assembly;;;;;;;;;;;;;x
wc_tuskarr_tribalship1_desc;Turtle Breeding Grounds;;;;;;;;;;;;;x
wc_tuskarr_tribalship2_desc;Turtle Docks;;;;;;;;;;;;;x
wc_tuskarr_tribalship3_desc;Turtle Wardocks;;;;;;;;;;;;;x
wc_tuskarr_tribalship4_desc;Turtle Rider Drydocks;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Unique Human Cultures;;;;;;;;;;;;;;x
#Azerothian;;;;;;;;;;;;;;x
wc_azer_barracks1;Stormwind Knight Encampment;;;;;;;;;;;;;x
wc_azer_barracks2;Stormwind Knight Barracks;;;;;;;;;;;;;x
wc_azer_barracks3;Stormwind Knight War Keep;;;;;;;;;;;;;x
wc_azer_barracks4;Stormwind Knight District;;;;;;;;;;;;;x
wc_azer_mageguild1;Mage Quarter;;;;;;;;;;;;;x
wc_azer_mageguild2;Mage Tower;;;;;;;;;;;;;x
wc_azer_mageguild3;Mage Guild;;;;;;;;;;;;;x
wc_azer_mageguild4;Magic Keep;;;;;;;;;;;;;x
wc_azer_militia1;Militia Holdout;;;;;;;;;;;;;x
wc_azer_militia2;Militia Hall;;;;;;;;;;;;;x
wc_azer_militia3;Militia Tower;;;;;;;;;;;;;x
wc_azer_militia4;Militia Fortified Tower;;;;;;;;;;;;;x
wc_azer_wharf1;Lighthouse;;;;;;;;;;;;;x
wc_azer_wharf2;Naval Garrison;;;;;;;;;;;;;x
wc_azer_wharf3;Royal Dockyard;;;;;;;;;;;;;x
wc_azer_wharf4;Royal Marina;;;;;;;;;;;;;x
wc_azer_macademy1;Bishop Offices;;;;;;;;;;;;;x
wc_azer_macademy2;Bishop Library;;;;;;;;;;;;;x
wc_azer_macademy3;Bishop Mission;;;;;;;;;;;;;x
wc_azer_macademy4;Bishop Palace;;;;;;;;;;;;;x
wc_azer_legionary1;Legionary Encampment;;;;;;;;;;;;;x
