ability_sinister_strike_desc;Deals Physical Damage to the enemy.;;Verursacht dem Feind körperlichen Schaden.;;;;;;;;;;;x
ability_shadow_bolt;Shadow Bolt;;Schattenblitz;;;;;;;;;;;x
ability_shadow_bolt_desc;Deals Magic Damage to the enemy.;;Verursacht dem Feind magischen Schaden.;;;;;;;;;;;x
ability_lightning_bolt;Lightning Bolt;;Blitzschlag;;;;;;;;;;;x
ability_lightning_bolt_desc;Deals Magic Damage to the enemy.;;Verursacht dem Feind magischen Schaden.;;;;;;;;;;;x
ability_solar_wrath;Solar Wrath;;Sonnenzorn;;;;;;;;;;;x
ability_solar_wrath_desc;Deals Magic Damage to the enemy.;;Verursacht dem Feind magischen Schaden.;;;;;;;;;;;x
ability_shred;Shred;;Zerfetzen;;;;;;;;;;;x
ability_shred_desc;Deals Physical Damage to the enemy.;;Verursacht dem Feind körperlichen Schaden.;;;;;;;;;;;x
ability_mangle;Mangle;;Zerfleischen Sie;;;;;;;;;;;x
ability_mangle_desc;Deals Physical Damage to the enemy.;;Verursacht dem Feind körperlichen Schaden.;;;;;;;;;;;x
ability_wrath_of_the_loa;Wrath of the Loa;;Zorn des Loa;;;;;;;;;;;x
ability_wrath_of_the_loa_desc;Deals Magic Damage to the enemy.;;Verursacht dem Feind magischen Schaden.;;;;;;;;;;;x
ability_death_strike;Death Strike;;Todesstoß;;;;;;;;;;;x
ability_death_strike_desc;Deals Physical Damage to the enemy.;;Verursacht dem Feind körperlichen Schaden.;;;;;;;;;;;x
ability_death_coil;Death Coil;;Todesspirale;;;;;;;;;;;x
ability_mana_shield;Mana Shield;;Manaschild;;;;;;;;;;;x
ability_mana_shield_desc;Gives a 50% chance that the next Damage will be fully absorbed.\n3 turns cooldown.;;Gewährt eine 50%ige Chance, dass der nächste Schaden vollständig absorbiert wird. \n3 Runden Abklingzeit.;;;;;;;;;;;x
ability_beast_agility;Beast Agility;;Tierische Beweglichkeit;;;;;;;;;;;x
ability_beast_agility_desc;Increases Defence by 50% for 2 turns.\n4 turns cooldown.;;Erhöht die Verteidigung um 50% für 2 Runden. \n4 Runden Abklingzeit.;;;;;;;;;;;x
ability_defensive_stance;Defensive Stance;;Defensive Haltung;;;;;;;;;;;x
ability_defensive_stance_desc;Increases Defence by 50% for 2 turns.\n4 turns cooldown.;;Erhöht die Verteidigung um 50% für 2 Runden. \n4 Runden Abklingzeit.;;;;;;;;;;;x
ability_divine_shield;Divine Shield;;Göttlicher Schild;;;;;;;;;;;x
ability_divine_shield_desc;Gives a 50% chance that the next Damage will be fully absorbed.\n3 turns cooldown.;;Gewährt eine Chance von 50%, dass der nächste Schaden vollständig absorbiert wird. \n3 Runden Abklingzeit.;;;;;;;;;;;x
ability_power_word_shield;Power Word: Shield;;Machtwort: Schild;;;;;;;;;;;x
ability_power_word_shield_desc;Gives a 50% chance that the next Damage will be fully absorbed.\n3 turns cooldown.;;Gewährt eine 50%ige Chance, dass der nächste Schaden vollständig absorbiert wird. \n3 Runden Abklingzeit.;;;;;;;;;;;x
ability_evasion;Evasion;;Ausweichen;;;;;;;;;;;x
ability_evasion_desc;Increases Defence by 50% for 2 turns.\n4 turns cooldown.;;Erhöht die Verteidigung um 50% für 2 Runden. \n4 Runden Abklingzeit.;;;;;;;;;;;x
ability_immolate;Immolate;;Feuerbrand;;;;;;;;;;;x
ability_immolate_desc;Increases Defence by 25% for 2 turns. If your enemy attacks you, it deals Magic Damage equal to 75% of your Magic Defense to itself.\n5 turns cooldown.;;Erhöht die Verteidigung um 25% für 2 Runden. Wenn Euer Feind Euch angreift, erleidet er magischen Schaden in Höhe von 75% Eurer Magischen Verteidigung. \n5 Runden Abklingzeit.;;;;;;;;;;;x
ability_wind_blessing;Wind Blessing;;Windsegen;;;;;;;;;;;x
ability_wind_blessing_desc;Increases Defence by 50% for 2 turns.\n4 turns cooldown.;;Erhöht die Verteidigung um 50% für 2 Runden. \n4 Runden Abklingzeit.;;;;;;;;;;;x
ability_barkskin;Barkskin;;Rindenhaut;;;;;;;;;;;x
ability_barkskin_desc;Increases Defence by 50% for 2 turns.\n4 turns cooldown.;;Erhöht die Verteidigung um 50% für 2 Runden. \n4 Runden Abklingzeit.;;;;;;;;;;;x
ability_absorption;Absorption;;Absorption;;;;;;;;;;;x
ability_absorption_desc;Gives a 50% chance that the next Damage will be fully absorbed.\n3 turns cooldown.;;Gewährt eine 50%ige Chance, dass der nächste Schaden vollständig absorbiert wird. \n3 Runden Abklingzeit.;;;;;;;;;;;x
ability_bone_shield;Bone Shield;;Knochenschild;;;;;;;;;;;x
ability_bone_shield_desc;Gives a 50% chance that the next Damage will be fully absorbed.\n3 turns cooldown.;;Gewährt eine 50%ige Chance, dass der nächste Schaden vollständig absorbiert wird. \n3 Runden Abklingzeit.;;;;;;;;;;;x
ability_frost_armor;Frost Armor;;Frostpanzer;;;;;;;;;;;x
ability_frost_armor_desc;Gives a 50% chance that the next Damage will be fully absorbed.\n3 turns cooldown.;;Gewährt eine 50%ige Chance, dass der nächste Schaden vollständig absorbiert wird. \n3 Runden Abklingzeit.;;;;;;;;;;;x
ability_shroud_of_shadows;Shroud of Shadows;;Schattenschleier;;;;;;;;;;;x
ability_shroud_of_shadows_desc;Increases Defence by 50% for 2 turns.\n4 turns cooldown.;;Erhöht die Verteidigung um 50% für 2 Runden. \n4 Runden Abklingzeit.;;;;;;;;;;;x
brilliant_ruler;Brilliant Ruler;;Brilliante[From.GetrMale] Herrscher[From.GetinFemale];;;;;;;;;;;x
brilliant_ruler_desc;This person is destined to rule from birth and is gifted with extraordinary talents that will help to reach this destiny.;;Diese Person ist von Geburt an dazu bestimmt, zu herrschen und ist dabei mit außergewöhnlichen Gaben beschenkt, die ihr helfen werden, dieses Schicksal zu erreichen.;;;;;;;;;;;x
distinguished_aristocrat;Distinguished Aristocrat;;Ausgezeichneter Aristokrat;;;;;;;;;;;x
distinguished_aristocrat_desc;This wealthy landowner has distinguished his or herself in many courts, making a name for him or herself as a fount of wit and logic.;;Dieser wohlhabende Grundbesitzer hat sich an vielen Höfen ausgezeichnet und sich als Quell von Verstand und Logik einen Namen gemacht.;;;;;;;;;;;x
capable_nobleman;Capable Nobleman;;Fähiger Edelmann;;;;;;;;;;;x
capable_nobleman_desc;While this person may or may not have a complete education, they are of average ability when it comes to court duties.;;Während diese Person eine vollständige Ausbildung haben kann oder auch nicht, ist sie bei der Ausübung ihrer Aufgaben von durchschnittlicher Befähigung.;;;;;;;;;;;x
petty_despot;Petty Despot;;Kleiner Despot;;;;;;;;;;;x
petty_despot_desc;Of little importance, evil, or just plain uneducated in the way of ruling, this person is known to be of poor ability in the way of politics.;;Von geringer Bedeutung, böse oder einfach nur ungebildet in Fragen der Herrschaft ist diese Person bekannt dafür, dass sie eine geringe Begabung in Sachen Politik hat.;;;;;;;;;;;x
mastermind_mechanic;Mastermind Mechanic;;Meistermechaniker;;;;;;;;;;;x
mastermind_mechanic_desc;;;;;;;;;;;;;;x
skilled_mechanic;Skilled Mechanic;;Qualifizierter Mechaniker;;;;;;;;;;;x
skilled_mechanic_desc;This person has nearly fully honed their ingenuity with mechanical systems.;;Diese Person hat ihren Einfallsreichtum mit mechanischen Systemen fast perfektioniert.;;;;;;;;;;;x
flamboyant_engineer;Flamboyant Engineer;;Aufmerksamer Ingenieur;;;;;;;;;;;x
flamboyant_engineer_desc;By spending a little more time creating new inventions and innovating with already existing ones, this person has taken some time to hone their mechanical genius.;;Indem sie etwas mehr Zeit damit verbringt, neue Erfindungen zu entwickeln und bestehende verbessert, hat diese Person ein wenig Zeit darauf verwendet, ihr mechanisches Genie zu perfektionieren.;;;;;;;;;;;x
amateurish_technician;Amateurish Technician;;Amateurhafter Techniker;;;;;;;;;;;x
amateurish_technician_desc;This person is relatively new to the art of engineering. Either inventing or innovating, they seem to keep to themselves when engaged with their projects.;;Diese Person ist relativ neu in der Ingenieurskunst. Entweder mit dem Erfinden oder Verbessern beschäftigt, scheint sie sich im Umgang mit ihren Projekten völlig zurückzuziehen.;;;;;;;;;;;x
uncolonized_trait;Uncolonized;Non colonisé;;;;;;;;;;;;x
uncolonized_government;Uncolonized;Non colonisé;Unkolonisiert;;;;;;;;;;;x
uncolonized_government_desc;There are no rules out here in the wilderness;Sur ces terres, il n'y a aucune forme de gouvernement ou d’état. Elles sont ouvertes à la colonisation.;In dieser Provinz ist keinerlei Form von Regierung etabliert, sie kann kolonisiert werden.;In dieser Provinz ist keinerlei Form von Regierung etabliert, sie kann kolonisiert werden.;;;;;;;;;;x
elemental_lord_fire;Firelord;Seigneur du Feu;Feuerlord;;;;;;;;;;;x
elemental_lord_fire_desc;The Lord of Fire is an incredibly strong ruler of fire elementals, and one of the four Elemental Lords. His plane is the Firelands, the realm of fire and ash, lying deep beneath the earth and the ocean within the realm of the elements.;;Der Feuerlord ist ein unglaublich mächtiger Herrscher der Feuerelementare und einer der vier Elementarlords. Seine Ebene ist das Feuerland, das Reich von Feuer und Asche, das tief unter der Erde und dem Ozean im Reich der Elemente liegt.;;;;;;;;;;;x
member_of_the_brotherhood_of_the_horse;Knight of the Brotherhood of the Horse;Chevalier de la Confrérie du Cheval;Ritter der Bruderschaft des Pferdes;;;;;;;;;;;x
member_of_the_brotherhood_of_the_horse_desc;The Brotherhood of the Horse is an ancient order of the knights from the kingdom of Stormwind. It has existed since the man migrated from Strom, now known as the Arathi Highlands. Members of the brotherhood are the strongest soldiers in the azerothian military: among their ranks are the greatest and most famous knights and warriors of Stormwind, who are always ready to sacrifice their lives for the good of their homeland.;;Die Bruderschaft des Pferdes ist ein alter Orden der Ritter des Königreichs Stormwind. Es existiert, seit die Menschen aus Strom, dem heutigen Arathi-Hochland, ausgewandert ist. Mitglieder der Bruderschaft sind die stärksten Soldaten des azerothischen Militärs: Zu ihren Reihen gehören die größten und berühmtesten Ritter und Krieger von Stormwind, die immer bereit sind, ihr Leben für das Wohl ihrer Heimat zu opfern.;;;;;;;;;;;x
member_of_the_shadow_council;Member of the Shadow Council;Membre du Conseil des Ombres;Mitglied des Schattenrats;;;;;;;;;;;x
member_of_the_shadow_council_desc;The Shadow Council is an organisation of warlocks from mortal peoples, which stands in the service of the demons of the Burning Legion. The Shadow Council was created by Gul'dan while he was still on Draenor, when the united clans of orcs began a war against the Draenei. The initial objectives of the council was to ensure stability in the war, which the Horde began against the Draenei, through the political manipulation of clans and the spread of sorcerous magic. With the invasion of the Horde into Azeroth, the Shadow Council has significantly expanded its sphere of influence not only inside the Horde, but also beyond its borders, by launching its networks to all corners of the known world.;;Der Schattenrat ist eine Organisation von Hexenmeistern sterblicher Völker, die im Dienste der Dämonen der brennenden Legion steht. Der Schattenrat wurde von Gul'dan gegründet, als er noch auf Draenor war, als die vereinigten Orkclans einen Krieg gegen die Draenei begannen. Die ersten Ziele des Rates waren die Gewährleistung der Stabilität im Krieg, den die Horde gegen die Draenei begann, durch die politische Manipulation von Clans und die Verbreitung von Hexerei. Mit der Invasion der Horde in Azeroth hat der Schattenrat seinen Einflussbereich nicht nur innerhalb der Horde, sondern auch über ihre Grenzen hinaus deutlich erweitert, indem er seine Netzwerke in alle Ecken der bekannten Welt ausbreitete.;;;;;;;;;;;x
member_of_the_order_of_the_silver_hand;Member of the Silver Hand;Membre de la Main d'argent;Mitglied der Silberhand;;;;;;;;;;;x
member_of_the_order_of_the_silver_hand_desc;This character is a member of the paladin order of the Silver Hand.;;Dieser Charakter ist Mitglied des Paladinordens der Silberhand.;;;;;;;;;;;x
crypt_lord;Crypt Lord;Seigneur des Cryptes;;;;;;;;;;;;x
crypt_lord_desc;;;;;;;;;;;;;;x
spider_queen;Spider Queen;Reine araignée;;;;;;;;;;;;x
spider_queen_desc;;;;;;;;;;;;;;x
harvest_warlock;Harvest Warlock;Sorcier des Moissons;;;;;;;;;;;;x
harvest_warlock_desc;;;;;;;;;;;;;;x
harvest_witch;Harvest Witch;Sorcière des Moissons;;;;;;;;;;;;x
harvest_witch_desc;;;;;;;;;;;;;;x
RULE_DUELS_ON_BATTLEGROUND;Duel on Battleground;Duel sur le champ de bataille;Duell auf dem Schlachtfeld;;;;;;;;;;;x
RULE_DUELS_ON_BATTLEGROUND_AI;AI;IA;KI;;;;;;;;;;;x
RULE_DUELS_ON_BATTLEGROUND_AI_DESC;AI can attack non-player characters in battle. §RCPU heavy!§!;;Die KI kann Nicht-Spieler-Charaktere auf dem Schlachtfeld angreifen. §RCPU-intensiv!§!;;;;;;;;;;;x
RULE_DUELS_ON_BATTLEGROUND_PLAYERS;Players;Joueurs;Spieler;;;;;;;;;;;x
RULE_DUELS_ON_BATTLEGROUND_PLAYERS_DESC;Only player can attack characters in battle.;Seul le joueur peut attaquer des personnages dans la bataille.;Nur Spieler können andere Charaktere auf dem Schlachtfeld angreifen.;;;;;;;;;;;x
EVTDESC_wcog.1;You hear faint whispers in the back of your mind, they tell you terrible things and show you equally horrible scenarios.;;Ihr hört leise Stimmen in Eurem Hinterkopf, sie erzählen Euch schreckliche Dinge und zeigen Euch ebenso schreckliche Bilder.;;;;;;;;;;;x
EVTOPTA_wcog.1;Is this really happening to me?!;M'est-ce vraiment arrivé ?!;Wird mir das wirklich passieren?;;;;;;;;;;;x
EVTOPTB_wcog.1;For the glory of the Old Gods!;Pour la gloire des Dieux très anciens !;Für den Ruhm der alten Götter!;;;;;;;;;;;x
EVTDESC_wcog.2;The more visions I see, the worse they become. I see the Old Gods, each of them growing like a mountain of flesh, decorated with countless fanged maws and bottomless eyes.;;Je mehr Visionen ich bekomme, desto schrecklicher wird es. Ich sehe die alten Götter, sie ragen wie Berge aus Fleisch auf, geschmückt mit Hunderten von fauchenden Mündern und schwarzen Augen.;;;;;;;;;;;x
EVTOPTA_wcog.2;I can't take it anymore!;;Ich halte das nicht länger aus!;;;;;;;;;;;x
EVTOPTB_wcog.2;For the glory of the Old Gods!;Pour la gloire des Dieux très anciens !;Für den Ruhm der alten Götter!;;;;;;;;;;;x
EVTDESC_wcog.3;The nightmares overpower you. Hundreds of disgusting limbs and tentacles close in around you.;;Die Albträume überwältigen Euch. Hunderte von abstoßenden Gliedern und Tentakeln umschließen Euch.;;;;;;;;;;;x
EVTOPTA_wcog.3;No!;;Neeeiiin!!;;;;;;;;;;;x
EVTOPTB_wcog.3;For the glory of the Old Gods!;Pour la gloire des Dieux très anciens !;Für den Ruhm der alten Götter!;;;;;;;;;;;x
EVTDESC_wcog.4;Their maddening whispers are getting worse and worse. Your sick mind can no longer resist. In desperation you grab a sharp object and begin carving their voices out of your own skull!;;Ihr wahnsinniges Geflüster wird immer schlimmer. Euer kranker Verstand kann nicht mehr widerstehen. Der Verzweiflung nahe greift Ihr ein scharfes Objekt und tut das einzig Richtige und versucht, ihre Stimmen aus Eurem Kopf zu schneiden.;;;;;;;;;;;x
EVTOPTA_wcog.4;Aah!;Aah !;Aah!;;;;;;;;;;;x
EVTDESC_wcog.5;Their whispers are slowly disappearing, is the grip they once held over my mind weakening?;;Das Flüstern in meinem Kopf verblasst, hört schließlich ganz auf. Haben die alten Götter ihre Kontrolle über meinen Geist aufgegeben?;;;;;;;;;;;x
EVTOPTA_wcog.5;It's finally over.;;Endlich ist es vorbei.;;;;;;;;;;;x
EVTDESC_wcog.6;The dark, twisted voices infest your mind, compelling you to commit unthinkable acts as they whisper their terrible omens.;;Die dunklen, verdrehten Stimmen suchen Euren Geist heim und zwingen Euch zu unvorstellbaren Taten, während sie ihre schrecklichen Omen flüstern.;;;;;;;;;;;x
EVTOPTA_wcog.6;This can't go on!;;So kann das nicht weitergehen!;;;;;;;;;;;x
EVTOPTB_wcog.6;For the glory of the Old Gods!;Pour la gloire des Dieux très anciens !;Für den Ruhm der alten Götter!;;;;;;;;;;;x
EVTDESC_wcog.50;Your masters demand your blood in a dark ritual.;;Eure Meister verlangen Euer Blut für ein dunkles Ritual.;;;;;;;;;;;x
EVTOPTA_wcog.50;For the glory of the Old Gods!;Pour la gloire des Dieux très anciens !;Für den Ruhm der alten Götter!;;;;;;;;;;;x
EVTOPTB_wcog.50;Not this time.;;Dieses Mal nicht.;;;;;;;;;;;x
EVTDESC_wcog.51;The Old Gods demand a blood ritual! You are commanded to perform the sacrificial ritual in their name.;;Die alten Götter fordern ein Blutritual! Von Euch wird verlangt, das Opferritual in ihrem Namen durchzuführen.;;;;;;;;;;;x
EVTOPTA_wcog.51;For the glory of the Old Gods!;Pour la gloire des Dieux très anciens !;Für den Ruhm der alten Götter!;;;;;;;;;;;x
EVTOPTB_wcog.51;I will not do it.;;Das werde ich nicht tun!;;;;;;;;;;;x
EVTDESC_wcog.52;Your masters demand the sacrifice of one of your kin.;;Eure Meister fordern, dass Ihr einen Eurer Verwandten opfert.;;;;;;;;;;;x
EVTOPTA_wcog.52;For the glory of the Old Gods!;Pour la gloire des Dieux très anciens !;Für den Ruhm der alten Götter!;;;;;;;;;;;x
EVTOPTB_wcog.52;This is madness!;C'est de la folie !;Das ist Wahnsinn!;;;;;;;;;;;x
nzoth_favor;N'Zoth's favour;Faveur de N'Zoth;N'Zoth's Gunst;;;;;;;;;;;x
EVTDESC_wcog.53;A servant of the Old Gods has agreed to speak favourably of you to N'Zoth, but only if you pay a tithe to His cult.;;Ein Diener der alten Götter hat zugestimmt, gegenüber N'Zoth wohlwollend von Euch zu sprechen, aber nur, wenn Ihr seinem Kult spendet.;;;;;;;;;;;x
EVTOPTA_wcog.53;For my master!;Pour mon Maître !;Alles für meinen Meister!;;;;;;;;;;;x
EVTOPTB_wcog.53;It is a bad idea.;C'est une mauvaise idée.;Das ist keine gute Idee.;;;;;;;;;;;x
EVTDESC_wcband.1;Recently a messenger from [Root.GetName] has reported gnoll forces raiding nearby settlements.;;Kürzlich berichtete ein Bote aus der Provinz [Root.GetName] von Gnolltruppen, die die umliegenden Siedlungen überfallen.;;;;;;;;;;;x
EVTDESC_wcband.101;Recently a messenger from [From.GetName] has reported gnoll forces raiding nearby settlements.;;Kürzlich berichtete ein Bote [From.GetName]s von Gnolltruppen, die die umliegenden Siedlungen überfallen.;;;;;;;;;;;x
EVTOPTA_wcband.1;They must be defeated!;Ils doivent être défaits !;Sie müssen beseitigt werden!;;;;;;;;;;;x
EVTDESC_wcband.2;A local scouting party reports that gnolls from the province of [Root.GetName] have become more aggressive recently and are gathering troops for war.;;Die Gnolle aus der Provinz [Root.GetName] werden immer aggressiver. Sie sammeln ihre Truppen und bereiten sich auf den Krieg vor.;;;;;;;;;;;x
EVTDESC_wcband.102;A local scouting party reports that gnolls from the province of [From.GetName] have become more aggressive recently and are gathering troops for war.;;Die Gnolle aus der Provinz [From.GetName] werden immer aggressiver. Sie sammeln ihre Truppen und bereiten sich auf den Krieg vor.;;;;;;;;;;;x
EVTOPTA_wcband.2;We must destroy them!;Nous devons les anéantir !;Wir müssen sie vernichten!;;;;;;;;;;;x
duel_max_hp;Maximum health.;;Maximale Gesundheit;;;;;;;;;;;x
duel_hp;Health.;;Gesundheit;;;;;;;;;;;x
duel_phy_def;Physical defence.;;Physische Verteidigung;;;;;;;;;;;x
duel_phy_att;Physical attack.;;Physischer Angriff;;;;;;;;;;;x
duel_mag_def;Magic defence.;;Magische Verteidigung;;;;;;;;;;;x
duel_mag_att;Magic attack.;;Magischer Angriff;;;;;;;;;;;x
EVTDESC_wcduel_9;The Mak'gora has been announced, but you may choose the rules for this fight.;;Ein Mak'Gora wurde verkündet und es obliegt Euch, die Regeln zu wählen, nach denen gekämpft wird.;;;;;;;;;;;x
EVTOPTA_wcduel_9;We will not fight to the death.;;Wir werden nicht bis zum Tod kämpfen.;;;;;;;;;;;x
EVTOPTA_wcduel_9_tooltip_1;The lethal outcome of a duel is impossible\n;;Dies wird kein Duell bis zum Tode.\n;;;;;;;;;;;x
EVTOPTB_wcduel_9_tooltip_1;The winner may kill the loser at the end of the duel\n;;Dem Sieger ist es gestattet, den Verlierer am Ende des Duells zu töten.\n;;;;;;;;;;;x
EVTOPTC_wcduel_9;[From.GetSheHeCap] is unfit for ruling! I challenge [From.GetHerHim]!;;[From.GetSheHeCap] ist ungeeignet zu herrschen! Ich werde [From.Getihnsie] herausfordern!;;;;;;;;;;;x
EVTDESC_wcduel_10_case01;[Root.GetFirstName], I challenge you to a non-lethal Mak'gora. I have no desire to kill you, but we should settle this dispute.\n\nSigned,\n[From.GetTitledName];;[Root.GetFirstName], ich fordere Euch zum nicht-tödlichen Mak'Gora. Ich will Euch nicht töten, aber wir müssen unsere Fehde beenden.\n\nGezeichnet,\n[From.GetTitledName];;;;;;;;;;;x
EVTDESC_wcduel_10_case02;[Root.GetFirstName], I challenge you to a traditional Mak'gora. I want to fight you to the death!\n\nSigned,\n[From.GetTitledName];;[Root.GetFirstName], ich fordere Euch zu einem traditionellen Mak'Gora. Wir müssen unsere Fehde beenden, hier und jetzt.\n\nGezeichnet,\n[From.GetTitledName];;;;;;;;;;;x
EVTDESC_wcduel_10_case03;[Root.GetFirstName], you're a terrible leader! You are not worthy to rule! I challenge you!\n\nSigned,\n[From.GetTitledName];;[Root.GetFirstName], Ihr seid eines Anführer nicht würdig! Ihr seid der Herrschaft nicht wert! Ich fordere Euch zum Mak'Gora!\n\nGezeichnet,\n[From.GetTitledName];;;;;;;;;;;x
EVTOPTA_wcduel_10;I accept the challenge.;;Ich nehme Eure Herausforderung an!;;;;;;;;;;;x
EVTOPTB_wcduel_10;I don't care about traditions, I will not put my life at risk!;;Rituale und Traditionen interessieren mich nicht, ich werde mein Leben nicht aufs Spiel setzen!;;;;;;;;;;;x
EVTDESC_wcduel_11;[Root.GetFirstName], I accept your challenge. Lok'tar Ogar!\n\nSigned,\n[From.GetTitledName];;[Root.GetFirstName], ich nehme Eure Herausforderung an. Lok'tar Ogar!\n\nGezeichnet,\n[From.GetTitledName];;;;;;;;;;;x
EVTOPTA_wcduel_11;Let's begin.;;Lasst uns anfangen.;;;;;;;;;;;x
EVTDESC_wcduel_12;[Root.GetFirstName], I refuse to fight against you.\n\nSigned,\n[From.GetTitledName];;[Root.GetFirstName], ich weigere mich, gegen Euch zu kämpfen.\n\nGezeichnet,\n[From.GetTitledName];;;;;;;;;;;x
EVTOPTA_wcduel_12;Shame! [From.GetHerHimCap] has no honour!;;Was für eine Schande! [From.GetSheHeCap] hat keine Ehre!;;;;;;;;;;;x
EVTDESC_wcduel_1000;[Root.GetTitledFirstName]\n[Root.duel_hp.GetName]: [Root.duel_hp.GetValue]/[Root.duel_max_hp.GetValue]\n[Root.duel_phy_def.GetName]: [Root.duel_phy_def.GetValue]\n[Root.duel_phy_att.GetName]: [Root.duel_phy_att.GetValue]\n[Root.duel_mag_def.GetName]: [Root.duel_mag_def.GetValue]\n[Root.duel_mag_att.GetName]: [Root.duel_mag_att.GetValue];;[Root.GetTitledFirstName]\n[Root.duel_hp.GetName]: [Root.duel_hp.GetValue] / [Root.duel_max_hp.GetValue]\n[Root.duel_phy_def.GetName]: [Root.duel_phy_def.GetValue]\n[ Root.duel_phy_att.GetName]: [Root.duel_phy_att.GetValue]\n[Root.duel_mag_def.GetName]: [Root.duel_mag_def.GetValue]\n[Root.duel_mag_att.GetName]: [Root.duel_mag_att.GetValue]\n;;;;;;;;;;;x
duel_tooltip_war_with;Participants in the Mak'gora, or any of their vassals, should not fight each other outside of the ceremony.;;Duellanten im Mak'Gora, sowie ihre Vasallen, sollten nicht miteinander Krieg führen.;;;;;;;;;;;x
EVTDESC_wcduel_100;[target_duel_defender_01.GetDynName] is in the heath of the battle, a few steps away from you. This is a great chance for an attack.;;[target_duel_defender_01.GetDynName] befindet sich mitten in der Schlacht, nur wenige Schritte von Euch entfernt. Das ist die Gelegenheit zum Angriff.;;;;;;;;;;;x
EVTOPTA_wcduel_100;And let the best man win!;;Möge der Stärkste gewinnen!;;;;;;;;;;;x
EVTOPTB_wcduel_100;Not today.;;Ein andermal...;;;;;;;;;;;x
EVTOPTA_wcduel_130;Attack.;;Angreifen...;;;;;;;;;;;x
EVTOPTA_wcduel_130_tooltip;Here you can see how you can attack your enemy.;;Hier könnt Ihr sehen, auf welche Weisen Ihr Euren Gegner attackieren könnt.;;;;;;;;;;;x
EVTOPTB_wcduel_130;Defence.;;Verteidigen...;;;;;;;;;;;x
EVTOPTB_wcduel_130_tooltip;Here you can see how you can improve your defence for one or more turns.;;Hier könnt Ihr sehen, auf welche Weisen Ihr Euch gegen Euren Gegner verteidigen könnt.;;;;;;;;;;;x
EVTOPTC_wcduel_130;Other.;;Anderes...;;;;;;;;;;;x
EVTOPTC_wcduel_130_tooltip;Here you can see actions that can increase or decrease your stats. You'll also see special abilities.;;Hier findet Ihr weitere Aktionen, mit denen Ihr Eure Chancen im Kampf verbessern könnt. Außerdem findet Ihr hier Spezialfertigkeiten.;;;;;;;;;;;x
EVTOPTD_wcduel_130;Attempt to run away.;;Versuchen, davonzulaufen.;;;;;;;;;;;x
EVTOPTD_wcduel_130_tooltip;Here you can see how you can leave the battlefield without facing your enemy.;;Hier findet Ihr Möglichkeiten, wie Ihr Euch aus dem Kampf zurückziehen könnt.;;;;;;;;;;;x
